"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia AMBO (000)",52113,2620,6910,7877,5622,7741,6693,10737,3913
"Sabe leer y escribir (001)",39716,,4636,7699,5394,6987,5627,7519,1854
"No sabe leer y escribir (002)",12397,2620,2274,178,228,754,1066,3218,2059
"Hombres (004)",26087,1346,3506,3999,2839,3831,3250,5367,1949
"Sabe leer y escribir (005)",21664,,2361,3916,2768,3644,3006,4633,1336
"No sabe leer y escribir (006)",4423,1346,1145,83,71,187,244,734,613
"Mujeres (008)",26026,1274,3404,3878,2783,3910,3443,5370,1964
"Sabe leer y escribir (009)",18052,,2275,3783,2626,3343,2621,2886,518
"No sabe leer y escribir (010)",7974,1274,1129,95,157,567,822,2484,1446
,,,,,,,,,
"URBANA (012)",17464,756,1978,2447,2068,2605,2320,3905,1385
"Sabe leer y escribir (013)",14658,,1545,2426,2029,2500,2153,3164,841
"No sabe leer y escribir (014)",2806,756,433,21,39,105,167,741,544
"Hombres (016)",8586,381,1026,1229,1017,1248,1077,1944,664
"Sabe leer y escribir (017)",7614,,812,1216,1001,1213,1039,1799,534
"No sabe leer y escribir (018)",972,381,214,13,16,35,38,145,130
"Mujeres (020)",8878,375,952,1218,1051,1357,1243,1961,721
"Sabe leer y escribir (021)",7044,,733,1210,1028,1287,1114,1365,307
"No sabe leer y escribir (022)",1834,375,219,8,23,70,129,596,414
,,,,,,,,,
"RURAL (024)",34649,1864,4932,5430,3554,5136,4373,6832,2528
"Sabe leer y escribir (025)",25058,,3091,5273,3365,4487,3474,4355,1013
"No sabe leer y escribir (026)",9591,1864,1841,157,189,649,899,2477,1515
"Hombres (028)",17501,965,2480,2770,1822,2583,2173,3423,1285
"Sabe leer y escribir (029)",14050,,1549,2700,1767,2431,1967,2834,802
"No sabe leer y escribir (030)",3451,965,931,70,55,152,206,589,483
"Mujeres (032)",17148,899,2452,2660,1732,2553,2200,3409,1243
"Sabe leer y escribir (033)",11008,,1542,2573,1598,2056,1507,1521,211
"No sabe leer y escribir (034)",6140,899,910,87,134,497,693,1888,1032
