"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CHINCHA (000)",74839,164,6996,4198,2930,10000,4430,13833,10333,19314,526,2115
"Agric., ganadería, caza y silvicultura (001)",12566,3,78,239,70,1,4124,37,159,7855,,
"Pesca (002)",439,,12,16,11,1,306,14,7,72,,
"Explotación de minas y canteras (003)",471,1,38,43,28,,,274,32,55,,
"Industrias manufactureras (004)",15127,19,155,943,433,31,,11591,936,1019,,
"Suministro de electricidad, gas y agua (005)",160,,8,25,18,,,51,10,48,,
"Construcción (006)",5449,4,83,146,25,,,343,3548,1300,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",13391,10,126,639,209,7547,,1432,151,3277,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1519,2,11,64,20,205,,1099,76,42,,
"Comercio al por mayor (009)",1313,6,39,241,91,711,,23,52,150,,
"Comercio al por menor (010)",10559,2,76,334,98,6631,,310,23,3085,,
"Hoteles y restaurantes (011)",2581,1,10,119,78,1161,,2,2,1208,,
"Trans., almac. y comunicaciones (012)",6643,2,19,112,244,6,,21,5349,890,,
"Intermediación financiera (013)",369,8,33,82,234,,,,1,11,,
"Activid.inmobil., empres. y alquileres (014)",3510,3,621,768,529,832,,35,61,661,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1886,57,152,109,675,34,,3,51,279,526,
"Enseñanza (016)",5132,51,4821,36,133,,,,2,89,,
"Servicios sociales y de salud (017)",1559,1,741,590,77,65,,7,9,69,,
"Otras activ. serv.comun.soc y personales (018)",1748,3,97,302,134,285,,23,15,889,,
"Hogares privados con servicio doméstico (019)",1593,,,4,,4,,,,1585,,
"Organiz. y organos extraterritoriales (020)",3,,,,3,,,,,,,
"Actividad economica no especificada (021)",2212,1,2,25,29,33,,,,7,,2115
"Hombres (022)",48544,119,3352,2729,1615,4619,3629,8894,9858,11974,510,1245
"Agric., ganadería, caza y silvicultura (023)",9535,2,72,201,56,,3326,32,152,5694,,
"Pesca (024)",422,,8,12,11,1,303,14,7,66,,
"Explotación de minas y canteras (025)",447,1,31,38,26,,,267,32,52,,
"Industrias manufactureras (026)",8943,17,113,627,304,15,,6704,593,570,,
"Suministro de electricidad, gas y agua (027)",145,,7,22,12,,,50,10,44,,
"Construcción (028)",5353,3,69,136,20,,,341,3504,1280,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",6895,8,74,417,111,3226,,1401,141,1517,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",1417,1,9,55,10,151,,1080,72,39,,
"Comercio al por mayor (031)",835,5,22,141,61,404,,20,48,134,,
"Comercio al por menor (032)",4643,2,43,221,40,2671,,301,21,1344,,
"Hoteles y restaurantes (033)",888,,5,70,34,400,,2,1,376,,
"Trans., almac. y comunicaciones (034)",6386,2,14,83,180,5,,20,5289,793,,
"Intermediación financiera (035)",192,4,20,39,117,,,,1,11,,
"Activid.inmobil., empres. y alquileres (036)",2727,2,458,557,245,811,,34,55,565,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1361,42,101,79,336,33,,3,47,210,510,
"Enseñanza (038)",2177,36,1983,23,65,,,,2,68,,
"Servicios sociales y de salud (039)",589,,320,182,30,11,,7,9,30,,
"Otras activ. serv.comun.soc y personales (040)",1031,1,75,226,57,107,,19,15,531,,
"Hogares privados con servicio doméstico (041)",162,,,1,,,,,,161,,
"Organiz. y organos extraterritoriales (042)",2,,,,2,,,,,,,
"Actividad economica no especificada (043)",1289,1,2,16,9,10,,,,6,,1245
"Mujeres (044)",26295,45,3644,1469,1315,5381,801,4939,475,7340,16,870
"Agric., ganadería, caza y silvicultura (045)",3031,1,6,38,14,1,798,5,7,2161,,
"Pesca (046)",17,,4,4,,,3,,,6,,
"Explotación de minas y canteras (047)",24,,7,5,2,,,7,,3,,
"Industrias manufactureras (048)",6184,2,42,316,129,16,,4887,343,449,,
"Suministro de electricidad, gas y agua (049)",15,,1,3,6,,,1,,4,,
"Construcción (050)",96,1,14,10,5,,,2,44,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6496,2,52,222,98,4321,,31,10,1760,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",102,1,2,9,10,54,,19,4,3,,
"Comercio al por mayor (053)",478,1,17,100,30,307,,3,4,16,,
"Comercio al por menor (054)",5916,,33,113,58,3960,,9,2,1741,,
"Hoteles y restaurantes (055)",1693,1,5,49,44,761,,,1,832,,
"Trans., almac. y comunicaciones (056)",257,,5,29,64,1,,1,60,97,,
"Intermediación financiera (057)",177,4,13,43,117,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",783,1,163,211,284,21,,1,6,96,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",525,15,51,30,339,1,,,4,69,16,
"Enseñanza (060)",2955,15,2838,13,68,,,,,21,,
"Servicios sociales y de salud (061)",970,1,421,408,47,54,,,,39,,
"Otras activ. serv.comun.soc y personales (062)",717,2,22,76,77,178,,4,,358,,
"Hogares privados con servicio doméstico (063)",1431,,,3,,4,,,,1424,,
"Organiz. y organos extraterritoriales (064)",1,,,,1,,,,,,,
"Actividad economica no especificada (065)",923,,,9,20,23,,,,1,,870
,,,,,,,,,,,,
"URBANA (066)",67055,154,6790,4012,2822,9599,2694,13155,9848,15487,518,1976
"Agric., ganadería, caza y silvicultura (067)",7397,2,69,180,54,,2404,30,81,4577,,
"Pesca (068)",415,,12,16,10,1,290,14,7,65,,
"Explotación de minas y canteras (069)",444,1,36,40,28,,,262,32,45,,
"Industrias manufactureras (070)",14337,16,151,909,411,28,,11005,889,928,,
"Suministro de electricidad, gas y agua (071)",158,,8,25,18,,,50,9,48,,
"Construcción (072)",5275,4,81,140,25,,,335,3442,1248,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",12990,9,122,619,201,7340,,1370,139,3190,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1461,2,11,63,20,200,,1050,74,41,,
"Comercio al por mayor (075)",1241,5,37,232,86,684,,22,43,132,,
"Comercio al por menor (076)",10288,2,74,324,95,6456,,298,22,3017,,
"Hoteles y restaurantes (077)",2474,1,10,115,76,1085,,2,2,1183,,
"Trans., almac. y comunicaciones (078)",6364,2,19,111,237,6,,21,5126,842,,
"Intermediación financiera (079)",368,8,33,81,234,,,,1,11,,
"Activid.inmobil., empres. y alquileres (080)",3267,3,605,741,515,733,,33,48,589,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1826,53,151,105,645,34,,3,49,268,518,
"Enseñanza (082)",4972,50,4670,36,129,,,,1,86,,
"Servicios sociales y de salud (083)",1519,1,727,571,76,64,,7,9,64,,
"Otras activ. serv.comun.soc y personales (084)",1676,3,94,294,132,273,,23,13,844,,
"Hogares privados con servicio doméstico (085)",1501,,,4,,4,,,,1493,,
"Organiz. y organos extraterritoriales (086)",3,,,,3,,,,,,,
"Actividad economica no especificada (087)",2069,1,2,25,28,31,,,,6,,1976
"Hombres (088)",43031,111,3250,2592,1537,4421,2302,8440,9388,9327,502,1161
"Agric., ganadería, caza y silvicultura (089)",5778,2,63,147,41,,2015,26,74,3410,,
"Pesca (090)",398,,8,12,10,1,287,14,7,59,,
"Explotación de minas y canteras (091)",424,1,30,35,26,,,256,32,44,,
"Industrias manufactureras (092)",8434,14,110,604,286,15,,6339,558,508,,
"Suministro de electricidad, gas y agua (093)",143,,7,22,12,,,49,9,44,,
"Construcción (094)",5180,3,68,130,20,,,333,3398,1228,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6675,7,72,404,106,3148,,1339,129,1470,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1361,1,9,55,10,147,,1031,70,38,,
"Comercio al por mayor (097)",779,4,20,134,56,388,,19,39,119,,
"Comercio al por menor (098)",4535,2,43,215,40,2613,,289,20,1313,,
"Hoteles y restaurantes (099)",851,,5,68,32,378,,2,1,365,,
"Trans., almac. y comunicaciones (100)",6112,2,14,82,174,5,,20,5069,746,,
"Intermediación financiera (101)",191,4,20,38,117,,,,1,11,,
"Activid.inmobil., empres. y alquileres (102)",2508,2,449,537,236,714,,33,42,495,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1323,39,100,75,319,33,,3,45,207,502,
"Enseñanza (104)",2104,35,1916,23,63,,,,1,66,,
"Servicios sociales y de salud (105)",575,,314,178,29,11,,7,9,27,,
"Otras activ. serv.comun.soc y personales (106)",983,1,72,220,56,106,,19,13,496,,
"Hogares privados con servicio doméstico (107)",147,,,1,,,,,,146,,
"Organiz. y organos extraterritoriales (108)",2,,,,2,,,,,,,
"Actividad economica no especificada (109)",1203,1,2,16,8,10,,,,5,,1161
"Mujeres (110)",24024,43,3540,1420,1285,5178,392,4715,460,6160,16,815
"Agric., ganadería, caza y silvicultura (111)",1619,,6,33,13,,389,4,7,1167,,
"Pesca (112)",17,,4,4,,,3,,,6,,
"Explotación de minas y canteras (113)",20,,6,5,2,,,6,,1,,
"Industrias manufactureras (114)",5903,2,41,305,125,13,,4666,331,420,,
"Suministro de electricidad, gas y agua (115)",15,,1,3,6,,,1,,4,,
"Construcción (116)",95,1,13,10,5,,,2,44,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",6315,2,50,215,95,4192,,31,10,1720,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",100,1,2,8,10,53,,19,4,3,,
"Comercio al por mayor (119)",462,1,17,98,30,296,,3,4,13,,
"Comercio al por menor (120)",5753,,31,109,55,3843,,9,2,1704,,
"Hoteles y restaurantes (121)",1623,1,5,47,44,707,,,1,818,,
"Trans., almac. y comunicaciones (122)",252,,5,29,63,1,,1,57,96,,
"Intermediación financiera (123)",177,4,13,43,117,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",759,1,156,204,279,19,,,6,94,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",503,14,51,30,326,1,,,4,61,16,
"Enseñanza (126)",2868,15,2754,13,66,,,,,20,,
"Servicios sociales y de salud (127)",944,1,413,393,47,53,,,,37,,
"Otras activ. serv.comun.soc y personales (128)",693,2,22,74,76,167,,4,,348,,
"Hogares privados con servicio doméstico (129)",1354,,,3,,4,,,,1347,,
"Organiz. y organos extraterritoriales (130)",1,,,,1,,,,,,,
"Actividad economica no especificada (131)",866,,,9,20,21,,,,1,,815
,,,,,,,,,,,,
"RURAL (132)",7784,10,206,186,108,401,1736,678,485,3827,8,139
"Agric., ganadería, caza y silvicultura (133)",5169,1,9,59,16,1,1720,7,78,3278,,
"Pesca (134)",24,,,,1,,16,,,7,,
"Explotación de minas y canteras (135)",27,,2,3,,,,12,,10,,
"Industrias manufactureras (136)",790,3,4,34,22,3,,586,47,91,,
"Suministro de electricidad, gas y agua (137)",2,,,,,,,1,1,,,
"Construcción (138)",174,,2,6,,,,8,106,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",401,1,4,20,8,207,,62,12,87,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",58,,,1,,5,,49,2,1,,
"Comercio al por mayor (141)",72,1,2,9,5,27,,1,9,18,,
"Comercio al por menor (142)",271,,2,10,3,175,,12,1,68,,
"Hoteles y restaurantes (143)",107,,,4,2,76,,,,25,,
"Trans., almac. y comunicaciones (144)",279,,,1,7,,,,223,48,,
"Intermediación financiera (145)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",243,,16,27,14,99,,2,13,72,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",60,4,1,4,30,,,,2,11,8,
"Enseñanza (148)",160,1,151,,4,,,,1,3,,
"Servicios sociales y de salud (149)",40,,14,19,1,1,,,,5,,
"Otras activ. serv.comun.soc y personales (150)",72,,3,8,2,12,,,2,45,,
"Hogares privados con servicio doméstico (151)",92,,,,,,,,,92,,
"Actividad economica no especificada (153)",143,,,,1,2,,,,1,,139
"Hombres (154)",5513,8,102,137,78,198,1327,454,470,2647,8,84
"Agric., ganadería, caza y silvicultura (155)",3757,,9,54,15,,1311,6,78,2284,,
"Pesca (156)",24,,,,1,,16,,,7,,
"Explotación de minas y canteras (157)",23,,1,3,,,,11,,8,,
"Industrias manufactureras (158)",509,3,3,23,18,,,365,35,62,,
"Suministro de electricidad, gas y agua (159)",2,,,,,,,1,1,,,
"Construcción (160)",173,,1,6,,,,8,106,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",220,1,2,13,5,78,,62,12,47,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",56,,,,,4,,49,2,1,,
"Comercio al por mayor (163)",56,1,2,7,5,16,,1,9,15,,
"Comercio al por menor (164)",108,,,6,,58,,12,1,31,,
"Hoteles y restaurantes (165)",37,,,2,2,22,,,,11,,
"Trans., almac. y comunicaciones (166)",274,,,1,6,,,,220,47,,
"Intermediación financiera (167)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",219,,9,20,9,97,,1,13,70,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",38,3,1,4,17,,,,2,3,8,
"Enseñanza (170)",73,1,67,,2,,,,1,2,,
