"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",6719,6541,1778,668,644,585,996,761,591,518,178,23959
"De 12 a 14 años (001)",660,658,652,6,,,,,,,2,6
"De 15 a 19 años (002)",777,762,649,96,14,2,1,,,,15,134
"De 20 a 24 años (003)",568,527,178,195,109,33,10,2,,,41,568
"De 25 a 29 años (004)",557,512,56,110,144,99,95,6,2,,45,1150
"De 30 a 34 años (005)",556,541,32,74,119,127,126,52,8,3,15,1673
"De 35 a 39 años (006)",526,510,10,35,68,80,163,109,40,5,16,2222
"De 40 a 44 años (007)",568,553,93,31,48,67,136,85,68,25,15,2331
"De 45 a 49 años (008)",387,382,8,25,34,28,87,80,68,52,5,2238
"De 50 y más años (009)",2120,2096,100,96,108,149,378,427,405,433,24,13637
"Conviviente (010)",1413,1382,79,276,244,206,303,151,80,43,31,4835
"De 12 a 14 años (011)",7,6,5,1,,,,,,,1,1
"De 15 a 19 años (012)",92,81,21,49,9,1,1,,,,11,74
"De 20 a 24 años (013)",233,227,17,112,66,25,6,1,,,6,351
"De 25 a 29 años (014)",254,248,12,59,61,49,61,6,,,6,618
"De 30 a 34 años (015)",250,248,3,23,57,62,65,31,4,3,2,867
"De 35 a 39 años (016)",186,184,,9,21,36,60,39,16,3,2,839
"De 40 a 44 años (017)",138,136,12,6,16,17,42,19,20,4,2,603
"De 45 a 49 años (018)",82,82,1,8,6,5,23,14,13,12,,475
"De 50 y más años (019)",171,170,8,9,8,11,45,41,27,21,1,1007
"Separado(a) (020)",300,295,8,83,58,36,48,35,15,12,5,999
"De 12 a 14 años (021)",2,2,1,1,,,,,,,,1
"De 15 a 19 años (022)",24,20,2,17,1,,,,,,4,19
"De 20 a 24 años (023)",41,41,1,26,9,3,1,1,,,,64
