"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Pesca (024)",8,,1,,,,1,,,6,,
"Explotación de minas y canteras (025)",24,,,2,1,,,8,2,11,,
"Industrias manufactureras (026)",407,,3,13,1,20,,345,21,4,,
"Suministro de electricidad, gas y agua (027)",18,,,4,2,,,4,4,4,,
"Construcción (028)",965,,27,21,1,,,28,502,386,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1162,,6,41,2,727,,172,11,203,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",182,,1,4,,33,,132,7,5,,
"Comercio al por mayor (031)",50,,1,7,1,35,,,3,3,,
"Comercio al por menor (032)",930,,4,30,1,659,,40,1,195,,
"Hoteles y restaurantes (033)",158,,1,7,2,104,,,,44,,
"Trans., almac. y comunicaciones (034)",815,,5,12,11,,,4,717,66,,
"Intermediación financiera (035)",16,1,2,4,7,,,1,,1,,
"Activid.inmobil., empres. y alquileres (036)",181,,59,54,12,27,,1,11,17,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",389,26,28,20,79,7,,1,20,93,115,
"Enseñanza (038)",657,5,632,,7,,,,2,11,,
"Servicios sociales y de salud (039)",120,,60,45,8,,,,4,3,,
"Otras activ. serv.comun.soc y personales (040)",144,,15,73,12,7,,,5,32,,
"Hogares privados con servicio doméstico (041)",29,,,,,,,,,29,,
"Actividad economica no especificada (043)",324,,4,5,22,,,,,1,,292
"Mujeres (044)",8556,6,917,182,150,1695,1446,142,37,3556,5,420
"Agric., ganadería, caza y silvicultura (045)",3980,,1,1,,,1445,,,2533,,
"Pesca (046)",1,,,,,,1,,,,,
"Explotación de minas y canteras (047)",1,,,,,1,,,,,,
"Industrias manufactureras (048)",166,,2,10,1,12,,131,7,3,,
"Suministro de electricidad, gas y agua (049)",2,,,,,,,,1,1,,
"Construcción (050)",59,,1,3,,,,1,21,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1678,,5,16,2,1354,,8,,293,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",21,,1,,,16,,4,,,,
"Comercio al por mayor (053)",56,,1,1,,53,,,,1,,
"Comercio al por menor (054)",1601,,3,15,2,1285,,4,,292,,
"Hoteles y restaurantes (055)",499,,2,17,7,273,,,,200,,
"Trans., almac. y comunicaciones (056)",39,,1,7,5,,,,6,20,,
"Intermediación financiera (057)",11,,1,2,8,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",69,,12,19,30,,,1,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",160,5,12,5,59,1,,,2,71,5,
"Enseñanza (060)",815,1,793,5,10,,,,,6,,
"Servicios sociales y de salud (061)",166,,77,76,7,3,,1,,2,,
"Otras activ. serv.comun.soc y personales (062)",174,,10,17,4,51,,,,92,,
"Hogares privados con servicio doméstico (063)",294,,,,,,,,,294,,
"Actividad economica no especificada (065)",442,,,4,17,,,,,1,,420
,,,,,,,,,,,,
"URBANA (066)",13303,26,1516,445,297,2291,2970,615,1028,3629,110,376
"Agric., ganadería, caza y silvicultura (067)",5126,,9,8,1,,2970,1,3,2134,,
"Pesca (068)",5,,,,,,,,,5,,
"Explotación de minas y canteras (069)",13,,,1,,,,6,,6,,
"Industrias manufactureras (070)",483,,3,22,2,31,,397,22,6,,
"Suministro de electricidad, gas y agua (071)",19,,,4,2,,,4,5,4,,
"Construcción (072)",626,,28,20,,,,28,339,211,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2513,,11,54,4,1834,,171,10,429,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",191,,2,3,,47,,128,7,4,,
"Comercio al por mayor (075)",95,,2,8,1,78,,,2,4,,
"Comercio al por menor (076)",2227,,7,43,3,1709,,43,1,421,,
"Hoteles y restaurantes (077)",603,,3,23,8,337,,,,232,,
"Trans., almac. y comunicaciones (078)",737,,6,19,14,,,3,617,78,,
"Intermediación financiera (079)",27,1,3,6,15,,,1,,1,,
"Activid.inmobil., empres. y alquileres (080)",232,,66,65,42,24,,2,9,24,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",448,20,36,22,128,6,,1,15,110,110,
"Enseñanza (082)",1258,5,1215,5,17,,,,,16,,
"Servicios sociales y de salud (083)",240,,112,103,13,3,,1,4,4,,
"Otras activ. serv.comun.soc y personales (084)",294,,20,84,16,56,,,4,114,,
"Hogares privados con servicio doméstico (085)",253,,,,,,,,,253,,
"Actividad economica no especificada (087)",426,,4,9,35,,,,,2,,376
"Hombres (088)",8056,23,730,278,156,799,2408,493,1000,1908,105,156
"Agric., ganadería, caza y silvicultura (089)",3721,,8,7,1,,2408,1,3,1293,,
"Pesca (090)",5,,,,,,,,,5,,
"Explotación de minas y canteras (091)",13,,,1,,,,6,,6,,
"Industrias manufactureras (092)",340,,2,12,1,20,,286,16,3,,
"Suministro de electricidad, gas y agua (093)",17,,,4,2,,,4,4,3,,
"Construcción (094)",592,,27,17,,,,27,324,197,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1033,,6,38,2,648,,163,10,166,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",170,,1,3,,31,,124,7,4,,
"Comercio al por mayor (097)",46,,1,7,1,32,,,2,3,,
"Comercio al por menor (098)",817,,4,28,1,585,,39,1,159,,
"Hoteles y restaurantes (099)",145,,1,7,2,95,,,,40,,
"Trans., almac. y comunicaciones (100)",702,,5,12,10,,,3,613,59,,
"Intermediación financiera (101)",16,1,2,4,7,,,1,,1,,
"Activid.inmobil., empres. y alquileres (102)",164,,55,46,12,24,,1,9,17,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",318,18,25,19,74,5,,1,13,58,105,
"Enseñanza (104)",560,4,539,,7,,,,,10,,
"Servicios sociales y de salud (105)",94,,42,39,7,,,,4,2,,
"Otras activ. serv.comun.soc y personales (106)",130,,14,67,12,7,,,4,26,,
"Hogares privados con servicio doméstico (107)",21,,,,,,,,,21,,
"Actividad economica no especificada (109)",185,,4,5,19,,,,,1,,156
"Mujeres (110)",5247,3,786,167,141,1492,562,122,28,1721,5,220
"Agric., ganadería, caza y silvicultura (111)",1405,,1,1,,,562,,,841,,
"Industrias manufactureras (114)",143,,1,10,1,11,,111,6,3,,
"Suministro de electricidad, gas y agua (115)",2,,,,,,,,1,1,,
"Construcción (116)",34,,1,3,,,,1,15,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1480,,5,16,2,1186,,8,,263,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",21,,1,,,16,,4,,,,
"Comercio al por mayor (119)",49,,1,1,,46,,,,1,,
"Comercio al por menor (120)",1410,,3,15,2,1124,,4,,262,,
"Hoteles y restaurantes (121)",458,,2,16,6,242,,,,192,,
"Trans., almac. y comunicaciones (122)",35,,1,7,4,,,,4,19,,
"Intermediación financiera (123)",11,,1,2,8,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",68,,11,19,30,,,1,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",130,2,11,3,54,1,,,2,52,5,
"Enseñanza (126)",698,1,676,5,10,,,,,6,,
"Servicios sociales y de salud (127)",146,,70,64,6,3,,1,,2,,
"Otras activ. serv.comun.soc y personales (128)",164,,6,17,4,49,,,,88,,
"Hogares privados con servicio doméstico (129)",232,,,,,,,,,232,,
"Actividad economica no especificada (131)",241,,,4,16,,,,,1,,220
,,,,,,,,,,,,
"RURAL (132)",14113,12,252,45,21,296,7979,93,313,4756,10,336
"Agric., ganadería, caza y silvicultura (133)",12297,,,,,,7977,1,2,4317,,
"Pesca (134)",4,,1,,,,2,,,1,,
"Explotación de minas y canteras (135)",12,,,1,1,1,,2,2,5,,
"Industrias manufactureras (136)",90,,2,1,,1,,79,6,1,,
"Suministro de electricidad, gas y agua (137)",1,,,,,,,,,1,,
"Construcción (138)",398,,,4,1,,,1,184,208,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",327,,,3,,247,,9,1,67,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",12,,,1,,2,,8,,1,,
"Comercio al por mayor (141)",11,,,,,10,,,1,,,
"Comercio al por menor (142)",304,,,2,,235,,1,,66,,
"Hoteles y restaurantes (143)",54,,,1,1,40,,,,12,,
"Trans., almac. y comunicaciones (144)",117,,,,2,,,1,106,8,,
"Activid.inmobil., empres. y alquileres (146)",18,,5,8,,3,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",101,11,4,3,10,2,,,7,54,10,
"Enseñanza (148)",214,1,210,,,,,,2,1,,
"Servicios sociales y de salud (149)",46,,25,18,2,,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",24,,5,6,,2,,,1,10,,
"Hogares privados con servicio doméstico (151)",70,,,,,,,,,70,,
"Actividad economica no especificada (153)",340,,,,4,,,,,,,336
"Hombres (154)",10804,9,121,30,12,93,7095,73,304,2921,10,136
"Agric., ganadería, caza y silvicultura (155)",9722,,,,,,7094,1,2,2625,,
"Pesca (156)",3,,1,,,,1,,,1,,
"Explotación de minas y canteras (157)",11,,,1,1,,,2,2,5,,
"Industrias manufactureras (158)",67,,1,1,,,,59,5,1,,
"Suministro de electricidad, gas y agua (159)",1,,,,,,,,,1,,
"Construcción (160)",373,,,4,1,,,1,178,189,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",129,,,3,,79,,9,1,37,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",12,,,1,,2,,8,,1,,
"Comercio al por mayor (163)",4,,,,,3,,,1,,,
"Comercio al por menor (164)",113,,,2,,74,,1,,36,,
"Hoteles y restaurantes (165)",13,,,,,9,,,,4,,
"Trans., almac. y comunicaciones (166)",113,,,,1,,,1,104,7,,
"Activid.inmobil., empres. y alquileres (168)",17,,4,8,,3,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",71,8,3,1,5,2,,,7,35,10,
"Enseñanza (170)",97,1,93,,,,,,2,1,,
"Servicios sociales y de salud (171)",26,,18,6,1,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",14,,1,6,,,,,1,6,,
"Hogares privados con servicio doméstico (173)",8,,,,,,,,,8,,
"Actividad economica no especificada (175)",139,,,,3,,,,,,,136
"Mujeres (176)",3309,3,131,15,9,203,884,20,9,1835,,200
"Agric., ganadería, caza y silvicultura (177)",2575,,,,,,883,,,1692,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",1,,,,,1,,,,,,
"Industrias manufactureras (180)",23,,1,,,1,,20,1,,,
"Construcción (182)",25,,,,,,,,6,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",198,,,,,168,,,,30,,
"Comercio al por mayor (185)",7,,,,,7,,,,,,
"Comercio al por menor (186)",191,,,,,161,,,,30,,
"Hoteles y restaurantes (187)",41,,,1,1,31,,,,8,,
"Trans., almac. y comunicaciones (188)",4,,,,1,,,,2,1,,
"Activid.inmobil., empres. y alquileres (190)",1,,1,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",30,3,1,2,5,,,,,19,,
"Enseñanza (192)",117,,117,,,,,,,,,
"Servicios sociales y de salud (193)",20,,7,12,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",10,,4,,,2,,,,4,,
"Hogares privados con servicio doméstico (195)",62,,,,,,,,,62,,
"Actividad economica no especificada (197)",201,,,,1,,,,,,,200
