"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia HUANTA (000)",27416,38,1768,490,318,2587,10949,708,1341,8385,120,712
"Agric., ganadería, caza y silvicultura (001)",17423,,9,8,1,,10947,2,5,6451,,
"Pesca (002)",9,,1,,,,2,,,6,,
"Explotación de minas y canteras (003)",25,,,2,1,1,,8,2,11,,
"Industrias manufactureras (004)",573,,5,23,2,32,,476,28,7,,
"Suministro de electricidad, gas y agua (005)",20,,,4,2,,,4,5,5,,
"Construcción (006)",1024,,28,24,1,,,29,523,419,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2840,,11,57,4,2081,,180,11,496,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",203,,2,4,,49,,136,7,5,,
"Comercio al por mayor (009)",106,,2,8,1,88,,,3,4,,
"Comercio al por menor (010)",2531,,7,45,3,1944,,44,1,487,,
"Hoteles y restaurantes (011)",657,,3,24,9,377,,,,244,,
"Trans., almac. y comunicaciones (012)",854,,6,19,16,,,4,723,86,,
"Intermediación financiera (013)",27,1,3,6,15,,,1,,1,,
"Activid.inmobil., empres. y alquileres (014)",250,,71,73,42,27,,2,11,24,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",549,31,40,25,138,8,,1,22,164,120,
"Enseñanza (016)",1472,6,1425,5,17,,,,2,17,,
"Servicios sociales y de salud (017)",286,,137,121,15,3,,1,4,5,,
"Otras activ. serv.comun.soc y personales (018)",318,,25,90,16,58,,,5,124,,
"Hogares privados con servicio doméstico (019)",323,,,,,,,,,323,,
"Actividad economica no especificada (021)",766,,4,9,39,,,,,2,,712
"Hombres (022)",18860,32,851,308,168,892,9503,566,1304,4829,115,292
"Agric., ganadería, caza y silvicultura (023)",13443,,8,7,1,,9502,2,5,3918,,
