"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ASCOPE (000)",110097,4179,9864,11748,10590,18439,16130,28832,10315
"Sin nivel (001)",11157,4179,903,162,162,385,635,2145,2586
"Educación inicial (002)",2856,,2620,86,31,81,38,,
"Primaria (003)",33654,,6341,7314,1198,2612,2726,8131,5332
"Secundaria (004)",37806,,,4186,7415,7792,6573,10473,1367
"Superior no univ. incompleto (005)",6005,,,,1061,2101,1248,1400,195
"Superior no univ. completo (006)",9316,,,,,2755,2679,3492,390
"Superior univ. incompleto (007)",3596,,,,723,1537,527,719,90
"Superior univ. completo (008)",5707,,,,,1176,1704,2472,355
"Hombres (010)",55180,2171,5038,5964,5420,9254,7899,14099,5335
"Sin nivel (011)",4320,2171,473,87,80,156,212,505,636
"Educación inicial (012)",1468,,1347,49,17,41,14,,
"Primaria (013)",16735,,3218,3730,715,1388,1204,3455,3025
"Secundaria (014)",20252,,,2098,3786,4035,3483,5876,974
"Superior no univ. incompleto (015)",2991,,,,485,983,626,754,143
"Superior no univ. completo (016)",4365,,,,,1325,1192,1607,241
"Superior univ. incompleto (017)",1998,,,,337,783,312,497,69
"Superior univ. completo (018)",3051,,,,,543,856,1405,247
"Mujeres (020)",54917,2008,4826,5784,5170,9185,8231,14733,4980
"Sin nivel (021)",6837,2008,430,75,82,229,423,1640,1950
"Educación inicial (022)",1388,,1273,37,14,40,24,,
"Primaria (023)",16919,,3123,3584,483,1224,1522,4676,2307
"Secundaria (024)",17554,,,2088,3629,3757,3090,4597,393
"Superior no univ. incompleto (025)",3014,,,,576,1118,622,646,52
"Superior no univ. completo (026)",4951,,,,,1430,1487,1885,149
"Superior univ. incompleto (027)",1598,,,,386,754,215,222,21
"Superior univ. completo (028)",2656,,,,,633,848,1067,108
,,,,,,,,,
"URBANA (030)",96859,3624,8643,10380,9263,15978,14373,25437,9161
"Sin nivel (031)",9195,3624,710,138,134,299,492,1666,2132
"Educación inicial (032)",2532,,2320,82,27,69,34,,
"Primaria (033)",28629,,5613,6396,944,2020,2189,6705,4762
"Secundaria (034)",33676,,,3764,6524,6748,5871,9469,1300
