"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CALCA (000)",21690,3049,50,8534,6971,688,1072,423,903
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",38,,,3,7,2,5,,21
"Profes., científicos e intelectuales (002)",1107,,,,74,59,394,72,508
"Técnicos de nivel medio ytrab.asimilados (003)",416,2,,18,81,70,142,40,63
"Jefes y empleados de oficina (004)",250,,,3,84,35,57,19,52
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2434,137,1,636,1143,164,160,90,103
"Agricult.trabaj. calif.agrop. y pesquros (006)",8053,1607,19,4325,1869,73,66,54,40
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",983,111,1,279,420,59,61,34,18
"Obreros. construc., conf., papel, fab., instr (008)",1771,40,2,412,1050,98,88,45,36
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",5930,1020,24,2638,2007,105,65,41,30
"Otra (010)",74,,,,33,4,13,10,14
"Ocupación no especificada (011)",634,132,3,220,203,19,21,18,18
"Hombres (012)",15041,1690,32,6300,5146,454,601,301,517
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",31,,,2,6,2,3,,18
"Profes., científicos e intelectuales (014)",533,,,,25,26,175,43,264
"Técnicos de nivel medio ytrab.asimilados (015)",251,,,9,48,51,79,28,36
"Jefes y empleados de oficina (016)",153,,,3,66,20,19,12,33
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",772,14,,135,399,68,61,47,48
"Agricult.trabaj. calif.agrop. y pesquros (018)",7197,1290,18,3965,1717,66,58,50,33
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",649,17,1,137,344,54,54,28,14
"Obreros. construc., conf., papel, fab., instr (020)",1541,25,2,338,942,88,81,38,27
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3521,312,9,1597,1436,66,49,30,22
"Otra (022)",73,,,,33,4,13,10,13
"Ocupación no especificada (023)",320,32,2,114,130,9,9,15,9
"Mujeres (024)",6649,1359,18,2234,1825,234,471,122,386
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",7,,,1,1,,2,,3
"Profes., científicos e intelectuales (026)",574,,,,49,33,219,29,244
"Técnicos de nivel medio ytrab.asimilados (027)",165,2,,9,33,19,63,12,27
"Jefes y empleados de oficina (028)",97,,,,18,15,38,7,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1662,123,1,501,744,96,99,43,55
"Agricult.trabaj. calif.agrop. y pesquros (030)",856,317,1,360,152,7,8,4,7
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",334,94,,142,76,5,7,6,4
"Obreros. construc., conf., papel, fab., instr (032)",230,15,,74,108,10,7,7,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2409,708,15,1041,571,39,16,11,8
"Otra (034)",1,,,,,,,,1
"Ocupación no especificada (035)",314,100,1,106,73,10,12,3,9
,,,,,,,,,
"URBANA (036)",8795,394,10,2250,3624,526,861,356,774
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",29,,,1,6,1,2,,19
