"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",58320,29797,28523,19966,9564,10402,38354,20233,18121
"Menores de 1 año (001)",1426,720,706,434,215,219,992,505,487
"Menores de 1 mes (002)",97,64,33,30,22,8,67,42,25
"De 1 a 11 meses (003)",1329,656,673,404,193,211,925,463,462
"De 1 a 4 años (004)",6021,3060,2961,1878,933,945,4143,2127,2016
"1 año (005)",1383,726,657,444,238,206,939,488,451
"2 años (006)",1559,792,767,483,230,253,1076,562,514
"3 años (007)",1509,759,750,469,228,241,1040,531,509
"4 años (008)",1570,783,787,482,237,245,1088,546,542
"De 5 a 9 años (009)",7133,3535,3598,2233,1090,1143,4900,2445,2455
"5 años (010)",1433,700,733,402,196,206,1031,504,527
"6 años (011)",1313,659,654,419,202,217,894,457,437
"7 años (012)",1502,750,752,464,230,234,1038,520,518
"8 años (013)",1439,730,709,475,241,234,964,489,475
"9 años (014)",1446,696,750,473,221,252,973,475,498
"De 10 a 14 años (015)",7634,3909,3725,2667,1332,1335,4967,2577,2390
"10 años (016)",1512,772,740,509,261,248,1003,511,492
"11 años (017)",1486,744,742,501,250,251,985,494,491
"12 años (018)",1723,890,833,592,295,297,1131,595,536
"13 años (019)",1451,754,697,511,256,255,940,498,442
"14 años (020)",1462,749,713,554,270,284,908,479,429
"De 15 a 19 años (021)",5551,2801,2750,2022,964,1058,3529,1837,1692
"15 años (022)",1367,717,650,492,237,255,875,480,395
"16 años (023)",1147,582,565,434,228,206,713,354,359
"17 años (024)",1163,574,589,436,192,244,727,382,345
"18 años (025)",985,490,495,347,157,190,638,333,305
"19 años (026)",889,438,451,313,150,163,576,288,288
"De 20 a 24 años (027)",4623,2439,2184,1632,802,830,2991,1637,1354
"20 años (028)",933,482,451,326,152,174,607,330,277
"21 años (029)",786,415,371,296,136,160,490,279,211
"22 años (030)",1012,520,492,342,167,175,670,353,317
"23 años (031)",924,493,431,341,178,163,583,315,268
"24 años (032)",968,529,439,327,169,158,641,360,281
"De 25 a 29 años (033)",3985,2136,1849,1361,632,729,2624,1504,1120
"25 años (034)",841,428,413,263,121,142,578,307,271
"26 años (035)",793,426,367,267,127,140,526,299,227
"27 años (036)",866,488,378,292,139,153,574,349,225
"28 años (037)",733,393,340,262,124,138,471,269,202
"29 años (038)",752,401,351,277,121,156,475,280,195
"De 30 a 34 años (039)",3949,2155,1794,1403,664,739,2546,1491,1055
"30 años (040)",932,517,415,314,158,156,618,359,259
"31 años (041)",683,376,307,244,116,128,439,260,179
"32 años (042)",801,452,349,273,135,138,528,317,211
"33 años (043)",833,464,369,298,139,159,535,325,210
"34 años (044)",700,346,354,274,116,158,426,230,196
