"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",16453,12499,1268,816,1870
"Sin nivel (061)",660,583,41,13,23
"Educación inicial (062)",19,16,,2,1
"Primaria (063)",5743,5119,377,120,127
"Secundaria (064)",5877,4960,394,195,328
"Superior no univ. incompleta (065)",804,547,62,51,144
"Superior no univ. completa (066)",1507,634,174,156,543
"Superior univ. incompleta (067)",456,246,48,40,122
"Superior univ. completa (068)",1387,394,172,239,582
"De 06 a 14 años (070)",395,345,38,11,1
"Sin nivel (071)",18,13,4,1,
"Educación inicial (072)",8,7,,1,
"Primaria (073)",264,230,26,7,1
"Secundaria (074)",105,95,8,2,
"De 15 a 29 años (080)",5538,4386,423,234,495
"Sin nivel (081)",80,69,8,,3
"Educación inicial (082)",2,2,,,
"Primaria (083)",1220,1089,82,32,17
"Secundaria (084)",2807,2410,185,97,115
"Superior no univ. incompleta (085)",423,321,34,22,46
"Superior no univ. completa (086)",523,256,62,41,164
"Superior univ. incompleta (087)",165,107,19,9,30
"Superior univ. completa (088)",318,132,33,33,120
"De 30 a 44 años (090)",6071,4255,514,387,915
"Sin nivel (091)",165,146,9,4,6
"Educación inicial (092)",9,7,,1,1
"Primaria (093)",1905,1664,130,50,61
"Secundaria (094)",2076,1734,147,71,124
"Superior no univ. incompleta (095)",282,172,20,21,69
"Superior no univ. completa (096)",728,276,85,88,279
"Superior univ. incompleta (097)",188,88,22,19,59
"Superior univ. completa (098)",718,168,101,133,316
"De 45 a 64 años (100)",3703,2834,251,176,442
"Sin nivel (101)",270,235,14,8,13
"Primaria (103)",1825,1645,110,27,43
"Secundaria (104)",829,672,50,25,82
"Superior no univ. incompleta (105)",91,49,7,7,28
"Superior no univ. completa (106)",245,94,25,27,99
"Superior univ. incompleta (107)",98,48,7,11,32
"Superior univ. completa (108)",345,91,38,71,145
"De 65 y más años (110)",746,679,42,8,17
"Sin nivel (111)",127,120,6,,1
"Primaria (113)",529,491,29,4,5
"Secundaria (114)",60,49,4,,7
"Superior no univ. incompleta (115)",8,5,1,1,1
"Superior no univ. completa (116)",11,8,2,,1
"Superior univ. incompleta (117)",5,3,,1,1
"Superior univ. completa (118)",6,3,,2,1
,,,,,
"RURAL (120)",19116,17406,1077,337,296
"Sin nivel (121)",1721,1611,73,34,3
"Educación inicial (122)",14,13,1,,
"Primaria (123)",12252,11371,653,182,46
"Secundaria (124)",4416,4036,253,82,45
"Superior no univ. incompleta (125)",153,107,13,9,24
"Superior no univ. completa (126)",314,145,47,20,102
"Superior univ. incompleta (127)",80,48,10,4,18
"Superior univ. completa (128)",166,75,27,6,58
"De 06 a 14 años (130)",673,628,27,12,6
"Sin nivel (131)",46,43,2,,1
"Educación inicial (132)",7,7,,,
"Primaria (133)",547,508,23,11,5
"Secundaria (134)",73,70,2,1,
"De 15 a 29 años (140)",7375,6701,414,149,111
"Sin nivel (141)",241,219,9,12,1
"Educación inicial (142)",4,3,1,,
"Primaria (143)",4204,3909,210,68,17
"Secundaria (144)",2643,2418,158,50,17
"Superior no univ. incompleta (145)",79,55,7,6,11
"Superior no univ. completa (146)",125,58,20,7,40
"Superior univ. incompleta (147)",34,16,3,3,12
"Superior univ. completa (148)",45,23,6,3,13
"De 30 a 44 años (150)",5832,5215,387,93,137
"Sin nivel (151)",392,362,22,7,1
"Educación inicial (152)",3,3,,,
"Primaria (153)",3766,3460,242,51,13
"Secundaria (154)",1343,1226,75,22,20
"Superior no univ. incompleta (155)",60,41,5,1,13
"Superior no univ. completa (156)",137,60,22,8,47
"Superior univ. incompleta (157)",39,25,7,1,6
"Superior univ. completa (158)",92,38,14,3,37
"De 45 a 64 años (160)",3996,3676,206,74,40
"Sin nivel (161)",656,615,30,11,
"Primaria (163)",2904,2701,147,47,9
"Secundaria (164)",337,304,16,9,8
"Superior no univ. incompleta (165)",14,11,1,2,
"Superior no univ. completa (166)",52,27,5,5,15
"Superior univ. incompleta (167)",6,6,,,
"Superior univ. completa (168)",27,12,7,,8
"De 65 y más años (170)",1240,1186,43,9,2
"Sin nivel (171)",386,372,10,4,
"Primaria (173)",831,793,31,5,2
"Secundaria (174)",20,18,2,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",2,2,,,
