"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",1027,596,218,135,78
"Hogares privados con servicio doméstico (041)",66,66,,,
"Organiz. y organos extraterritoriales (042)",6,,,,6
"Actividad economica no especificada (043)",644,426,90,59,69
"Mujeres (044)",41294,32639,2362,2088,4205
"Agric., ganadería, caza y silvicultura (045)",15127,14682,407,23,15
"Pesca (046)",201,187,1,5,8
"Explotación de minas y canteras (047)",21,9,3,2,7
"Industrias manufactureras (048)",4544,4062,292,101,89
"Suministro de electricidad, gas y agua (049)",38,4,,12,22
"Construcción (050)",104,47,7,40,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",7729,7414,238,69,8
"Venta, mant.y rep. veh.autom y motoc. (052)",104,85,8,10,1
"Comercio al por mayor (053)",215,169,26,13,7
"Comercio al por menor (054)",7410,7160,204,46,
"Hoteles y restaurantes (055)",2188,1901,184,81,22
"Trans., almac. y comunicaciones (056)",912,687,109,89,27
"Intermediación financiera (057)",214,33,21,100,60
"Activid.inmobil., empres. y alquileres (058)",828,490,108,130,100
"Admin.pub. y defensa; p. segur soc.afil (059)",1492,,,,1492
"Enseñanza (060)",3710,598,767,1229,1116
"Servicios sociales y de salud (061)",1454,214,38,62,1140
"Otras activ. serv.comun.soc y personales (062)",972,703,128,103,38
"Hogares privados con servicio doméstico (063)",964,964,,,
"Organiz. y organos extraterritoriales (064)",4,,,,4
"Actividad economica no especificada (065)",792,644,59,42,47
,,,,,
"URBANA (066)",53800,32490,4868,5231,11211
"Agric., ganadería, caza y silvicultura (067)",3803,3548,179,45,31
"Pesca (068)",88,59,9,10,10
"Explotación de minas y canteras (069)",255,67,26,57,105
"Industrias manufactureras (070)",4393,3610,466,166,151
"Suministro de electricidad, gas y agua (071)",219,25,6,108,80
"Construcción (072)",3509,2572,387,380,170
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",10632,9991,446,169,26
"Venta, mant.y rep. veh.autom y motoc. (074)",763,647,73,33,10
"Comercio al por mayor (075)",370,279,45,30,16
"Comercio al por menor (076)",9499,9065,328,106,
"Hoteles y restaurantes (077)",3227,2553,375,231,68
"Trans., almac. y comunicaciones (078)",5366,4272,493,397,204
"Intermediación financiera (079)",483,78,43,223,139
"Activid.inmobil., empres. y alquileres (080)",2835,1679,357,420,379
"Admin.pub. y defensa; p. segur soc.afil (081)",5225,,,,5225
"Enseñanza (082)",7729,899,1561,2598,2671
"Servicios sociales y de salud (083)",2295,391,74,100,1730
"Otras activ. serv.comun.soc y personales (084)",1815,1151,323,235,106
"Hogares privados con servicio doméstico (085)",911,911,,,
"Organiz. y organos extraterritoriales (086)",10,,,,10
"Actividad economica no especificada (087)",1005,684,123,92,106
"Hombres (088)",30155,16763,2993,3204,7195
"Agric., ganadería, caza y silvicultura (089)",2222,2052,111,38,21
"Pesca (090)",55,40,8,5,2
"Explotación de minas y canteras (091)",242,63,23,56,100
"Industrias manufactureras (092)",2222,1832,244,81,65
"Suministro de electricidad, gas y agua (093)",181,21,6,96,58
"Construcción (094)",3424,2535,382,346,161
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3579,3235,225,101,18
"Venta, mant.y rep. veh.autom y motoc. (096)",667,569,66,23,9
"Comercio al por mayor (097)",180,131,23,17,9
"Comercio al por menor (098)",2732,2535,136,61,
"Hoteles y restaurantes (099)",1180,773,209,151,47
"Trans., almac. y comunicaciones (100)",4489,3613,388,309,179
"Intermediación financiera (101)",269,45,22,123,79
"Activid.inmobil., empres. y alquileres (102)",2025,1200,251,293,281
"Admin.pub. y defensa; p. segur soc.afil (103)",3838,,,,3838
"Enseñanza (104)",4126,342,813,1379,1592
"Servicios sociales y de salud (105)",880,187,37,40,616
"Otras activ. serv.comun.soc y personales (106)",882,481,200,132,69
"Hogares privados con servicio doméstico (107)",53,53,,,
"Organiz. y organos extraterritoriales (108)",6,,,,6
"Actividad economica no especificada (109)",482,291,74,54,63
"Mujeres (110)",23645,15727,1875,2027,4016
"Agric., ganadería, caza y silvicultura (111)",1581,1496,68,7,10
"Pesca (112)",33,19,1,5,8
"Explotación de minas y canteras (113)",13,4,3,1,5
"Industrias manufactureras (114)",2171,1778,222,85,86
"Suministro de electricidad, gas y agua (115)",38,4,,12,22
"Construcción (116)",85,37,5,34,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",7053,6756,221,68,8
"Venta, mant.y rep. veh.autom y motoc. (118)",96,78,7,10,1
"Comercio al por mayor (119)",190,148,22,13,7
"Comercio al por menor (120)",6767,6530,192,45,
"Hoteles y restaurantes (121)",2047,1780,166,80,21
"Trans., almac. y comunicaciones (122)",877,659,105,88,25
"Intermediación financiera (123)",214,33,21,100,60
"Activid.inmobil., empres. y alquileres (124)",810,479,106,127,98
"Admin.pub. y defensa; p. segur soc.afil (125)",1387,,,,1387
"Enseñanza (126)",3603,557,748,1219,1079
"Servicios sociales y de salud (127)",1415,204,37,60,1114
"Otras activ. serv.comun.soc y personales (128)",933,670,123,103,37
"Hogares privados con servicio doméstico (129)",858,858,,,
"Organiz. y organos extraterritoriales (130)",4,,,,4
"Actividad economica no especificada (131)",523,393,49,38,43
,,,,,
"RURAL (132)",39880,36931,1525,330,1094
"Agric., ganadería, caza y silvicultura (133)",30191,29300,823,51,17
"Pesca (134)",687,674,8,2,3
"Explotación de minas y canteras (135)",246,64,49,46,87
"Industrias manufactureras (136)",3325,3132,156,30,7
"Suministro de electricidad, gas y agua (137)",9,2,1,2,4
"Construcción (138)",1190,871,190,79,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1141,1087,49,3,2
"Venta, mant.y rep. veh.autom y motoc. (140)",103,86,14,1,2
"Comercio al por mayor (141)",56,48,8,,
"Comercio al por menor (142)",982,953,27,2,
"Hoteles y restaurantes (143)",225,182,34,3,6
"Trans., almac. y comunicaciones (144)",840,755,47,23,15
"Intermediación financiera (145)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (146)",132,70,21,19,22
"Admin.pub. y defensa; p. segur soc.afil (147)",575,,,,575
"Enseñanza (148)",489,108,96,55,230
"Servicios sociales y de salud (149)",93,32,1,4,56
"Otras activ. serv.comun.soc y personales (150)",184,148,23,3,10
"Hogares privados con servicio doméstico (151)",119,119,,,
"Actividad economica no especificada (153)",431,386,26,9,10
"Hombres (154)",22231,20019,1038,269,905
"Agric., ganadería, caza y silvicultura (155)",16645,16114,484,35,12
"Pesca (156)",519,506,8,2,3
"Explotación de minas y canteras (157)",238,59,49,45,85
"Industrias manufactureras (158)",952,848,86,14,4
"Suministro de electricidad, gas y agua (159)",9,2,1,2,4
"Construcción (160)",1171,861,188,73,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",465,429,32,2,2
"Venta, mant.y rep. veh.autom y motoc. (162)",95,79,13,1,2
"Comercio al por mayor (163)",31,27,4,,
"Comercio al por menor (164)",339,323,15,1,
"Hoteles y restaurantes (165)",84,61,16,2,5
"Trans., almac. y comunicaciones (166)",805,727,43,22,13
"Intermediación financiera (167)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (168)",114,59,19,16,20
"Admin.pub. y defensa; p. segur soc.afil (169)",470,,,,470
"Enseñanza (170)",382,67,77,45,193
"Servicios sociales y de salud (171)",54,22,,2,30
"Otras activ. serv.comun.soc y personales (172)",145,115,18,3,9
"Hogares privados con servicio doméstico (173)",13,13,,,
"Actividad economica no especificada (175)",162,135,16,5,6
"Mujeres (176)",17649,16912,487,61,189
"Agric., ganadería, caza y silvicultura (177)",13546,13186,339,16,5
"Pesca (178)",168,168,,,
"Explotación de minas y canteras (179)",8,5,,1,2
"Industrias manufactureras (180)",2373,2284,70,16,3
"Construcción (182)",19,10,2,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",676,658,17,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",8,7,1,,
"Comercio al por mayor (185)",25,21,4,,
"Comercio al por menor (186)",643,630,12,1,
"Hoteles y restaurantes (187)",141,121,18,1,1
"Trans., almac. y comunicaciones (188)",35,28,4,1,2
"Activid.inmobil., empres. y alquileres (190)",18,11,2,3,2
"Admin.pub. y defensa; p. segur soc.afil (191)",105,,,,105
"Enseñanza (192)",107,41,19,10,37
"Servicios sociales y de salud (193)",39,10,1,2,26
"Otras activ. serv.comun.soc y personales (194)",39,33,5,,1
"Hogares privados con servicio doméstico (195)",106,106,,,
"Actividad economica no especificada (197)",269,251,10,4,4
