"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",5725,,,,955,2110,1284,1250,126
"Superior no univ. completo (036)",5978,,,,,2029,1929,1804,216
"Superior univ. incompleto (037)",4737,,,,778,1955,860,1043,101
"Superior univ. completo (038)",6517,,,,,1481,1982,2648,406
"Hombres (040)",64080,2652,6281,7364,6872,11363,9826,14921,4801
"Sin nivel (041)",4247,2652,446,52,59,124,115,421,378
"Educación inicial (042)",1724,,1652,30,12,16,14,,
"Primaria (043)",19205,,4183,4421,529,1139,1511,4479,2943
"Secundaria (044)",27979,,,2861,5538,6681,5461,6444,994
"Superior no univ. incompleto (045)",2849,,,,402,990,652,734,71
"Superior no univ. completo (046)",2557,,,,,854,761,827,115
"Superior univ. incompleto (047)",2385,,,,332,935,422,631,65
"Superior univ. completo (048)",3134,,,,,624,890,1385,235
"Mujeres (050)",64911,2495,6125,7084,6791,11737,10756,15147,4776
"Sin nivel (051)",6622,2495,431,47,45,185,427,1692,1300
"Educación inicial (052)",1685,,1598,24,7,34,22,,
"Primaria (053)",20871,,4096,4227,496,1549,2329,5618,2556
"Secundaria (054)",23701,,,2786,5244,5797,4648,4669,557
"Superior no univ. incompleto (055)",2876,,,,553,1120,632,516,55
"Superior no univ. completo (056)",3421,,,,,1175,1168,977,101
"Superior univ. incompleto (057)",2352,,,,446,1020,438,412,36
"Superior univ. completo (058)",3383,,,,,857,1092,1263,171
,,,,,,,,,
"RURAL (060)",26696,1046,2371,2635,2572,5310,4293,6104,2365
"Sin nivel (061)",3748,1046,225,28,48,150,466,1052,733
"Educación inicial (062)",665,,619,18,3,11,14,,
"Primaria (063)",9468,,1527,1687,345,1049,1221,2407,1232
"Secundaria (064)",9479,,,902,1887,2900,1756,1778,256
"Superior no univ. incompleto (065)",976,,,,198,415,182,164,17
"Superior no univ. completo (066)",955,,,,,361,294,262,38
"Superior univ. incompleto (067)",694,,,,91,275,142,160,26
"Superior univ. completo (068)",711,,,,,149,218,281,63
"Hombres (070)",14680,515,1226,1381,1389,3023,2467,3423,1256
"Sin nivel (071)",1448,515,115,13,19,53,169,324,240
"Educación inicial (072)",329,,310,8,,4,7,,
"Primaria (073)",5087,,801,881,171,509,644,1346,735
"Secundaria (074)",5962,,,479,1070,1852,1170,1209,182
"Superior no univ. incompleto (075)",547,,,,89,227,114,108,9
"Superior no univ. completo (076)",491,,,,,160,150,154,27
"Superior univ. incompleto (077)",387,,,,40,145,85,103,14
"Superior univ. completo (078)",429,,,,,73,128,179,49
"Mujeres (080)",12016,531,1145,1254,1183,2287,1826,2681,1109
"Sin nivel (081)",2300,531,110,15,29,97,297,728,493
"Educación inicial (082)",336,,309,10,3,7,7,,
"Primaria (083)",4381,,726,806,174,540,577,1061,497
"Secundaria (084)",3517,,,423,817,1048,586,569,74
"Superior no univ. incompleto (085)",429,,,,109,188,68,56,8
"Superior no univ. completo (086)",464,,,,,201,144,108,11
"Superior univ. incompleto (087)",307,,,,51,130,57,57,12
"Superior univ. completo (088)",282,,,,,76,90,102,14
