"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUARAL (000)",155687,6193,14777,17083,16235,28410,24875,36172,11942
"Sin nivel (001)",14617,6193,1102,127,152,459,1008,3165,2411
"Educación inicial (002)",4074,,3869,72,22,61,50,,
"Primaria (003)",49544,,9806,10335,1370,3737,5061,12504,6731
"Secundaria (004)",61159,,,6549,12669,15378,11865,12891,1807
"Superior no univ. incompleto (005)",6701,,,,1153,2525,1466,1414,143
"Superior no univ. completo (006)",6933,,,,,2390,2223,2066,254
"Superior univ. incompleto (007)",5431,,,,869,2230,1002,1203,127
"Superior univ. completo (008)",7228,,,,,1630,2200,2929,469
"Hombres (010)",78760,3167,7507,8745,8261,14386,12293,18344,6057
"Sin nivel (011)",5695,3167,561,65,78,177,284,745,618
"Educación inicial (012)",2053,,1962,38,12,20,21,,
"Primaria (013)",24292,,4984,5302,700,1648,2155,5825,3678
"Secundaria (014)",33941,,,3340,6608,8533,6631,7653,1176
"Superior no univ. incompleto (015)",3396,,,,491,1217,766,842,80
"Superior no univ. completo (016)",3048,,,,,1014,911,981,142
"Superior univ. incompleto (017)",2772,,,,372,1080,507,734,79
"Superior univ. completo (018)",3563,,,,,697,1018,1564,284
"Mujeres (020)",76927,3026,7270,8338,7974,14024,12582,17828,5885
"Sin nivel (021)",8922,3026,541,62,74,282,724,2420,1793
"Educación inicial (022)",2021,,1907,34,10,41,29,,
"Primaria (023)",25252,,4822,5033,670,2089,2906,6679,3053
"Secundaria (024)",27218,,,3209,6061,6845,5234,5238,631
"Superior no univ. incompleto (025)",3305,,,,662,1308,700,572,63
"Superior no univ. completo (026)",3885,,,,,1376,1312,1085,112
"Superior univ. incompleto (027)",2659,,,,497,1150,495,469,48
"Superior univ. completo (028)",3665,,,,,933,1182,1365,185
,,,,,,,,,
"URBANA (030)",128991,5147,12406,14448,13663,23100,20582,30068,9577
"Sin nivel (031)",10869,5147,877,99,104,309,542,2113,1678
"Educación inicial (032)",3409,,3250,54,19,50,36,,
"Primaria (033)",40076,,8279,8648,1025,2688,3840,10097,5499
"Secundaria (034)",51680,,,5647,10782,12478,10109,11113,1551
