"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Admin.pub. y defensa; p. segur.soc.afil (015)",1928,47,136,152,648,62,,6,62,289,526,
"Enseñanza (016)",3734,74,3242,113,207,,,1,6,91,,
"Servicios sociales y de salud (017)",980,,312,500,59,43,,14,4,48,,
"Otras activ. serv.comun.soc y personales (018)",1672,5,139,390,81,288,,5,40,724,,
"Hogares privados con servicio doméstico (019)",1703,,,2,,,,,,1701,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,
"Actividad economica no especificada (021)",2466,2,56,113,296,,,1,4,3,,1991
"Hombres (022)",58997,97,2209,1672,930,3334,9537,4749,6974,27929,508,1058
"Agric., ganadería, caza y silvicultura (023)",32121,,87,70,14,,9083,15,105,22747,,
"Pesca (024)",1066,,1,5,,,454,1,3,602,,
"Explotación de minas y canteras (025)",195,1,2,3,,,,53,9,127,,
"Industrias manufactureras (026)",4322,,37,117,46,19,,3572,296,235,,
"Suministro de electricidad, gas y agua (027)",137,1,10,22,14,,,26,23,41,,
"Construcción (028)",3300,,82,94,13,,,188,1852,1071,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",4907,1,58,214,34,2675,,831,103,991,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",878,,20,34,7,111,,622,67,17,,
"Comercio al por mayor (031)",281,1,5,18,6,217,,1,10,23,,
"Comercio al por menor (032)",3748,,33,162,21,2347,,208,26,951,,
"Hoteles y restaurantes (033)",452,,11,44,16,235,,1,2,143,,
"Trans., almac. y comunicaciones (034)",5633,3,30,107,75,1,,25,4445,947,,
"Intermediación financiera (035)",89,,13,15,51,,,,,10,,
"Activid.inmobil., empres. y alquileres (036)",1090,1,262,263,86,234,,11,25,208,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1464,35,91,112,357,60,,6,60,235,508,
"Enseñanza (038)",1538,50,1259,63,83,,,1,6,76,,
"Servicios sociales y de salud (039)",324,,115,142,20,5,,13,4,25,,
"Otras activ. serv.comun.soc y personales (040)",1039,3,115,330,35,105,,5,37,409,,
"Hogares privados con servicio doméstico (041)",61,,,,,,,,,61,,
"Actividad economica no especificada (043)",1259,2,36,71,86,,,1,4,1,,1058
"Mujeres (044)",18492,40,2466,979,1089,4536,564,1460,132,6275,18,933
"Agric., ganadería, caza y silvicultura (045)",3121,,12,9,8,,559,1,1,2531,,
"Pesca (046)",9,,1,,,,5,,,3,,
"Explotación de minas y canteras (047)",12,,2,1,1,,,1,,7,,
"Industrias manufactureras (048)",1693,,18,40,46,12,,1433,51,93,,
"Suministro de electricidad, gas y agua (049)",20,,3,3,9,,,,,5,,
"Construcción (050)",62,,11,8,1,,,2,18,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",4654,1,29,142,77,3544,,16,2,843,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",64,,,5,7,45,,5,1,1,,
"Comercio al por mayor (053)",194,1,6,28,16,135,,1,1,6,,
"Comercio al por menor (054)",4396,,23,109,54,3364,,10,,836,,
"Hoteles y restaurantes (055)",1305,1,4,68,28,749,,1,,454,,
"Trans., almac. y comunicaciones (056)",326,,7,40,56,6,,4,50,163,,
"Intermediación financiera (057)",59,,5,16,36,,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",432,,105,100,116,2,,1,5,103,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",464,12,45,40,291,2,,,2,54,18,
"Enseñanza (060)",2196,24,1983,50,124,,,,,15,,
"Servicios sociales y de salud (061)",656,,197,358,39,38,,1,,23,,
"Otras activ. serv.comun.soc y personales (062)",633,2,24,60,46,183,,,3,315,,
"Hogares privados con servicio doméstico (063)",1642,,,2,,,,,,1640,,
"Organiz. y organos extraterritoriales (064)",1,,,,1,,,,,,,
"Actividad economica no especificada (065)",1207,,20,42,210,,,,,2,,933
,,,,,,,,,,,,
"URBANA (066)",40102,118,4284,2338,1865,6636,3074,3838,5061,10946,500,1442
"Agric., ganadería, caza y silvicultura (067)",7172,,81,60,17,,2654,13,56,4291,,
"Pesca (068)",842,,2,5,,,420,1,1,413,,
"Explotación de minas y canteras (069)",106,1,4,3,1,,,44,3,50,,
"Industrias manufactureras (070)",3658,,50,143,87,26,,2856,269,227,,
"Suministro de electricidad, gas y agua (071)",132,1,13,23,23,,,25,21,26,,
"Construcción (072)",2701,,91,99,11,,,160,1490,850,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",7860,1,85,340,104,5254,,679,71,1326,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",742,,20,38,13,130,,487,40,14,,
"Comercio al por mayor (075)",394,1,11,43,20,286,,2,9,22,,
"Comercio al por menor (076)",6724,,54,259,71,4838,,190,22,1290,,
"Hoteles y restaurantes (077)",1531,1,15,90,43,859,,2,2,519,,
"Trans., almac. y comunicaciones (078)",4220,3,37,135,124,7,,25,3028,861,,
"Intermediación financiera (079)",142,,16,31,85,,,,,10,,
"Activid.inmobil., empres. y alquileres (080)",1346,1,351,335,192,173,,11,26,257,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1752,35,133,134,582,59,,4,50,255,500,
"Enseñanza (082)",3401,70,2932,113,200,,,1,5,80,,
"Servicios sociales y de salud (083)",823,,288,391,56,35,,11,3,39,,
"Otras activ. serv.comun.soc y personales (084)",1382,3,130,335,74,223,,5,33,579,,
"Hogares privados con servicio doméstico (085)",1161,,,1,,,,,,1160,,
"Organiz. y organos extraterritoriales (086)",1,,,,1,,,,,,,
"Actividad economica no especificada (087)",1872,2,56,100,265,,,1,3,3,,1442
"Hombres (088)",26743,85,2012,1475,850,2737,2887,2916,4950,7495,482,854
"Agric., ganadería, caza y silvicultura (089)",6412,,71,52,9,,2471,12,56,3741,,
"Pesca (090)",834,,1,5,,,416,1,1,410,,
"Explotación de minas y canteras (091)",97,1,2,2,,,,43,3,46,,
"Industrias manufactureras (092)",2533,,32,106,44,16,,1961,224,150,,
"Suministro de electricidad, gas y agua (093)",114,1,10,20,14,,,25,21,23,,
"Construcción (094)",2648,,80,91,10,,,158,1478,831,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3855,,56,204,30,2204,,663,69,629,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",685,,20,33,6,92,,482,39,13,,
"Comercio al por mayor (097)",227,,5,17,6,174,,1,8,16,,
"Comercio al por menor (098)",2943,,31,154,18,1938,,180,22,600,,
"Hoteles y restaurantes (099)",399,,11,39,16,206,,1,2,124,,
"Trans., almac. y comunicaciones (100)",3916,3,30,99,71,1,,21,2984,707,,
"Intermediación financiera (101)",84,,11,15,50,,,,,8,,
"Activid.inmobil., empres. y alquileres (102)",944,1,252,241,82,171,,10,21,166,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1330,28,89,95,322,57,,4,49,204,482,
"Enseñanza (104)",1383,47,1120,63,80,,,1,5,67,,
"Servicios sociales y de salud (105)",258,,103,99,19,5,,10,3,19,,
"Otras activ. serv.comun.soc y personales (106)",858,2,108,281,31,77,,5,31,323,,
"Hogares privados con servicio doméstico (107)",46,,,,,,,,,46,,
"Actividad economica no especificada (109)",1032,2,36,63,72,,,1,3,1,,854
"Mujeres (110)",13359,33,2272,863,1015,3899,187,922,111,3451,18,588
"Agric., ganadería, caza y silvicultura (111)",760,,10,8,8,,183,1,,550,,
"Pesca (112)",8,,1,,,,4,,,3,,
"Explotación de minas y canteras (113)",9,,2,1,1,,,1,,4,,
"Industrias manufactureras (114)",1125,,18,37,43,10,,895,45,77,,
"Suministro de electricidad, gas y agua (115)",18,,3,3,9,,,,,3,,
"Construcción (116)",53,,11,8,1,,,2,12,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",4005,1,29,136,74,3050,,16,2,697,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",57,,,5,7,38,,5,1,1,,
"Comercio al por mayor (119)",167,1,6,26,14,112,,1,1,6,,
"Comercio al por menor (120)",3781,,23,105,53,2900,,10,,690,,
"Hoteles y restaurantes (121)",1132,1,4,51,27,653,,1,,395,,
"Trans., almac. y comunicaciones (122)",304,,7,36,53,6,,4,44,154,,
"Intermediación financiera (123)",58,,5,16,35,,,,,2,,
"Activid.inmobil., empres. y alquileres (124)",402,,99,94,110,2,,1,5,91,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",422,7,44,39,260,2,,,1,51,18,
"Enseñanza (126)",2018,23,1812,50,120,,,,,13,,
"Servicios sociales y de salud (127)",565,,185,292,37,30,,1,,20,,
"Otras activ. serv.comun.soc y personales (128)",524,1,22,54,43,146,,,2,256,,
"Hogares privados con servicio doméstico (129)",1115,,,1,,,,,,1114,,
"Organiz. y organos extraterritoriales (130)",1,,,,1,,,,,,,
"Actividad economica no especificada (131)",840,,20,37,193,,,,,2,,588
,,,,,,,,,,,,
"RURAL (132)",37387,19,391,313,154,1234,7027,2371,2045,23258,26,549
"Agric., ganadería, caza y silvicultura (133)",28070,,18,19,5,,6988,3,50,20987,,
"Pesca (134)",233,,,,,,39,,2,192,,
"Explotación de minas y canteras (135)",101,,,1,,,,10,6,84,,
"Industrias manufactureras (136)",2357,,5,14,5,5,,2149,78,101,,
"Suministro de electricidad, gas y agua (137)",25,,,2,,,,1,2,20,,
"Construcción (138)",661,,2,3,3,,,30,380,243,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1701,1,2,16,7,965,,168,34,508,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",200,,,1,1,26,,140,28,4,,
"Comercio al por mayor (141)",81,1,,3,2,66,,,2,7,,
"Comercio al por menor (142)",1420,,2,12,4,873,,28,4,497,,
"Hoteles y restaurantes (143)",226,,,22,1,125,,,,78,,
"Trans., almac. y comunicaciones (144)",1739,,,12,7,,,4,1467,249,,
"Intermediación financiera (145)",6,,2,,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (146)",176,,16,28,10,63,,1,4,54,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",176,12,3,18,66,3,,2,12,34,26,
"Enseñanza (148)",333,4,310,,7,,,,1,11,,
"Servicios sociales y de salud (149)",157,,24,109,3,8,,3,1,9,,
"Otras activ. serv.comun.soc y personales (150)",290,2,9,55,7,65,,,7,145,,
"Hogares privados con servicio doméstico (151)",542,,,1,,,,,,541,,
"Actividad economica no especificada (153)",594,,,13,31,,,,1,,,549
"Hombres (154)",32254,12,197,197,80,597,6650,1833,2024,20434,26,204
"Agric., ganadería, caza y silvicultura (155)",25709,,16,18,5,,6612,3,49,19006,,
"Pesca (156)",232,,,,,,38,,2,192,,
"Explotación de minas y canteras (157)",98,,,1,,,,10,6,81,,
"Industrias manufactureras (158)",1789,,5,11,2,3,,1611,72,85,,
"Suministro de electricidad, gas y agua (159)",23,,,2,,,,1,2,18,,
"Construcción (160)",652,,2,3,3,,,30,374,240,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",1052,1,2,10,4,471,,168,34,362,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",193,,,1,1,19,,140,28,4,,
"Comercio al por mayor (163)",54,1,,1,,43,,,2,7,,
"Comercio al por menor (164)",805,,2,8,3,409,,28,4,351,,
"Hoteles y restaurantes (165)",53,,,5,,29,,,,19,,
"Trans., almac. y comunicaciones (166)",1717,,,8,4,,,4,1461,240,,
"Intermediación financiera (167)",5,,2,,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (168)",146,,10,22,4,63,,1,4,42,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",134,7,2,17,35,3,,2,11,31,26,
"Enseñanza (170)",155,3,139,,3,,,,1,9,,
"Servicios sociales y de salud (171)",66,,12,43,1,,,3,1,6,,
"Otras activ. serv.comun.soc y personales (172)",181,1,7,49,4,28,,,6,86,,
"Hogares privados con servicio doméstico (173)",15,,,,,,,,,15,,
"Actividad economica no especificada (175)",227,,,8,14,,,,1,,,204
"Mujeres (176)",5133,7,194,116,74,637,377,538,21,2824,,345
"Agric., ganadería, caza y silvicultura (177)",2361,,2,1,,,376,,1,1981,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",3,,,,,,,,,3,,
"Industrias manufactureras (180)",568,,,3,3,2,,538,6,16,,
"Suministro de electricidad, gas y agua (181)",2,,,,,,,,,2,,
"Construcción (182)",9,,,,,,,,6,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",649,,,6,3,494,,,,146,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",7,,,,,7,,,,,,
"Comercio al por mayor (185)",27,,,2,2,23,,,,,,
"Comercio al por menor (186)",615,,,4,1,464,,,,146,,
"Hoteles y restaurantes (187)",173,,,17,1,96,,,,59,,
"Trans., almac. y comunicaciones (188)",22,,,4,3,,,,6,9,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",30,,6,6,6,,,,,12,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",42,5,1,1,31,,,,1,3,,
"Enseñanza (192)",178,1,171,,4,,,,,2,,
"Servicios sociales y de salud (193)",91,,12,66,2,8,,,,3,,
"Otras activ. serv.comun.soc y personales (194)",109,1,2,6,3,37,,,1,59,,
"Hogares privados con servicio doméstico (195)",527,,,1,,,,,,526,,
"Actividad economica no especificada (197)",367,,,5,17,,,,,,,345
