"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",8850,64,3397,3490,1728,171
"Obreros construc., conf., papel, fab., instr. (032)",1276,10,440,514,278,34
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",31438,733,12568,10050,7119,968
"Otra (034)",127,,47,52,28,
"Ocupación no especificada (035)",2550,7,894,925,599,125
,,,,,,
"URBANA (036)",309049,3154,107167,112244,75680,10804
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",983,,70,389,466,58
"Profes., científicos e intelectuales (038)",40066,,9541,18194,11325,1006
"Técnicos de nivel medio y trab. asimilados (039)",23233,12,8080,9073,5538,530
"Jefes y empleados de oficina (040)",18083,,7753,6497,3664,169
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",62007,545,20356,21746,16512,2848
"Agricult. trabaj. calif.agrop. y pesqueros (042)",4656,26,1070,1366,1596,598
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",45303,548,18837,15385,9225,1308
"Obreros construc., conf., papel, fab., instr. (044)",41726,99,12454,16575,11059,1539
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",65623,1899,26732,20209,14305,2478
"Otra (046)",1791,,230,848,709,4
"Ocupación no especificada (047)",5578,25,2044,1962,1281,266
"Hombres (048)",191548,2113,65396,68380,47955,7704
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",667,,41,246,336,44
"Profes., científicos e intelectuales (050)",19815,,3948,8599,6432,836
"Técnicos de nivel medio y trab. asimilados (051)",14444,6,4708,5665,3654,411
"Jefes y empleados de oficina (052)",8889,,3403,3240,2119,127
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",27100,304,9124,9267,7003,1402
"Agricult. trabaj. calif.agrop. y pesqueros (054)",4032,19,904,1160,1399,550
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",36540,484,15475,11935,7508,1138
"Obreros construc., conf., papel, fab., instr. (056)",40467,89,12018,16066,10788,1506
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",34849,1193,14429,10352,7334,1541
"Otra (058)",1666,,184,797,681,4
"Ocupación no especificada (059)",3079,18,1162,1053,701,145
"Mujeres (060)",117501,1041,41771,43864,27725,3100
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",316,,29,143,130,14
"Profes., científicos e intelectuales (062)",20251,,5593,9595,4893,170
"Técnicos de nivel medio y trab. asimilados (063)",8789,6,3372,3408,1884,119
"Jefes y empleados de oficina (064)",9194,,4350,3257,1545,42
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",34907,241,11232,12479,9509,1446
"Agricult. trabaj. calif.agrop. y pesqueros (066)",624,7,166,206,197,48
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",8763,64,3362,3450,1717,170
"Obreros construc., conf., papel, fab., instr. (068)",1259,10,436,509,271,33
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",30774,706,12303,9857,6971,937
"Otra (070)",125,,46,51,28,
"Ocupación no especificada (071)",2499,7,882,909,580,121
,,,,,,
"RURAL (072)",7180,154,2503,2325,1686,512
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",7,,3,3,,1
"Profes., científicos e intelectuales (074)",145,,42,68,34,1
"Técnicos de nivel medio y trab. asimilados (075)",119,,48,47,20,4
"Jefes y empleados de oficina (076)",101,,51,36,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",593,5,184,223,150,31
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2264,15,474,714,737,324
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",521,6,231,175,97,12
"Obreros construc., conf., papel, fab., instr. (080)",640,1,208,260,158,13
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2686,127,1238,765,439,117
"Otra (082)",13,,1,6,6,
"Ocupación no especificada (083)",91,,23,28,31,9
"Hombres (084)",5649,121,1950,1817,1324,437
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",3,,1,1,,1
"Profes., científicos e intelectuales (086)",63,,10,32,21,
"Técnicos de nivel medio y trab. asimilados (087)",79,,30,29,16,4
"Jefes y empleados de oficina (088)",47,,17,21,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",204,2,65,82,43,12
"Agricult. trabaj. calif.agrop. y pesqueros (090)",2123,12,443,673,689,306
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",434,6,196,135,86,11
"Obreros construc., conf., papel, fab., instr. (092)",623,1,204,255,151,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2022,100,973,572,291,86
"Otra (094)",11,,,5,6,
"Ocupación no especificada (095)",40,,11,12,12,5
"Mujeres (096)",1531,33,553,508,362,75
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",4,,2,2,,
"Profes., científicos e intelectuales (098)",82,,32,36,13,1
"Técnicos de nivel medio y trab. asimilados (099)",40,,18,18,4,
"Jefes y empleados de oficina (100)",54,,34,15,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",389,3,119,141,107,19
"Agricult. trabaj. calif.agrop. y pesqueros (102)",141,3,31,41,48,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",87,,35,40,11,1
"Obreros construc., conf., papel, fab., instr. (104)",17,,4,5,7,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",664,27,265,193,148,31
"Otra (106)",2,,1,1,,
"Ocupación no especificada (107)",51,,12,16,19,4
