"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SAN ROMAN (000)",240776,238598,1114,1064
"Hombres (001)",118151,117089,500,562
"Mujeres (002)",122625,121509,614,502
"Menores de 1 año (003)",4074,3442,465,167
"Hombres (004)",2074,1762,232,80
"Mujeres (005)",2000,1680,233,87
"De 1 a 5 años (006)",23601,22277,448,876
"Hombres (007)",11916,11212,229,475
"Mujeres (008)",11685,11065,219,401
"De 6 a 14 años (009)",48189,48164,14,11
"Hombres (010)",24537,24526,6,5
"Mujeres (011)",23652,23638,8,6
"De 15 a 29 años (012)",74137,74132,5,
"Hombres (013)",36248,36245,3,
"Mujeres (014)",37889,37887,2,
"De 30 a 44 años (015)",50383,50376,6,1
"Hombres (016)",23666,23665,1,
"Mujeres (017)",26717,26711,5,1
"De 45 a 64 años (018)",31129,31103,24,2
"Hombres (019)",15368,15364,4,
"Mujeres (020)",15761,15739,20,2
"De 65 a más años (021)",9263,9104,152,7
"Hombres (022)",4342,4315,25,2
"Mujeres (023)",4921,4789,127,5
,,,,
"URBANA (024)",220610,218613,980,1017
"Hombres (025)",108505,107522,439,544
"Mujeres (026)",112105,111091,541,473
"Menores de 1 año (027)",3724,3150,417,157
"Hombres (028)",1884,1603,204,77
"Mujeres (029)",1840,1547,213,80
"De 1 a 5 años (030)",21542,20278,424,840
"Hombres (031)",10885,10211,214,460
"Mujeres (032)",10657,10067,210,380
"De 6 a 14 años (033)",43943,43922,11,10
"Hombres (034)",22364,22354,5,5
"Mujeres (035)",21579,21568,6,5
"De 15 a 29 años (036)",69344,69342,2,
"Hombres (037)",33922,33922,,
"Mujeres (038)",35422,35420,2,
"De 30 a 44 años (039)",47217,47210,6,1
"Hombres (040)",22234,22233,1,
"Mujeres (041)",24983,24977,5,1
"De 45 a 64 años (042)",27751,27731,18,2
"Hombres (043)",13860,13857,3,
"Mujeres (044)",13891,13874,15,2
"De 65 a más años (045)",7089,6980,102,7
"Hombres (046)",3356,3342,12,2
"Mujeres (047)",3733,3638,90,5
,,,,
"RURAL (048)",20166,19985,134,47
"Hombres (049)",9646,9567,61,18
"Mujeres (050)",10520,10418,73,29
"Menores de 1 año (051)",350,292,48,10
"Hombres (052)",190,159,28,3
"Mujeres (053)",160,133,20,7
"De 1 a 5 años (054)",2059,1999,24,36
"Hombres (055)",1031,1001,15,15
"Mujeres (056)",1028,998,9,21
"De 6 a 14 años (057)",4246,4242,3,1
"Hombres (058)",2173,2172,1,
"Mujeres (059)",2073,2070,2,1
"De 15 a 29 años (060)",4793,4790,3,
"Hombres (061)",2326,2323,3,
"Mujeres (062)",2467,2467,,
"De 30 a 44 años (063)",3166,3166,,
"Hombres (064)",1432,1432,,
"Mujeres (065)",1734,1734,,
"De 45 a 64 años (066)",3378,3372,6,
"Hombres (067)",1508,1507,1,
"Mujeres (068)",1870,1865,5,
"De 65 a más años (069)",2174,2124,50,
"Hombres (070)",986,973,13,
"Mujeres (071)",1188,1151,37,
