"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CONTUMAZA (000)",8542,105,355,719,1124,1713,2839,1687
"De 12 a 14 años (001)",8,,,,,,1,7
"De 15 a 19 años (002)",217,,,,,,147,70
"De 20 a 24 años (003)",793,,,,,2,525,266
"De 25 a 29 años (004)",886,,,,,58,601,227
"De 30 a 34 años (005)",1007,,,,,170,642,195
"De 35 a 39 años (006)",949,,,,7,284,501,157
"De 40 a 44 años (007)",848,,,,62,378,287,121
"De 45 a 49 años (008)",798,,,5,170,407,111,105
"De 50 y más años (009)",3036,105,355,714,885,414,24,539
"Sin nivel (010)",1191,41,127,198,184,183,212,246
"De 15 a 19 años (012)",6,,,,,,5,1
"De 20 a 24 años (013)",49,,,,,,34,15
"De 25 a 29 años (014)",52,,,,,1,37,14
"De 30 a 34 años (015)",64,,,,,7,45,12
"De 35 a 39 años (016)",68,,,,1,20,33,14
"De 40 a 44 años (017)",78,,,,1,31,34,12
"De 45 a 49 años (018)",83,,,,10,43,18,12
"De 50 y más años (019)",791,41,127,198,172,81,6,166
"Educacion Inicial (020)",7,,,,,,5,2
"De 20 a 24 años (023)",2,,,,,,,2
"De 25 a 29 años (024)",1,,,,,,1,
"De 30 a 34 años (025)",3,,,,,,3,
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",4793,63,216,469,731,971,1536,807
"De 12 a 14 años (031)",5,,,,,,1,4
"De 15 a 19 años (032)",114,,,,,,83,31
"De 20 a 24 años (033)",428,,,,,2,308,118
"De 25 a 29 años (034)",439,,,,,29,324,86
"De 30 a 34 años (035)",459,,,,,82,301,76
"De 35 a 39 años (036)",465,,,,4,148,254,59
"De 40 a 44 años (037)",490,,,,41,207,178,64
"De 45 a 49 años (038)",466,,,4,101,232,72,57
"De 50 y más años (039)",1927,63,216,465,585,271,15,312
"Secundaria (040)",1458,1,6,34,130,331,656,300
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",89,,,,,,53,36
"De 20 a 24 años (043)",207,,,,,,142,65
"De 25 a 29 años (044)",225,,,,,19,151,55
"De 30 a 34 años (045)",250,,,,,53,163,34
"De 35 a 39 años (046)",223,,,,1,76,110,36
"De 40 a 44 años (047)",138,,,,14,76,24,24
"De 45 a 49 años (048)",137,,,,44,69,11,13
"De 50 y más años (049)",186,1,6,34,71,38,2,34
"Sup. no Univ. incompleta (050)",168,,2,3,9,24,80,50
"De 15 a 19 años (052)",7,,,,,,5,2
"De 20 a 24 años (053)",40,,,,,,18,22
"De 25 a 29 años (054)",29,,,,,2,17,10
