"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,,,,,
"URBANA (036)",2688,42,734,1056,683,173
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",23,,2,12,9,
"Profes., científicos e intelectuales (038)",655,,120,349,184,2
"Técnicos de nivel medio y trab. asimilados (039)",110,,31,57,19,3
"Jefes y empleados de oficina (040)",142,,59,58,22,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",226,2,54,85,67,18
"Agricult. trabaj. calif.agrop. y pesqueros (042)",477,,92,150,150,85
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",126,1,38,45,36,6
"Obreros construc., conf., papel, fab., instr. (044)",150,,44,66,35,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",694,39,266,204,144,41
"Otra (046)",14,,3,10,1,
"Ocupación no especificada (047)",71,,25,20,16,10
"Hombres (048)",1634,30,442,598,447,117
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",19,,1,9,9,
"Profes., científicos e intelectuales (050)",356,,53,178,124,1
"Técnicos de nivel medio y trab. asimilados (051)",78,,24,36,15,3
"Jefes y empleados de oficina (052)",77,,26,33,16,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",82,,19,27,29,7
"Agricult. trabaj. calif.agrop. y pesqueros (054)",338,,64,92,110,72
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",110,,30,42,32,6
"Obreros construc., conf., papel, fab., instr. (056)",149,,44,66,35,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",378,30,165,95,69,19
"Otra (058)",14,,3,10,1,
"Ocupación no especificada (059)",33,,13,10,7,3
"Mujeres (060)",1054,12,292,458,236,56
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",4,,1,3,,
"Profes., científicos e intelectuales (062)",299,,67,171,60,1
"Técnicos de nivel medio y trab. asimilados (063)",32,,7,21,4,
"Jefes y empleados de oficina (064)",65,,33,25,6,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",144,2,35,58,38,11
"Agricult. trabaj. calif.agrop. y pesqueros (066)",139,,28,58,40,13
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",16,1,8,3,4,
"Obreros construc., conf., papel, fab., instr. (068)",1,,,,,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",316,9,101,109,75,22
"Ocupación no especificada (071)",38,,12,10,9,7
,,,,,,
"RURAL (072)",5600,85,1599,1757,1509,650
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",15,,2,9,4,
"Profes., científicos e intelectuales (074)",161,,33,86,42,
"Técnicos de nivel medio y trab. asimilados (075)",13,,3,9,1,
"Jefes y empleados de oficina (076)",39,,13,18,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",84,1,24,30,21,8
"Agricult. trabaj. calif.agrop. y pesqueros (078)",3014,8,611,968,958,469
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",69,,21,18,25,5
"Obreros construc., conf., papel, fab., instr. (080)",70,,17,31,20,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2026,76,847,555,398,150
"Ocupación no especificada (083)",109,,28,33,32,16
"Hombres (084)",4048,56,1119,1268,1124,481
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",13,,2,8,3,
"Profes., científicos e intelectuales (086)",104,,18,53,33,
"Técnicos de nivel medio y trab. asimilados (087)",7,,,7,,
"Jefes y empleados de oficina (088)",32,,10,15,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",38,,9,15,11,3
"Agricult. trabaj. calif.agrop. y pesqueros (090)",2547,7,506,831,819,384
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",62,,20,16,22,4
"Obreros construc., conf., papel, fab., instr. (092)",70,,17,31,20,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1150,49,530,284,202,85
"Ocupación no especificada (095)",25,,7,8,7,3
"Mujeres (096)",1552,29,480,489,385,169
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,,1,1,
"Profes., científicos e intelectuales (098)",57,,15,33,9,
"Técnicos de nivel medio y trab. asimilados (099)",6,,3,2,1,
"Jefes y empleados de oficina (100)",7,,3,3,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",46,1,15,15,10,5
"Agricult. trabaj. calif.agrop. y pesqueros (102)",467,1,105,137,139,85
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",7,,1,2,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",876,27,317,271,196,65
"Ocupación no especificada (107)",84,,21,25,25,13
