"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",165,112,34,16,3
,,,,,
"URBANA (036)",4643,3077,528,558,480
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",31,,2,7,22
"Profes., científicos e intelectuales (038)",638,162,163,229,84
"Técnicos de nivel medio y trab. asimilados (039)",166,49,21,29,67
"Jefes y empleados de oficina (040)",159,10,6,30,113
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",273,248,13,6,6
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1105,1055,49,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",113,87,11,10,5
"Obreros construc.,conf.,papel, fab., instr. (044)",277,125,44,62,46
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1617,1206,178,146,87
"Otra (046)",45,,,,45
"Ocupación no especificada (047)",219,135,41,38,5
"Hombres (048)",3016,1909,347,393,367
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",27,,2,6,19
"Profes., científicos e intelectuales (050)",314,57,78,124,55
"Técnicos de nivel medio y trab. asimilados (051)",115,32,16,23,44
"Jefes y empleados de oficina (052)",95,5,1,15,74
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",92,80,4,3,5
"Agricult.trabaj.calif.agrop.y pesqueros (054)",911,868,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",84,65,8,6,5
"Obreros construc.,conf.,papel, fab., instr. (056)",269,122,43,61,43
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",935,612,128,123,72
"Otra (058)",45,,,,45
"Ocupación no especificada (059)",129,68,24,32,5
"Mujeres (060)",1627,1168,181,165,113
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,,1,3
"Profes., científicos e intelectuales (062)",324,105,85,105,29
"Técnicos de nivel medio y trab. asimilados (063)",51,17,5,6,23
"Jefes y empleados de oficina (064)",64,5,5,15,39
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",181,168,9,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",194,187,6,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",29,22,3,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",8,3,1,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",682,594,50,23,15
"Ocupación no especificada (071)",90,67,17,6,
,,,,,
"RURAL (072)",5558,3854,498,467,739
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,,4,4,5
"Profes., científicos e intelectuales (074)",281,92,87,66,36
"Técnicos de nivel medio y trab. asimilados (075)",162,28,17,8,109
"Jefes y empleados de oficina (076)",85,10,7,11,57
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",158,118,12,11,17
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1854,1811,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",292,77,7,19,189
"Obreros construc.,conf.,papel, fab., instr. (080)",393,98,56,89,150
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2055,1501,203,202,149
"Otra (082)",14,,,,14
"Ocupación no especificada (083)",251,119,62,57,13
"Hombres (084)",4092,2682,360,379,671
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,,4,3,3
"Profes., científicos e intelectuales (086)",144,33,40,40,31
"Técnicos de nivel medio y trab. asimilados (087)",138,19,13,7,99
"Jefes y empleados de oficina (088)",50,5,3,7,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",82,48,11,6,17
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1577,1538,39,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",267,55,6,18,188
"Obreros construc.,conf.,papel, fab., instr. (092)",387,98,55,86,148
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1248,812,144,165,127
"Otra (094)",13,,,,13
"Ocupación no especificada (095)",176,74,45,47,10
"Mujeres (096)",1466,1172,138,88,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,1,2
"Profes., científicos e intelectuales (098)",137,59,47,26,5
"Técnicos de nivel medio y trab. asimilados (099)",24,9,4,1,10
"Jefes y empleados de oficina (100)",35,5,4,4,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",76,70,1,5,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",277,273,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",25,22,1,1,1
"Obreros construc.,conf.,papel, fab., instr. (104)",6,,1,3,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",807,689,59,37,22
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",75,45,17,10,3
