"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",382,356,20,4,2
,,,,,
"URBANA (036)",5769,4263,564,459,483
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",20,,2,1,17
"Profes., científicos e intelectuales (038)",896,196,168,309,223
"Técnicos de nivel medio y trab. asimilados (039)",159,84,19,18,38
"Jefes y empleados de oficina (040)",131,18,3,10,100
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",834,795,31,5,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1246,1154,92,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",419,357,40,16,6
"Obreros construc.,conf.,papel, fab., instr. (044)",364,258,67,20,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1456,1219,122,63,52
"Otra (046)",21,,,,21
"Ocupación no especificada (047)",223,182,20,17,4
"Hombres (048)",3488,2438,391,317,342
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,,1,1,13
"Profes., científicos e intelectuales (050)",563,132,101,184,146
"Técnicos de nivel medio y trab. asimilados (051)",103,58,14,14,17
"Jefes y empleados de oficina (052)",89,9,2,7,71
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",236,214,16,3,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",946,881,65,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",317,261,34,16,6
"Obreros construc.,conf.,papel, fab., instr. (056)",348,244,65,20,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",728,548,79,57,44
"Otra (058)",21,,,,21
"Ocupación no especificada (059)",122,91,14,15,2
"Mujeres (060)",2281,1825,173,142,141
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,1,,4
"Profes., científicos e intelectuales (062)",333,64,67,125,77
"Técnicos de nivel medio y trab. asimilados (063)",56,26,5,4,21
"Jefes y empleados de oficina (064)",42,9,1,3,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",598,581,15,2,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",300,273,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",102,96,6,,
"Obreros construc.,conf.,papel, fab., instr. (068)",16,14,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",728,671,43,6,8
"Ocupación no especificada (071)",101,91,6,2,2
,,,,,
"RURAL (072)",17350,15922,1015,193,220
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,,2,1,12
"Profes., científicos e intelectuales (074)",251,79,83,67,22
"Técnicos de nivel medio y trab. asimilados (075)",38,28,1,1,8
"Jefes y empleados de oficina (076)",37,4,4,2,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",226,217,3,1,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",9019,8520,496,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",561,503,35,22,1
"Obreros construc.,conf.,papel, fab., instr. (080)",412,332,49,10,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6378,5854,319,84,121
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",412,385,23,4,
"Hombres (084)",10878,9783,762,148,185
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,,1,1,11
"Profes., científicos e intelectuales (086)",162,54,52,47,9
"Técnicos de nivel medio y trab. asimilados (087)",23,20,1,1,1
"Jefes y empleados de oficina (088)",30,3,4,,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",102,98,1,,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7273,6814,457,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",305,258,28,18,1
"Obreros construc.,conf.,papel, fab., instr. (092)",385,307,48,10,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2453,2109,161,68,115
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",131,120,9,2,
"Mujeres (096)",6472,6139,253,45,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,1,,1
"Profes., científicos e intelectuales (098)",89,25,31,20,13
"Técnicos de nivel medio y trab. asimilados (099)",15,8,,,7
"Jefes y empleados de oficina (100)",7,1,,2,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",124,119,2,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1746,1706,39,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",256,245,7,4,
"Obreros construc.,conf.,papel, fab., instr. (104)",27,25,1,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3925,3745,158,16,6
"Ocupación no especificada (107)",281,265,14,2,
