"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CAMANA (000)",22077,52,1372,876,674,3077,2198,3085,1980,8110,263,390
"Agric., ganadería, caza y silvicultura (001)",6440,,11,28,5,,1781,4,76,4535,,
"Pesca (002)",1020,,3,6,5,,417,5,15,569,,
"Explotación de minas y canteras (003)",2195,,4,4,3,2,,2126,8,48,,
"Industrias manufactureras (004)",772,,10,40,17,26,,565,82,32,,
"Suministro de electricidad, gas y agua (005)",44,,2,6,5,,,7,13,11,,
"Construcción (006)",962,,9,20,2,,,54,602,275,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3474,2,32,156,29,2261,,303,40,651,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",353,,6,23,5,70,,223,15,11,,
"Comercio al por mayor (009)",184,1,2,34,5,116,,,5,21,,
"Comercio al por menor (010)",2937,1,24,99,19,2075,,80,20,619,,
"Hoteles y restaurantes (011)",1001,,11,39,41,547,,1,1,361,,
"Trans., almac. y comunicaciones (012)",1667,1,4,57,51,2,,4,1072,476,,
"Intermediación financiera (013)",83,,3,17,58,,,,,5,,
"Activid.inmobil., empres. y alquileres (014)",640,1,102,153,117,96,,4,29,138,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",730,22,42,66,188,28,,2,18,101,263,
"Enseñanza (016)",1081,26,988,7,40,,,,1,19,,
"Servicios sociales y de salud (017)",376,,130,159,23,20,,2,3,39,,
"Otras activ. serv.comun.soc y personales (018)",705,,20,108,51,94,,8,20,404,,
"Hogares privados con servicio doméstico (019)",447,,,1,,1,,,,445,,
"Actividad economica no especificada (021)",440,,1,9,39,,,,,1,,390
"Hombres (022)",14828,26,579,525,292,1132,1982,2770,1923,5204,234,161
"Agric., ganadería, caza y silvicultura (023)",4776,,11,25,1,,1568,4,76,3091,,
"Pesca (024)",1004,,3,6,4,,414,5,14,558,,
"Explotación de minas y canteras (025)",2040,,4,3,3,2,,1978,8,42,,
"Industrias manufactureras (026)",556,,10,26,12,11,,411,61,25,,
"Suministro de electricidad, gas y agua (027)",40,,2,6,2,,,7,13,10,,
"Construcción (028)",931,,7,20,,,,54,593,257,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1526,1,18,108,7,800,,291,38,263,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",321,,4,19,1,57,,217,14,9,,
"Comercio al por mayor (031)",116,,2,29,2,62,,,5,16,,
"Comercio al por menor (032)",1089,1,12,60,4,681,,74,19,238,,
"Hoteles y restaurantes (033)",318,,10,22,20,178,,1,1,86,,
"Trans., almac. y comunicaciones (034)",1521,1,2,33,22,2,,3,1055,403,,
"Intermediación financiera (035)",46,,3,9,32,,,,,2,,
"Activid.inmobil., empres. y alquileres (036)",447,1,74,105,46,93,,4,26,98,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",511,13,23,42,92,25,,2,15,65,234,
"Enseñanza (038)",374,10,333,5,16,,,,1,9,,
"Servicios sociales y de salud (039)",120,,63,35,9,2,,2,3,6,,
"Otras activ. serv.comun.soc y personales (040)",394,,16,73,14,19,,8,19,245,,
"Hogares privados con servicio doméstico (041)",44,,,,,,,,,44,,
"Actividad economica no especificada (043)",180,,,7,12,,,,,,,161
"Mujeres (044)",7249,26,793,351,382,1945,216,315,57,2906,29,229
"Agric., ganadería, caza y silvicultura (045)",1664,,,3,4,,213,,,1444,,
"Pesca (046)",16,,,,1,,3,,1,11,,
"Explotación de minas y canteras (047)",155,,,1,,,,148,,6,,
"Industrias manufactureras (048)",216,,,14,5,15,,154,21,7,,
"Suministro de electricidad, gas y agua (049)",4,,,,3,,,,,1,,
"Construcción (050)",31,,2,,2,,,,9,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1948,1,14,48,22,1461,,12,2,388,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",32,,2,4,4,13,,6,1,2,,
"Comercio al por mayor (053)",68,1,,5,3,54,,,,5,,
"Comercio al por menor (054)",1848,,12,39,15,1394,,6,1,381,,
"Hoteles y restaurantes (055)",683,,1,17,21,369,,,,275,,
"Trans., almac. y comunicaciones (056)",146,,2,24,29,,,1,17,73,,
"Intermediación financiera (057)",37,,,8,26,,,,,3,,
"Activid.inmobil., empres. y alquileres (058)",193,,28,48,71,3,,,3,40,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",219,9,19,24,96,3,,,3,36,29,
"Enseñanza (060)",707,16,655,2,24,,,,,10,,
"Servicios sociales y de salud (061)",256,,67,124,14,18,,,,33,,
"Otras activ. serv.comun.soc y personales (062)",311,,4,35,37,75,,,1,159,,
"Hogares privados con servicio doméstico (063)",403,,,1,,1,,,,401,,
"Actividad economica no especificada (065)",260,,1,2,27,,,,,1,,229
,,,,,,,,,,,,
"URBANA (066)",17798,51,1335,840,648,2810,1679,1153,1859,6861,256,306
"Agric., ganadería, caza y silvicultura (067)",5278,,11,27,5,,1460,4,68,3703,,
"Pesca (068)",613,,3,6,5,,219,5,15,360,,
"Explotación de minas y canteras (069)",289,,4,3,3,2,,235,7,35,,
"Industrias manufactureras (070)",717,,10,38,15,24,,544,65,21,,
"Suministro de electricidad, gas y agua (071)",42,,2,6,5,,,6,13,10,,
"Construcción (072)",911,,9,19,2,,,52,565,264,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3233,2,32,152,25,2085,,288,39,610,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",338,,6,23,5,65,,213,15,11,,
"Comercio al por mayor (075)",179,1,2,34,5,112,,,4,21,,
"Comercio al por menor (076)",2716,1,24,95,15,1908,,75,20,578,,
"Hoteles y restaurantes (077)",905,,11,39,38,483,,1,1,332,,
"Trans., almac. y comunicaciones (078)",1587,1,4,55,49,2,,4,1020,452,,
"Intermediación financiera (079)",82,,3,16,58,,,,,5,,
"Activid.inmobil., empres. y alquileres (080)",589,1,101,146,115,77,,4,28,117,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",700,21,41,62,180,27,,2,18,93,256,
"Enseñanza (082)",1045,26,954,7,38,,,,1,19,,
"Servicios sociales y de salud (083)",368,,130,153,23,20,,2,3,37,,
"Otras activ. serv.comun.soc y personales (084)",664,,19,103,49,89,,6,16,382,,
"Hogares privados con servicio doméstico (085)",422,,,1,,1,,,,420,,
"Actividad economica no especificada (087)",353,,1,7,38,,,,,1,,306
"Hombres (088)",11361,25,569,509,281,1049,1502,972,1807,4278,228,141
"Agric., ganadería, caza y silvicultura (089)",3866,,11,24,1,,1286,4,68,2472,,
"Pesca (090)",601,,3,6,4,,216,5,14,353,,
"Explotación de minas y canteras (091)",268,,4,3,3,2,,216,7,33,,
"Industrias manufactureras (092)",517,,10,25,10,10,,395,47,20,,
"Suministro de electricidad, gas y agua (093)",39,,2,6,2,,,6,13,10,,
"Construcción (094)",881,,7,19,,,,52,557,246,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1450,1,18,106,6,756,,276,37,250,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",307,,4,19,1,53,,207,14,9,,
"Comercio al por mayor (097)",113,,2,29,2,60,,,4,16,,
"Comercio al por menor (098)",1030,1,12,58,3,643,,69,19,225,,
"Hoteles y restaurantes (099)",294,,10,22,19,160,,1,1,81,,
"Trans., almac. y comunicaciones (100)",1444,1,2,32,20,2,,3,1003,381,,
"Intermediación financiera (101)",46,,3,9,32,,,,,2,,
"Activid.inmobil., empres. y alquileres (102)",406,1,74,100,46,74,,4,25,82,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",497,12,23,41,90,24,,2,15,62,228,
"Enseñanza (104)",365,10,324,5,16,,,,1,9,,
"Servicios sociales y de salud (105)",117,,63,34,9,2,,2,3,4,,
"Otras activ. serv.comun.soc y personales (106)",374,,15,72,12,19,,6,16,234,,
"Hogares privados con servicio doméstico (107)",39,,,,,,,,,39,,
"Actividad economica no especificada (109)",157,,,5,11,,,,,,,141
"Mujeres (110)",6437,26,766,331,367,1761,177,181,52,2583,28,165
"Agric., ganadería, caza y silvicultura (111)",1412,,,3,4,,174,,,1231,,
"Pesca (112)",12,,,,1,,3,,1,7,,
"Explotación de minas y canteras (113)",21,,,,,,,19,,2,,
"Industrias manufactureras (114)",200,,,13,5,14,,149,18,1,,
"Suministro de electricidad, gas y agua (115)",3,,,,3,,,,,,,
"Construcción (116)",30,,2,,2,,,,8,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1783,1,14,46,19,1329,,12,2,360,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",31,,2,4,4,12,,6,1,2,,
"Comercio al por mayor (119)",66,1,,5,3,52,,,,5,,
"Comercio al por menor (120)",1686,,12,37,12,1265,,6,1,353,,
"Hoteles y restaurantes (121)",611,,1,17,19,323,,,,251,,
"Trans., almac. y comunicaciones (122)",143,,2,23,29,,,1,17,71,,
"Intermediación financiera (123)",36,,,7,26,,,,,3,,
"Activid.inmobil., empres. y alquileres (124)",183,,27,46,69,3,,,3,35,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",203,9,18,21,90,3,,,3,31,28,
"Enseñanza (126)",680,16,630,2,22,,,,,10,,
"Servicios sociales y de salud (127)",251,,67,119,14,18,,,,33,,
"Otras activ. serv.comun.soc y personales (128)",290,,4,31,37,70,,,,148,,
"Hogares privados con servicio doméstico (129)",383,,,1,,1,,,,381,,
"Actividad economica no especificada (131)",196,,1,2,27,,,,,1,,165
,,,,,,,,,,,,
"RURAL (132)",4279,1,37,36,26,267,519,1932,121,1249,7,84
"Agric., ganadería, caza y silvicultura (133)",1162,,,1,,,321,,8,832,,
"Pesca (134)",407,,,,,,198,,,209,,
"Explotación de minas y canteras (135)",1906,,,1,,,,1891,1,13,,
"Industrias manufactureras (136)",55,,,2,2,2,,21,17,11,,
"Suministro de electricidad, gas y agua (137)",2,,,,,,,1,,1,,
"Construcción (138)",51,,,1,,,,2,37,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",241,,,4,4,176,,15,1,41,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",15,,,,,5,,10,,,,
"Comercio al por mayor (141)",5,,,,,4,,,1,,,
"Comercio al por menor (142)",221,,,4,4,167,,5,,41,,
"Hoteles y restaurantes (143)",96,,,,3,64,,,,29,,
"Trans., almac. y comunicaciones (144)",80,,,2,2,,,,52,24,,
"Intermediación financiera (145)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",51,,1,7,2,19,,,1,21,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",30,1,1,4,8,1,,,,8,7,
"Enseñanza (148)",36,,34,,2,,,,,,,
"Servicios sociales y de salud (149)",8,,,6,,,,,,2,,
