"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LIMA (000)",7231601,260761,608802,659395,718456,1474879,1225395,1769593,514320
"Sin nivel (001)",420694,260761,26112,5090,4481,8283,15724,49895,50348
"Educación inicial (002)",181543,,172327,4182,1294,2203,1537,,
"Primaria (003)",1452486,,410363,370093,35970,70702,94083,288373,182902
"Secundaria (004)",2728598,,,280030,533946,658463,481068,629778,145313
"Superior no univ. incompleto (005)",531915,,,,75690,205088,119877,116141,15119
"Superior no univ. completo (006)",608012,,,,,179116,184368,211136,33392
"Superior univ. incompleto (007)",487050,,,,67075,194163,89235,120295,16282
"Superior univ. completo (008)",821303,,,,,156861,239503,353975,70964
"Hombres (010)",3522483,133434,311466,333353,353145,720367,590283,842247,238188
"Sin nivel (011)",176127,133434,13569,2623,2284,3818,4195,8154,8050
"Educación inicial (012)",93320,,88854,2183,634,1025,624,,
"Primaria (013)",652872,,209043,188889,15429,27353,33302,98653,80203
"Secundaria (014)",1393383,,,139658,268934,341672,248335,322680,72104
"Superior no univ. incompleto (015)",266155,,,,34299,98933,61176,63109,8638
"Superior no univ. completo (016)",264144,,,,,78433,80151,89687,15873
"Superior univ. incompleto (017)",263776,,,,31565,100059,49305,72360,10487
"Superior univ. completo (018)",412706,,,,,69074,113195,187604,42833
"Mujeres (020)",3709118,127327,297336,326042,365311,754512,635112,927346,276132
"Sin nivel (021)",244567,127327,12543,2467,2197,4465,11529,41741,42298
"Educación inicial (022)",88223,,83473,1999,660,1178,913,,
"Primaria (023)",799614,,201320,181204,20541,43349,60781,189720,102699
"Secundaria (024)",1335215,,,140372,265012,316791,232733,307098,73209
"Superior no univ. incompleto (025)",265760,,,,41391,106155,58701,53032,6481
"Superior no univ. completo (026)",343868,,,,,100683,104217,121449,17519
"Superior univ. incompleto (027)",223274,,,,35510,94104,39930,47935,5795
"Superior univ. completo (028)",408597,,,,,87787,126308,166371,28131
,,,,,,,,,
"URBANA (030)",7222488,260323,607906,658403,717489,1473036,1223905,1767671,513755
"Sin nivel (031)",419696,260323,26048,5082,4476,8242,15642,49688,50195
