"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Educación inicial (032)",181276,,172074,4179,1293,2198,1532,,
"Primaria (033)",1449450,,409784,369460,35853,70378,93713,287626,182636
"Secundaria (034)",2724767,,,279682,533186,657327,480280,629069,145223
"Superior no univ. incompleto (035)",531567,,,,75631,204964,119798,116068,15106
"Superior no univ. completo (036)",607773,,,,,179025,184294,211072,33382
"Superior univ. incompleto (037)",486857,,,,67050,194095,89195,120245,16272
"Superior univ. completo (038)",821102,,,,,156807,239451,353903,70941
"Hombres (040)",3517657,133214,311017,332850,352660,719375,589465,841207,237869
"Sin nivel (041)",175740,133214,13532,2616,2283,3802,4174,8112,8007
"Educación inicial (042)",93178,,88720,2180,633,1021,624,,
"Primaria (043)",651311,,208765,188558,15371,27197,33116,98270,80034
"Secundaria (044)",1391173,,,139496,268545,341012,247856,322225,72039
"Superior no univ. incompleto (045)",265968,,,,34277,98878,61127,63059,8627
"Superior no univ. completo (046)",264039,,,,,78391,80123,89659,15866
"Superior univ. incompleto (047)",263649,,,,31551,100021,49278,72322,10477
"Superior univ. completo (048)",412599,,,,,69053,113167,187560,42819
"Mujeres (050)",3704831,127109,296889,325553,364829,753661,634440,926464,275886
"Sin nivel (051)",243956,127109,12516,2466,2193,4440,11468,41576,42188
"Educación inicial (052)",88098,,83354,1999,660,1177,908,,
"Primaria (053)",798139,,201019,180902,20482,43181,60597,189356,102602
"Secundaria (054)",1333594,,,140186,264641,316315,232424,306844,73184
"Superior no univ. incompleto (055)",265599,,,,41354,106086,58671,53009,6479
"Superior no univ. completo (056)",343734,,,,,100634,104171,121413,17516
"Superior univ. incompleto (057)",223208,,,,35499,94074,39917,47923,5795
"Superior univ. completo (058)",408503,,,,,87754,126284,166343,28122
,,,,,,,,,
"RURAL (060)",9113,438,896,992,967,1843,1490,1922,565
"Sin nivel (061)",998,438,64,8,5,41,82,207,153
"Educación inicial (062)",267,,253,3,1,5,5,,
"Primaria (063)",3036,,579,633,117,324,370,747,266
"Secundaria (064)",3831,,,348,760,1136,788,709,90
"Superior no univ. incompleto (065)",348,,,,59,124,79,73,13
"Superior no univ. completo (066)",239,,,,,91,74,64,10
"Superior univ. incompleto (067)",193,,,,25,68,40,50,10
"Superior univ. completo (068)",201,,,,,54,52,72,23
"Hombres (070)",4826,220,449,503,485,992,818,1040,319
"Sin nivel (071)",387,220,37,7,1,16,21,42,43
"Educación inicial (072)",142,,134,3,1,4,,,
"Primaria (073)",1561,,278,331,58,156,186,383,169
"Secundaria (074)",2210,,,162,389,660,479,455,65
"Superior no univ. incompleto (075)",187,,,,22,55,49,50,11
"Superior no univ. completo (076)",105,,,,,42,28,28,7
"Superior univ. incompleto (077)",127,,,,14,38,27,38,10
"Superior univ. completo (078)",107,,,,,21,28,44,14
"Mujeres (080)",4287,218,447,489,482,851,672,882,246
"Sin nivel (081)",611,218,27,1,4,25,61,165,110
"Educación inicial (082)",125,,119,,,1,5,,
"Primaria (083)",1475,,301,302,59,168,184,364,97
"Secundaria (084)",1621,,,186,371,476,309,254,25
"Superior no univ. incompleto (085)",161,,,,37,69,30,23,2
"Superior no univ. completo (086)",134,,,,,49,46,36,3
"Superior univ. incompleto (087)",66,,,,11,30,13,12,
"Superior univ. completo (088)",94,,,,,33,24,28,9
