"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LEONCIO PRADO (000)",46569,1251,16544,15987,10677,2110
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",64,,7,27,28,2
"Profes., científicos e intelectuales (002)",2581,,553,1300,686,42
"Técnicos de nivel medio y trab.asimilados (003)",1351,2,496,506,324,23
"Jefes y empleados de oficina (004)",1139,,503,405,224,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5952,53,1964,2288,1424,223
"Agricult.trabaj. calif. agrop. y pesqueros (006)",12001,,2937,4427,3559,1078
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2113,35,769,680,551,78
"Obreros construc., conf., papel, fab., instr. (008)",3453,7,1174,1376,838,58
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",13955,1037,6415,3714,2333,456
"Otra (010)",573,,200,261,112,
"Ocupación no especificada (011)",1023,7,351,349,261,55
"Desocupado (012)",2364,110,1175,654,337,88
"Hombres (013)",33650,932,12121,11200,7728,1669
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",46,,4,18,22,2
"Profes., científicos e intelectuales (015)",1405,,289,662,420,34
"Técnicos de nivel medio y trab.asimilados (016)",893,,327,319,228,19
"Jefes y empleados de oficina (017)",575,,196,219,153,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2589,28,893,925,622,121
"Agricult.trabaj. calif. agrop. y pesqueros (019)",11047,,2752,4125,3199,971
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1725,31,666,513,447,68
"Obreros construc., conf., papel, fab., instr. (021)",3363,7,1133,1344,822,57
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",9258,787,4726,2154,1293,298
"Otra (023)",556,,188,259,109,
"Ocupación no especificada (024)",508,4,175,164,143,22
"Desocupado (025)",1685,75,772,498,270,70
"Mujeres (026)",12919,319,4423,4787,2949,441
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",18,,3,9,6,
"Profes., científicos e intelectuales (028)",1176,,264,638,266,8
"Técnicos de nivel medio y trab.asimilados (029)",458,2,169,187,96,4
"Jefes y empleados de oficina (030)",564,,307,186,71,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3363,25,1071,1363,802,102
"Agricult.trabaj. calif. agrop. y pesqueros (032)",954,,185,302,360,107
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",388,4,103,167,104,10
