"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia UCAYALI (000)",61816,32556,29260,33885,17659,16226,27931,14897,13034
"Menores de 1 año (001)",1783,915,868,874,463,411,909,452,457
"Menores de 1 mes (002)",167,93,74,86,48,38,81,45,36
"De 1 a 11 meses (003)",1616,822,794,788,415,373,828,407,421
"De 1 a 4 años (004)",8266,4228,4038,4043,2062,1981,4223,2166,2057
"1 año (005)",2081,1075,1006,1068,554,514,1013,521,492
"2 años (006)",2169,1120,1049,1026,513,513,1143,607,536
"3 años (007)",2077,1063,1014,1023,527,496,1054,536,518
"4 años (008)",1939,970,969,926,468,458,1013,502,511
"De 5 a 9 años (009)",7942,3992,3950,4004,2013,1991,3938,1979,1959
"5 años (010)",1721,848,873,874,432,442,847,416,431
"6 años (011)",1455,748,707,721,372,349,734,376,358
"7 años (012)",1608,823,785,825,421,404,783,402,381
"8 años (013)",1674,841,833,815,416,399,859,425,434
"9 años (014)",1484,732,752,769,372,397,715,360,355
"De 10 a 14 años (015)",8486,4358,4128,4654,2338,2316,3832,2020,1812
"10 años (016)",1670,892,778,853,456,397,817,436,381
"11 años (017)",1531,790,741,812,403,409,719,387,332
"12 años (018)",1939,987,952,1082,539,543,857,448,409
"13 años (019)",1701,835,866,953,449,504,748,386,362
"14 años (020)",1645,854,791,954,491,463,691,363,328
"De 15 a 19 años (021)",6749,3439,3310,3991,2028,1963,2758,1411,1347
"15 años (022)",1657,871,786,1016,530,486,641,341,300
"16 años (023)",1478,772,706,893,459,434,585,313,272
"17 años (024)",1386,715,671,790,412,378,596,303,293
"18 años (025)",1235,630,605,729,370,359,506,260,246
"19 años (026)",993,451,542,563,257,306,430,194,236
"De 20 a 24 años (027)",4748,2394,2354,2687,1340,1347,2061,1054,1007
"20 años (028)",1050,519,531,609,291,318,441,228,213
"21 años (029)",845,428,417,485,246,239,360,182,178
"22 años (030)",979,518,461,560,297,263,419,221,198
"23 años (031)",965,471,494,520,246,274,445,225,220
"24 años (032)",909,458,451,513,260,253,396,198,198
"De 25 a 29 años (033)",4504,2386,2118,2460,1268,1192,2044,1118,926
"25 años (034)",982,507,475,534,279,255,448,228,220
"26 años (035)",854,449,405,462,246,216,392,203,189
"27 años (036)",985,545,440,548,295,253,437,250,187
"28 años (037)",903,459,444,503,240,263,400,219,181
"29 años (038)",780,426,354,413,208,205,367,218,149
"De 30 a 34 años (039)",3759,1969,1790,2072,1051,1021,1687,918,769
"30 años (040)",991,512,479,549,270,279,442,242,200
"31 años (041)",597,290,307,321,156,165,276,134,142
"32 años (042)",741,378,363,406,198,208,335,180,155
"33 años (043)",736,408,328,411,223,188,325,185,140
"34 años (044)",694,381,313,385,204,181,309,177,132
