"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",33,3,3,9,13,5
"Educación inicial (032)",1,,,1,,
"Primaria (033)",269,8,90,102,54,15
"Secundaria (034)",518,4,376,103,35,
"Superior no univ. incompleta (035)",36,,27,6,2,1
"Superior no univ. completa (036)",52,,36,13,3,
"Superior univ. incompleta (037)",17,,11,6,,
"Superior univ. completa (038)",32,,16,13,3,
"No PEA (040)",26887,13022,7534,3110,1951,1270
"Sin nivel (041)",2024,178,69,268,664,845
"Educación inicial (042)",771,763,5,3,,
"Primaria (043)",14049,9822,1153,1691,1009,374
"Secundaria (044)",8994,2259,5572,925,210,28
"Superior no univ. incompleta (045)",460,,393,49,13,5
"Superior no univ. completa (046)",160,,96,45,12,7
"Superior univ. incompleta (047)",207,,178,19,6,4
"Superior univ. completa (048)",222,,68,110,37,7
,,,,,,
"URBANA (060)",14549,3777,4439,3424,2084,825
"Sin nivel (061)",1029,33,36,151,384,425
"Educación inicial (062)",260,256,3,1,,
"Primaria (063)",5553,2723,433,1083,973,341
"Secundaria (064)",5691,765,3140,1329,428,29
"Superior no univ. incompleta (065)",490,,291,147,45,7
"Superior no univ. completa (066)",550,,195,270,76,9
"Superior univ. incompleta (067)",249,,152,62,30,5
"Superior univ. completa (068)",727,,189,381,148,9
"PEA (070)",6595,85,2032,2466,1542,470
"Sin nivel (071)",558,,14,87,241,216
"Educación inicial (072)",3,1,1,1,,
"Primaria (073)",1838,54,195,674,690,225
"Secundaria (074)",2668,30,1334,947,341,16
"Superior no univ. incompleta (075)",284,,121,117,42,4
"Superior no univ. completa (076)",456,,146,240,67,3
"Superior univ. incompleta (077)",146,,66,51,27,2
"Superior univ. completa (078)",642,,155,349,134,4
"Ocupada (080)",6229,82,1827,2361,1496,463
"Sin nivel (081)",549,,12,86,237,214
"Educación inicial (082)",3,1,1,1,,
"Primaria (083)",1776,54,184,642,675,221
"Secundaria (084)",2453,27,1190,900,320,16
"Superior no univ. incompleta (085)",264,,108,113,40,3
"Superior no univ. completa (086)",428,,127,232,66,3
"Superior univ. incompleta (087)",138,,61,48,27,2
"Superior univ. completa (088)",618,,144,339,131,4
"Desocupada (090)",366,3,205,105,46,7
"Sin nivel (091)",9,,2,1,4,2
"Primaria (093)",62,,11,32,15,4
"Secundaria (094)",215,3,144,47,21,
"Superior no univ. incompleta (095)",20,,13,4,2,1
"Superior no univ. completa (096)",28,,19,8,1,
"Superior univ. incompleta (097)",8,,5,3,,
"Superior univ. completa (098)",24,,11,10,3,
"No PEA (100)",7954,3692,2407,958,542,355
"Sin nivel (101)",471,33,22,64,143,209
"Educación inicial (102)",257,255,2,,,
"Primaria (103)",3715,2669,238,409,283,116
"Secundaria (104)",3023,735,1806,382,87,13
"Superior no univ. incompleta (105)",206,,170,30,3,3
"Superior no univ. completa (106)",94,,49,30,9,6
"Superior univ. incompleta (107)",103,,86,11,3,3
"Superior univ. completa (108)",85,,34,32,14,5
,,,,,,
"RURAL (120)",39676,9532,12193,9055,6338,2558
"Sin nivel (121)",3921,154,125,591,1622,1429
"Educación inicial (122)",530,509,12,9,,
"Primaria (123)",19297,7282,2556,4697,3721,1041
"Secundaria (124)",14362,1587,8684,3183,839,69
"Superior no univ. incompleta (125)",534,,384,119,26,5
"Superior no univ. completa (126)",368,,171,159,37,1
"Superior univ. incompleta (127)",264,,167,67,25,5
"Superior univ. completa (128)",400,,94,230,68,8
"PEA (130)",20743,202,7066,6903,4929,1643
"Sin nivel (131)",2368,9,78,387,1101,793
"Educación inicial (132)",16,1,9,6,,
"Primaria (133)",8963,129,1641,3415,2995,783
"Secundaria (134)",8391,63,4918,2640,716,54
"Superior no univ. incompleta (135)",280,,161,100,16,3
"Superior no univ. completa (136)",302,,124,144,34,
"Superior univ. incompleta (137)",160,,75,59,22,4
"Superior univ. completa (138)",263,,60,152,45,6
"Ocupada (140)",20151,190,6712,6755,4865,1629
"Sin nivel (141)",2344,6,77,379,1092,790
"Educación inicial (142)",15,1,9,5,,
"Primaria (143)",8756,121,1562,3345,2956,772
"Secundaria (144)",8088,62,4686,2584,702,54
"Superior no univ. incompleta (145)",264,,147,98,16,3
"Superior no univ. completa (146)",278,,107,139,32,
"Superior univ. incompleta (147)",151,,69,56,22,4
"Superior univ. completa (148)",255,,55,149,45,6
"Desocupada (150)",592,12,354,148,64,14
"Sin nivel (151)",24,3,1,8,9,3
"Educación inicial (152)",1,,,1,,
"Primaria (153)",207,8,79,70,39,11
"Secundaria (154)",303,1,232,56,14,
"Superior no univ. incompleta (155)",16,,14,2,,
"Superior no univ. completa (156)",24,,17,5,2,
"Superior univ. incompleta (157)",9,,6,3,,
"Superior univ. completa (158)",8,,5,3,,
"No PEA (160)",18933,9330,5127,2152,1409,915
"Sin nivel (161)",1553,145,47,204,521,636
"Educación inicial (162)",514,508,3,3,,
"Primaria (163)",10334,7153,915,1282,726,258
"Secundaria (164)",5971,1524,3766,543,123,15
"Superior no univ. incompleta (165)",254,,223,19,10,2
"Superior no univ. completa (166)",66,,47,15,3,1
"Superior univ. incompleta (167)",104,,92,8,3,1
"Superior univ. completa (168)",137,,34,78,23,2
