"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUALGAYOC (000)",42929,29,1455,436,244,1316,15529,8688,1481,12442,53,406,850
"Agric., ganadería, caza y silvicultura (001)",26173,,4,7,,,15526,,1,10635,,,
"Pesca (002)",4,,,,,,3,,,1,,,
"Explotación de minas y canteras (003)",1394,8,66,162,57,13,,452,199,437,,,
"Industrias manufactureras (004)",8616,,2,12,1,3,,8103,492,3,,,
"Suministro de electricidad, gas y agua (005)",21,,1,,2,,,11,2,5,,,
"Construcción (006)",474,,10,2,2,,,31,280,149,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1586,,4,28,,1074,,83,6,391,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,,1,3,,14,,44,6,3,,,
"Comercio al por mayor (009)",43,,,3,,40,,,,,,,
"Comercio al por menor (010)",1472,,3,22,,1020,,39,,388,,,
"Hoteles y restaurantes (011)",295,,1,16,,160,,1,,117,,,
"Trans., almac. y comunicaciones (012)",550,1,1,14,9,,,1,477,47,,,
"Intermediación financiera (013)",13,,3,3,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",127,,17,19,30,25,,2,10,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",283,8,17,23,69,26,,3,13,71,53,,
"Enseñanza (016)",1273,12,1233,3,19,,,,,6,,,
"Servicios sociales y de salud (017)",211,,80,103,18,3,,1,1,5,,,
"Otras activ. serv.comun.soc y personales (018)",228,,13,41,11,12,,,,151,,,
"Hogares privados con servicio doméstico (019)",399,,,,,,,,,399,,,
"Actividad economica no especificada (021)",432,,3,3,19,,,,,1,,406,
"Desocupado (022)",850,,,,,,,,,,,,850
"Hombres (023)",23609,25,820,329,154,554,11481,2097,1109,6181,52,160,647
"Agric., ganadería, caza y silvicultura (024)",16764,,4,7,,,11481,,1,5271,,,
"Pesca (025)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (026)",1258,8,52,153,41,11,,436,197,360,,,
"Industrias manufactureras (027)",1669,,1,8,,1,,1529,130,,,,
"Suministro de electricidad, gas y agua (028)",19,,1,,1,,,11,2,4,,,
"Construcción (029)",461,,10,1,2,,,31,277,140,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",750,,4,14,,455,,83,6,188,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",67,,1,3,,10,,44,6,3,,,
"Comercio al por mayor (032)",29,,,1,,28,,,,,,,
"Comercio al por menor (033)",654,,3,10,,417,,39,,185,,,
"Hoteles y restaurantes (034)",72,,1,10,,28,,,,33,,,
"Trans., almac. y comunicaciones (035)",535,1,1,12,8,,,1,472,40,,,
"Intermediación financiera (036)",9,,2,2,5,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",92,,14,15,16,25,,2,10,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",230,7,15,13,43,26,,3,13,58,52,,
"Enseñanza (039)",692,9,667,2,10,,,,,4,,,
"Servicios sociales y de salud (040)",108,,36,56,9,2,,1,1,3,,,
"Otras activ. serv.comun.soc y personales (041)",110,,9,33,6,6,,,,56,,,
"Hogares privados con servicio doméstico (042)",12,,,,,,,,,12,,,
"Actividad economica no especificada (044)",180,,3,3,13,,,,,1,,160,
"Desocupado (045)",647,,,,,,,,,,,,647
"Mujeres (046)",19320,4,635,107,90,762,4048,6591,372,6261,1,246,203
"Agric., ganadería, caza y silvicultura (047)",9409,,,,,,4045,,,5364,,,
"Pesca (048)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (049)",136,,14,9,16,2,,16,2,77,,,
"Industrias manufactureras (050)",6947,,1,4,1,2,,6574,362,3,,,
"Suministro de electricidad, gas y agua (051)",2,,,,1,,,,,1,,,
"Construcción (052)",13,,,1,,,,,3,9,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",836,,,14,,619,,,,203,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,,,,4,,,,,,,
"Comercio al por mayor (055)",14,,,2,,12,,,,,,,
"Comercio al por menor (056)",818,,,12,,603,,,,203,,,
"Hoteles y restaurantes (057)",223,,,6,,132,,1,,84,,,
"Trans., almac. y comunicaciones (058)",15,,,2,1,,,,5,7,,,
"Intermediación financiera (059)",4,,1,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",35,,3,4,14,,,,,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",53,1,2,10,26,,,,,13,1,,
"Enseñanza (062)",581,3,566,1,9,,,,,2,,,
"Servicios sociales y de salud (063)",103,,44,47,9,1,,,,2,,,
"Otras activ. serv.comun.soc y personales (064)",118,,4,8,5,6,,,,95,,,
"Hogares privados con servicio doméstico (065)",387,,,,,,,,,387,,,
"Actividad economica no especificada (067)",252,,,,6,,,,,,,246,
"Desocupado (068)",203,,,,,,,,,,,,203
,,,,,,,,,,,,,
"URBANA (069)",8335,24,1238,357,217,884,1099,1174,731,1680,43,225,663
"Agric., ganadería, caza y silvicultura (070)",1741,,3,4,,,1099,,1,634,,,
"Pesca (071)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (072)",1008,7,50,135,47,9,,384,166,210,,,
"Industrias manufactureras (073)",694,,2,3,,2,,676,11,,,,
"Suministro de electricidad, gas y agua (074)",16,,1,,2,,,6,2,5,,,
"Construcción (075)",285,,10,2,1,,,30,164,78,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1063,,3,26,,734,,71,6,223,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",68,,1,3,,14,,41,6,3,,,
"Comercio al por mayor (078)",32,,,3,,29,,,,,,,
"Comercio al por menor (079)",963,,2,20,,691,,30,,220,,,
"Hoteles y restaurantes (080)",198,,1,11,,97,,1,,88,,,
"Trans., almac. y comunicaciones (081)",418,1,,13,6,,,1,362,35,,,
"Intermediación financiera (082)",13,,3,3,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",85,,15,15,28,6,,1,6,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",239,5,16,21,65,25,,3,13,48,43,,
"Enseñanza (085)",1077,11,1042,2,16,,,,,6,,,
"Servicios sociales y de salud (086)",190,,77,89,16,2,,1,,5,,,
"Otras activ. serv.comun.soc y personales (087)",157,,13,32,11,9,,,,92,,,
"Hogares privados con servicio doméstico (088)",241,,,,,,,,,241,,,
"Actividad economica no especificada (090)",246,,2,1,18,,,,,,,225,
"Desocupado (091)",663,,,,,,,,,,,,663
"Hombres (092)",5728,20,672,260,130,422,1018,860,718,991,42,89,506
"Agric., ganadería, caza y silvicultura (093)",1540,,3,4,,,1018,,1,514,,,
"Pesca (094)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (095)",895,7,40,127,31,7,,368,164,151,,,
"Industrias manufactureras (096)",387,,1,2,,,,379,5,,,,
"Suministro de electricidad, gas y agua (097)",14,,1,,1,,,6,2,4,,,
"Construcción (098)",279,,10,1,1,,,30,162,75,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",552,,3,12,,356,,71,6,104,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",64,,1,3,,10,,41,6,3,,,
"Comercio al por mayor (101)",23,,,1,,22,,,,,,,
"Comercio al por menor (102)",465,,2,8,,324,,30,,101,,,
"Hoteles y restaurantes (103)",58,,1,7,,22,,,,28,,,
"Trans., almac. y comunicaciones (104)",409,1,,11,5,,,1,359,32,,,
"Intermediación financiera (105)",9,,2,2,5,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",57,,13,11,14,6,,1,6,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",191,4,14,12,39,25,,3,13,39,42,,
"Enseñanza (108)",560,8,539,1,8,,,,,4,,,
"Servicios sociales y de salud (109)",91,,34,44,8,1,,1,,3,,,
"Otras activ. serv.comun.soc y personales (110)",68,,9,25,6,5,,,,23,,,
"Hogares privados con servicio doméstico (111)",7,,,,,,,,,7,,,
"Actividad economica no especificada (113)",104,,2,1,12,,,,,,,89,
"Desocupado (114)",506,,,,,,,,,,,,506
"Mujeres (115)",2607,4,566,97,87,462,81,314,13,689,1,136,157
"Agric., ganadería, caza y silvicultura (116)",201,,,,,,81,,,120,,,
"Explotación de minas y canteras (118)",113,,10,8,16,2,,16,2,59,,,
"Industrias manufactureras (119)",307,,1,1,,2,,297,6,,,,
"Suministro de electricidad, gas y agua (120)",2,,,,1,,,,,1,,,
"Construcción (121)",6,,,1,,,,,2,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",511,,,14,,378,,,,119,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,,,,4,,,,,,,
"Comercio al por mayor (124)",9,,,2,,7,,,,,,,
"Comercio al por menor (125)",498,,,12,,367,,,,119,,,
"Hoteles y restaurantes (126)",140,,,4,,75,,1,,60,,,
"Trans., almac. y comunicaciones (127)",9,,,2,1,,,,3,3,,,
"Intermediación financiera (128)",4,,1,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",28,,2,4,14,,,,,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",48,1,2,9,26,,,,,9,1,,
"Enseñanza (131)",517,3,503,1,8,,,,,2,,,
"Servicios sociales y de salud (132)",99,,43,45,8,1,,,,2,,,
"Otras activ. serv.comun.soc y personales (133)",89,,4,7,5,4,,,,69,,,
"Hogares privados con servicio doméstico (134)",234,,,,,,,,,234,,,
"Actividad economica no especificada (136)",142,,,,6,,,,,,,136,
"Desocupado (137)",157,,,,,,,,,,,,157
,,,,,,,,,,,,,
"RURAL (138)",34594,5,217,79,27,432,14430,7514,750,10762,10,181,187
"Agric., ganadería, caza y silvicultura (139)",24432,,1,3,,,14427,,,10001,,,
"Pesca (140)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (141)",386,1,16,27,10,4,,68,33,227,,,
"Industrias manufactureras (142)",7922,,,9,1,1,,7427,481,3,,,
"Suministro de electricidad, gas y agua (143)",5,,,,,,,5,,,,,
"Construcción (144)",189,,,,1,,,1,116,71,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",523,,1,2,,340,,12,,168,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,,,,,3,,,,,
