"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia RECUAY (000)",7598,22859,20288,,291,88.8,1.3
"De 12 a 14 años (001)",561,1,1,,,100,
"De 15 a 19 años (002)",860,94,88,32,93.6,34,
"De 20 a 24 años (003)",747,513,498,64,97.1,12.5,
"De 25 a 29 años (004)",740,954,929,69,97.4,7.2,
"De 30 a 34 años (005)",578,1250,1203,59,96.2,4.7,
"De 35 a 39 años (006)",609,1754,1675,42,95.5,2.4,
"De 40 a 44 años (007)",560,2088,1979,23,94.8,1.1,
"De 45 a 49 años (008)",484,2140,1992,2,93.1,0.1,
"De 50 y más años (009)",2459,14065,11923,,84.8,,
"Sin nivel (010)",1404,7625,6363,24,83.4,0.3,
"De 12 a 14 años (011)",6,,,,,,
"De 15 a 19 años (012)",13,6,6,,100,,
"De 20 a 24 años (013)",16,11,11,2,100,18.2,
"De 25 a 29 años (014)",22,42,38,2,90.5,4.8,
"De 30 a 34 años (015)",48,132,125,7,94.7,5.3,
"De 35 a 39 años (016)",63,222,207,9,93.2,4.1,
"De 40 a 44 años (017)",72,324,298,3,92,0.9,
"De 45 a 49 años (018)",93,498,459,1,92.2,0.2,
"De 50 y más años (019)",1071,6390,5219,,81.7,,
"Educacion Inicial (020)",19,29,28,2,96.6,6.9,
"De 12 a 14 años (021)",6,,,,,,
"De 25 a 29 años (024)",3,2,2,1,100,50,
"De 30 a 34 años (025)",5,9,9,,100,,
"De 35 a 39 años (026)",5,18,17,1,94.4,5.6,
"Primaria (030)",2633,10572,9485,84,89.7,0.8,
"De 12 a 14 años (031)",276,1,1,,100,,
"De 15 a 19 años (032)",120,29,25,12,86.2,41.4,
"De 20 a 24 años (033)",99,114,110,9,96.5,7.9,
"De 25 a 29 años (034)",136,294,286,18,97.3,6.1,
"De 30 a 34 años (035)",174,505,483,14,95.6,2.8,
"De 35 a 39 años (036)",207,733,705,17,96.2,2.3,
"De 40 a 44 años (037)",278,1203,1140,14,94.8,1.2,
"De 45 a 49 años (038)",236,1167,1080,,92.5,,
"De 50 y más años (039)",1107,6526,5655,,86.7,,
"Secundaria (040)",2274,3168,3022,107,95.4,3.4,
"De 12 a 14 años (041)",273,,,,,,
"De 15 a 19 años (042)",604,52,50,16,96.2,30.8,
