"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PARINACOCHAS (000)",9855,46,1185,288,268,789,2512,1141,399,2862,20,345
"Agric., ganadería, caza y silvicultura (001)",4366,,3,6,,,2512,1,3,1841,,
"Pesca (002)",1,,,,,,,,,1,,
"Explotación de minas y canteras (003)",985,1,16,19,11,2,,775,9,152,,
"Industrias manufactureras (004)",310,,2,7,1,5,,275,19,1,,
"Suministro de electricidad, gas y agua (005)",20,,,3,4,,,6,2,5,,
"Construcción (006)",400,,16,11,3,,,22,168,180,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",867,,3,14,1,580,,55,8,206,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",43,,3,2,,3,,32,2,1,,
"Comercio al por mayor (009)",18,,,,1,13,,1,3,,,
"Comercio al por menor (010)",806,,,12,,564,,22,3,205,,
"Hoteles y restaurantes (011)",246,,,14,1,147,,,,84,,
"Trans., almac. y comunicaciones (012)",253,,4,10,13,,,3,167,56,,
"Intermediación financiera (013)",13,,3,3,7,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",138,,29,35,18,18,,,15,23,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",298,32,20,18,121,19,,3,7,58,20,
"Enseñanza (016)",1077,13,1012,6,20,,,,,26,,
