"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",632,,,,,239,241,148,4
"Superior univ. incompleto (037)",444,,,,62,214,99,68,1
"Superior univ. completo (038)",767,,,,,204,294,253,16
"Hombres (040)",14225,818,1979,2159,1731,2374,2033,2552,579
"Sin nivel (041)",1428,818,165,12,6,33,38,153,203
"Educación inicial (042)",425,,417,3,,2,3,,
"Primaria (043)",5654,,1397,1472,169,410,655,1235,316
"Secundaria (044)",5144,,,672,1496,1395,830,713,38
"Superior no univ. incompleto (045)",373,,,,27,178,96,68,4
"Superior no univ. completo (046)",395,,,,,122,145,125,3
"Superior univ. incompleto (047)",279,,,,33,116,73,56,1
"Superior univ. completo (048)",527,,,,,118,193,202,14
"Mujeres (050)",13912,739,1928,2053,1533,2624,2066,2262,707
"Sin nivel (051)",2576,739,140,13,11,91,169,852,561
"Educación inicial (052)",437,,421,7,2,4,3,,
"Primaria (053)",6206,,1367,1416,221,899,1129,1046,128
"Secundaria (054)",3779,,,617,1223,1170,491,263,15
"Superior no univ. incompleto (055)",272,,,,47,159,51,15,
"Superior no univ. completo (056)",237,,,,,117,96,23,1
"Superior univ. incompleto (057)",165,,,,29,98,26,12,
"Superior univ. completo (058)",240,,,,,86,101,51,2
,,,,,,,,,
"RURAL (060)",40459,2272,5410,5368,4453,7609,5522,7520,2305
"Sin nivel (061)",7908,2272,972,42,75,321,536,2239,1451
"Educación inicial (062)",1025,,994,6,3,6,16,,
"Primaria (063)",20476,,3444,4138,1243,3149,3318,4371,813
"Secundaria (064)",10114,,,1182,3084,3694,1372,749,33
"Superior no univ. incompleto (065)",339,,,,40,185,71,41,2
"Superior no univ. completo (066)",230,,,,,90,93,45,2
"Superior univ. incompleto (067)",169,,,,8,98,33,27,3
"Superior univ. completo (068)",198,,,,,66,83,48,1
"Hombres (070)",21428,1173,2782,2883,2304,4054,2986,4030,1216
"Sin nivel (071)",2844,1173,500,14,18,68,104,484,483
"Educación inicial (072)",510,,504,3,,,3,,
"Primaria (073)",10804,,1778,2175,475,1298,1596,2786,696
"Secundaria (074)",6603,,,691,1783,2395,1075,630,29
"Superior no univ. incompleto (075)",250,,,,24,130,61,33,2
"Superior no univ. completo (076)",159,,,,,58,64,35,2
"Superior univ. incompleto (077)",122,,,,4,65,26,24,3
"Superior univ. completo (078)",136,,,,,40,57,38,1
"Mujeres (080)",19031,1099,2628,2485,2149,3555,2536,3490,1089
"Sin nivel (081)",5064,1099,472,28,57,253,432,1755,968
"Educación inicial (082)",515,,490,3,3,6,13,,
"Primaria (083)",9672,,1666,1963,768,1851,1722,1585,117
"Secundaria (084)",3511,,,491,1301,1299,297,119,4
"Superior no univ. incompleto (085)",89,,,,16,55,10,8,
"Superior no univ. completo (086)",71,,,,,32,29,10,
"Superior univ. incompleto (087)",47,,,,4,33,7,3,
"Superior univ. completo (088)",62,,,,,26,26,10,
