"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAJATAMBO (000)",2956,579,526,1224,59,422,54,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",17,16,,,1,,,
"Profes., científicos e intelectuales (002)",348,323,,23,1,1,,
"Técnicos de nivel medio y trab. asimilados (003)",46,38,,8,,,,
"Jefes y empleados de oficina (004)",82,82,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",210,35,8,142,3,22,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",974,,,925,49,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",165,,118,41,3,3,,
"Obreros construc.,conf.,papel, fab., instr. (008)",90,14,58,17,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",847,45,324,41,1,382,54,
"Otra (010)",12,12,,,,,,
"Ocupaciñn no especificada (011)",73,14,18,27,1,13,,
"Desocupado (012)",92,,,,,,,92
"Hombres (013)",2167,338,459,967,50,268,3,82
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",14,13,,,1,,,
"Profes., científicos e intelectuales (015)",186,170,,15,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",36,28,,8,,,,
"Jefes y empleados de oficina (017)",45,45,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",81,19,,55,1,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",858,,,815,43,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",157,,114,38,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (021)",90,14,58,17,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",571,27,276,8,1,256,3,
"Otra (023)",11,11,,,,,,
"Ocupaciñn no especificada (024)",36,11,11,11,,3,,
"Desocupado (025)",82,,,,,,,82
"Mujeres (026)",789,241,67,257,9,154,51,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",162,153,,8,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",10,10,,,,,,
"Jefes y empleados de oficina (030)",37,37,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",129,16,8,87,2,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",116,,,110,6,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",8,,4,3,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",276,18,48,33,,126,51,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",37,3,7,16,1,10,,
"Desocupado (038)",10,,,,,,,10
,,,,,,,,
"URBANA (039)",1789,461,302,680,40,204,47,55
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",13,13,,,,,,
"Profes., científicos e intelectuales (041)",261,248,,13,,,,
"Técnicos de nivel medio y trab. asimilados (042)",34,26,,8,,,,
"Jefes y empleados de oficina (043)",70,70,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",171,28,8,112,3,20,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",471,,,438,33,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",67,,28,33,3,3,,
"Obreros construc.,conf.,papel, fab., instr. (047)",61,12,33,15,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",517,39,220,39,,172,47,
"Otra (049)",12,12,,,,,,
"Ocupaciñn no especificada (050)",57,13,13,22,1,8,,
"Desocupado (051)",55,,,,,,,55
"Hombres (052)",1190,265,250,475,33,117,2,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",10,10,,,,,,
"Profes., científicos e intelectuales (054)",142,134,,8,,,,
"Técnicos de nivel medio y trab. asimilados (055)",26,18,,8,,,,
"Jefes y empleados de oficina (056)",34,34,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",60,15,,38,1,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",388,,,359,29,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",61,,24,32,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",61,12,33,15,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",323,21,186,8,,106,2,
"Otra (062)",11,11,,,,,,
"Ocupaciñn no especificada (063)",26,10,7,7,,2,,
"Desocupado (064)",48,,,,,,,48
"Mujeres (065)",599,196,52,205,7,87,45,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,3,,,,,,
"Profes., científicos e intelectuales (067)",119,114,,5,,,,
"Técnicos de nivel medio y trab. asimilados (068)",8,8,,,,,,
"Jefes y empleados de oficina (069)",36,36,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",111,13,8,74,2,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",83,,,79,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",6,,4,1,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",194,18,34,31,,66,45,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",31,3,6,15,1,6,,
"Desocupado (077)",7,,,,,,,7
,,,,,,,,
"RURAL (078)",1167,118,224,544,19,218,7,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,3,,,1,,,
"Profes., científicos e intelectuales (080)",87,75,,10,1,1,,
"Técnicos de nivel medio y trab. asimilados (081)",12,12,,,,,,
"Jefes y empleados de oficina (082)",12,12,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",39,7,,30,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",503,,,487,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",98,,90,8,,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",29,2,25,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",330,6,104,2,1,210,7,
"Ocupaciñn no especificada (089)",16,1,5,5,,5,,
"Desocupado (090)",37,,,,,,,37
"Hombres (091)",977,73,209,492,17,151,1,34
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,3,,,1,,,
"Profes., científicos e intelectuales (093)",44,36,,7,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",10,10,,,,,,
"Jefes y empleados de oficina (095)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",21,4,,17,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",470,,,456,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",96,,90,6,,,,
"Obreros construc.,conf.,papel, fab., instr. (099)",29,2,25,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (100)",248,6,90,,1,150,1,
"Ocupaciñn no especificada (102)",10,1,4,4,,1,,
"Desocupado (103)",34,,,,,,,34
