"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia URUBAMBA (000)",15104,61,272,769,1462,2834,4777,4929
"De 12 a 14 años (001)",20,,,,,,1,19
"De 15 a 19 años (002)",276,,,,,,138,138
"De 20 a 24 años (003)",1539,,,,,3,737,799
"De 25 a 29 años (004)",2199,,,,,72,1115,1012
"De 30 a 34 años (005)",1898,,,,,266,1116,516
"De 35 a 39 años (006)",1796,,,,12,535,851,398
"De 40 a 44 años (007)",1536,,,,69,644,530,293
"De 45 a 49 años (008)",1272,,,5,176,596,242,253
"De 50 y más años (009)",4568,61,272,764,1205,718,47,1501
"Sin nivel (010)",3082,29,168,434,525,459,453,1014
"De 15 a 19 años (012)",8,,,,,,4,4
"De 20 a 24 años (013)",56,,,,,,34,22
"De 25 a 29 años (014)",133,,,,,2,85,46
"De 30 a 34 años (015)",139,,,,,7,96,36
"De 35 a 39 años (016)",194,,,,1,42,98,53
"De 40 a 44 años (017)",201,,,,7,80,70,44
"De 45 a 49 años (018)",216,,,,22,88,53,53
"De 50 y más años (019)",2135,29,168,434,495,240,13,756
"Educacion Inicial (020)",14,,,,,,7,7
"De 20 a 24 años (023)",1,,,,,,,1
"De 25 a 29 años (024)",7,,,,,,3,4
"De 30 a 34 años (025)",4,,,,,,3,1
"De 35 a 39 años (026)",2,,,,,,1,1
"Primaria (030)",4912,21,74,227,612,1307,1652,1019
"De 12 a 14 años (031)",11,,,,,,1,10
"De 15 a 19 años (032)",71,,,,,,41,30
"De 20 a 24 años (033)",295,,,,,2,185,108
"De 25 a 29 años (034)",458,,,,,24,328,106
"De 30 a 34 años (035)",565,,,,,104,364,97
"De 35 a 39 años (036)",671,,,,4,238,331,98
"De 40 a 44 años (037)",699,,,,32,297,255,115
"De 45 a 49 años (038)",589,,,2,84,295,124,84
"De 50 y más años (039)",1553,21,74,225,492,347,23,371
"Secundaria (040)",4223,6,16,55,218,782,1899,1247
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",186,,,,,,91,95
"De 20 a 24 años (043)",766,,,,,,421,345
"De 25 a 29 años (044)",870,,,,,36,516,318
"De 30 a 34 años (045)",706,,,,,117,440,149
"De 35 a 39 años (046)",567,,,,4,193,257,113
"De 40 a 44 años (047)",407,,,,21,188,122,76
"De 45 a 49 años (048)",288,,,1,50,150,46,41
"De 50 y más años (049)",424,6,16,54,143,98,6,101
"Sup. no Univ. incompleta (050)",540,,1,11,15,59,196,258
"De 15 a 19 años (052)",10,,,,,,2,8
"De 20 a 24 años (053)",143,,,,,,40,103
"De 25 a 29 años (054)",120,,,,,2,56,62
