"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN PABLO (000)",8775,8548,2567,1182,1066,790,1095,757,596,495,227,26031
"De 12 a 14 años (001)",893,888,886,2,,,,,,,5,2
"De 15 a 19 años (002)",1165,1146,924,194,24,2,2,,,,19,256
"De 20 a 24 años (003)",964,897,324,338,173,43,17,2,,,67,895
"De 25 a 29 años (004)",826,771,110,233,247,123,51,7,,,55,1353
"De 30 a 34 años (005)",756,734,68,143,201,143,142,31,6,,22,1838
"De 35 a 39 años (006)",817,795,55,80,171,172,195,85,32,5,22,2648
"De 40 a 44 años (007)",652,637,45,60,82,92,188,105,46,19,15,2601
"De 45 a 49 años (008)",543,535,30,23,45,66,156,99,72,44,8,2742
"De 50 y más años (009)",2159,2145,125,109,123,149,344,428,440,427,14,13696
"Conviviente (010)",2836,2794,171,540,539,373,472,328,205,166,42,10506
"De 12 a 14 años (011)",15,10,9,1,,,,,,,5,1
"De 15 a 19 años (012)",210,194,54,118,19,2,1,,,,16,166
"De 20 a 24 años (013)",386,377,37,181,117,29,12,1,,,9,558
"De 25 a 29 años (014)",415,409,20,121,156,77,31,4,,,6,820
"De 30 a 34 años (015)",370,368,5,61,106,83,85,24,4,,2,1073
"De 35 a 39 años (016)",373,372,9,18,70,90,106,58,17,4,1,1435
"De 40 a 44 años (017)",274,272,9,18,29,39,86,61,20,10,2,1230
"De 45 a 49 años (018)",202,202,5,3,9,18,61,43,36,27,,1238
"De 50 y más años (019)",591,590,23,19,33,35,90,137,128,125,1,3985
"Separado(a) (020)",600,598,2,249,117,73,89,35,20,13,2,1639
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",40,39,1,34,3,,1,,,,1,44
"De 20 a 24 años (023)",73,73,,54,14,4,1,,,,,98
