"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",150743,,,15872,36009,39419,25264,31064,3115
"Superior no univ. incompleto (035)",16749,,,,2463,7705,3355,2999,227
"Superior no univ. completo (036)",17469,,,,,5760,5365,5850,494
"Superior univ. incompleto (037)",15698,,,,2453,7158,2609,3298,180
"Superior univ. completo (038)",21348,,,,,5227,6213,9049,859
"Hombres (040)",179646,9440,19727,21539,22897,35648,24715,37707,7973
"Sin nivel (041)",12245,9440,1419,166,119,210,179,337,375
"Educación inicial (042)",5074,,4839,123,32,47,33,,
"Primaria (043)",47755,,13469,13418,2500,2850,2861,8146,4511
"Secundaria (044)",75945,,,7832,17786,19302,12293,16829,1903
"Superior no univ. incompleto (045)",9056,,,,1292,3941,1847,1815,161
"Superior no univ. completo (046)",8967,,,,,2959,2755,2954,299
"Superior univ. incompleto (047)",8926,,,,1168,3837,1544,2243,134
"Superior univ. completo (048)",11678,,,,,2502,3203,5383,590
"Mujeres (050)",184612,9030,19096,21397,23964,37815,26911,37475,8924
"Sin nivel (051)",13879,9030,1385,159,139,226,285,1010,1645
"Educación inicial (052)",4849,,4595,133,37,48,36,,
"Primaria (053)",58449,,13116,13065,3109,4813,5426,13429,5491
"Secundaria (054)",74798,,,8040,18223,20117,12971,14235,1212
"Superior no univ. incompleto (055)",7693,,,,1171,3764,1508,1184,66
"Superior no univ. completo (056)",8502,,,,,2801,2610,2896,195
"Superior univ. incompleto (057)",6772,,,,1285,3321,1065,1055,46
"Superior univ. completo (058)",9670,,,,,2725,3010,3666,269
,,,,,,,,,
"RURAL (060)",90542,6383,13455,13536,10491,14846,11295,16346,4190
"Sin nivel (061)",13364,6383,2613,141,138,363,527,1863,1336
"Educación inicial (062)",2099,,2037,29,5,19,9,,
"Primaria (063)",51918,,8805,11201,4661,7137,6561,10909,2644
"Secundaria (064)",20896,,,2165,5589,6540,3524,2900,178
"Superior no univ. incompleto (065)",617,,,,81,268,139,119,10
"Superior no univ. completo (066)",620,,,,,235,205,174,6
"Superior univ. incompleto (067)",298,,,,17,102,66,109,4
"Superior univ. completo (068)",730,,,,,182,264,272,12
"Hombres (070)",49451,3238,6877,7052,5913,8091,6245,9561,2474
"Sin nivel (071)",6001,3238,1317,66,61,131,162,562,464
"Educación inicial (072)",1078,,1043,16,1,13,5,,
"Primaria (073)",27647,,4517,5896,2522,3376,3243,6255,1838
"Secundaria (074)",13205,,,1074,3261,4052,2411,2262,145
"Superior no univ. incompleto (075)",442,,,,54,185,102,92,9
"Superior no univ. completo (076)",397,,,,,162,117,112,6
"Superior univ. incompleto (077)",230,,,,14,72,53,87,4
"Superior univ. completo (078)",451,,,,,100,152,191,8
"Mujeres (080)",41091,3145,6578,6484,4578,6755,5050,6785,1716
"Sin nivel (081)",7363,3145,1296,75,77,232,365,1301,872
"Educación inicial (082)",1021,,994,13,4,6,4,,
"Primaria (083)",24271,,4288,5305,2139,3761,3318,4654,806
"Secundaria (084)",7691,,,1091,2328,2488,1113,638,33
"Superior no univ. incompleto (085)",175,,,,27,83,37,27,1
"Superior no univ. completo (086)",223,,,,,73,88,62,
"Superior univ. incompleto (087)",68,,,,3,30,13,22,
"Superior univ. completo (088)",279,,,,,82,112,81,4
