"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TAHUAMANU (000)",10742,10581,122,39
"Hombres (001)",6448,6367,61,20
"Mujeres (002)",4294,4214,61,19
"Menores de 1 año (003)",198,153,32,13
"Hombres (004)",103,78,19,6
"Mujeres (005)",95,75,13,7
"De 1 a 5 años (006)",992,908,61,23
"Hombres (007)",496,456,28,12
"Mujeres (008)",496,452,33,11
"De 6 a 14 años (009)",1721,1715,4,2
"Hombres (010)",868,864,2,2
"Mujeres (011)",853,851,2,
"De 15 a 29 años (012)",3131,3124,6,1
"Hombres (013)",1821,1818,3,
"Mujeres (014)",1310,1306,3,1
"De 30 a 44 años (015)",2752,2745,7,
"Hombres (016)",1820,1816,4,
"Mujeres (017)",932,929,3,
"De 45 a 64 años (018)",1548,1542,6,
"Hombres (019)",1082,1079,3,
"Mujeres (020)",466,463,3,
"De 65 a más años (021)",400,394,6,
"Hombres (022)",258,256,2,
"Mujeres (023)",142,138,4,
,,,,
"URBANA (024)",7604,7526,54,24
"Hombres (025)",4440,4404,25,11
"Mujeres (026)",3164,3122,29,13
"Menores de 1 año (027)",142,118,16,8
"Hombres (028)",73,60,10,3
"Mujeres (029)",69,58,6,5
"De 1 a 5 años (030)",714,667,32,15
"Hombres (031)",341,321,13,7
"Mujeres (032)",373,346,19,8
"De 6 a 14 años (033)",1220,1218,1,1
"Hombres (034)",604,602,1,1
"Mujeres (035)",616,616,,
"De 15 a 29 años (036)",2326,2325,1,
"Hombres (037)",1322,1322,,
"Mujeres (038)",1004,1003,1,
"De 30 a 44 años (039)",1973,1972,1,
"Hombres (040)",1273,1272,1,
"Mujeres (041)",700,700,,
"De 45 a 64 años (042)",997,995,2,
"Hombres (043)",688,688,,
"Mujeres (044)",309,307,2,
"De 65 a más años (045)",232,231,1,
"Hombres (046)",139,139,,
"Mujeres (047)",93,92,1,
,,,,
"RURAL (048)",3138,3055,68,15
"Hombres (049)",2008,1963,36,9
"Mujeres (050)",1130,1092,32,6
"Menores de 1 año (051)",56,35,16,5
"Hombres (052)",30,18,9,3
"Mujeres (053)",26,17,7,2
"De 1 a 5 años (054)",278,241,29,8
"Hombres (055)",155,135,15,5
"Mujeres (056)",123,106,14,3
"De 6 a 14 años (057)",501,497,3,1
"Hombres (058)",264,262,1,1
"Mujeres (059)",237,235,2,
"De 15 a 29 años (060)",805,799,5,1
"Hombres (061)",499,496,3,
"Mujeres (062)",306,303,2,1
"De 30 a 44 años (063)",779,773,6,
"Hombres (064)",547,544,3,
"Mujeres (065)",232,229,3,
"De 45 a 64 años (066)",551,547,4,
"Hombres (067)",394,391,3,
"Mujeres (068)",157,156,1,
"De 65 a más años (069)",168,163,5,
"Hombres (070)",119,117,2,
"Mujeres (071)",49,46,3,
