"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAYLLOMA (000)",901,12,438,263,149,39
"Conviviente (001)",303,,151,105,43,4
"Separado(a) (002)",33,,8,16,7,2
"Casado(a) (003)",217,,20,92,83,22
"Viudo(a) (004)",19,,2,2,6,9
"Divorciado(a) (005)",2,,1,1,,
"Soltero(a) (006)",327,12,256,47,10,2
"Hombres (008)",591,7,268,186,106,24
"Conviviente (009)",204,,93,77,32,2
"Separado(a) (010)",10,,2,5,2,1
"Casado(a) (011)",156,,13,70,59,14
"Viudo(a) (012)",11,,,2,3,6
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",209,7,160,31,10,1
"Mujeres (016)",310,5,170,77,43,15
"Conviviente (017)",99,,58,28,11,2
"Separado(a) (018)",23,,6,11,5,1
"Casado(a) (019)",61,,7,22,24,8
"Viudo(a) (020)",8,,2,,3,3
"Divorciado(a) (021)",1,,1,,,
"Soltero(a) (022)",118,5,96,16,,1
,,,,,,
"AREA URBANA (024)",703,8,333,210,121,31
"Conviviente (025)",256,,127,89,36,4
"Separado(a) (026)",31,,8,14,7,2
"Casado(a) (027)",170,,15,73,67,15
"Viudo(a) (028)",15,,1,2,4,8
"Divorciado(a) (029)",2,,1,1,,
"Soltero(a) (030)",229,8,181,31,7,2
"Hombres (032)",449,4,195,145,86,19
"Conviviente (033)",169,,76,63,28,2
"Separado(a) (034)",9,,2,4,2,1
"Casado(a) (035)",121,,9,54,48,10
"Viudo(a) (036)",8,,,2,1,5
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",141,4,108,21,7,1
"Mujeres (040)",254,4,138,65,35,12
"Conviviente (041)",87,,51,26,8,2
"Separado(a) (042)",22,,6,10,5,1
"Casado(a) (043)",49,,6,19,19,5
"Viudo(a) (044)",7,,1,,3,3
"Divorciado(a) (045)",1,,1,,,
"Soltero(a) (046)",88,4,73,10,,1
,,,,,,
"AREA RURAL (048)",198,4,105,53,28,8
"Conviviente (049)",47,,24,16,7,
"Separado(a) (050)",2,,,2,,
"Casado(a) (051)",47,,5,19,16,7
"Viudo(a) (052)",4,,1,,2,1
"Soltero(a) (054)",98,4,75,16,3,
"Hombres (056)",142,3,73,41,20,5
"Conviviente (057)",35,,17,14,4,
"Separado(a) (058)",1,,,1,,
"Casado(a) (059)",35,,4,16,11,4
"Viudo(a) (060)",3,,,,2,1
"Soltero(a) (062)",68,3,52,10,3,
"Mujeres (064)",56,1,32,12,8,3
"Conviviente (065)",12,,7,2,3,
"Separado(a) (066)",1,,,1,,
"Casado(a) (067)",12,,1,3,5,3
"Viudo(a) (068)",1,,1,,,
"Soltero(a) (070)",30,1,23,6,,
