"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PISCO (000)",45715,10677,16250,15679,686,1762,661
"Sin nivel (001)",721,25,312,294,13,70,7
"Educación inicial (002)",33,2,18,11,,1,1
"Primaria (003)",7583,417,3021,3377,124,487,157
"Secundaria (004)",21270,2903,9005,7806,285,882,389
"Superior no univ. incompleta (005)",3369,931,1142,1105,49,99,43
"Superior no univ. completa (006)",6869,3082,1936,1619,86,107,39
"Superior univ. incompleta (007)",1811,725,393,576,48,57,12
"Superior univ. completa (008)",4059,2592,423,891,81,59,13
"Hombres (010)",32132,6414,13068,11239,503,827,81
"Sin nivel (011)",330,18,159,141,4,8,
"Educación inicial (012)",17,1,10,5,,1,
"Primaria (013)",5066,272,2193,2274,91,221,15
"Secundaria (014)",16109,2016,7449,5893,221,474,56
"Superior no univ. incompleta (015)",2313,545,923,770,31,39,5
"Superior no univ. completa (016)",4416,1591,1671,1061,58,34,1
"Superior univ. incompleta (017)",1290,482,317,431,35,22,3
"Superior univ. completa (018)",2591,1489,346,664,63,28,1
"Mujeres (020)",13583,4263,3182,4440,183,935,580
"Sin nivel (021)",391,7,153,153,9,62,7
"Educación inicial (022)",16,1,8,6,,,1
"Primaria (023)",2517,145,828,1103,33,266,142
"Secundaria (024)",5161,887,1556,1913,64,408,333
"Superior no univ. incompleta (025)",1056,386,219,335,18,60,38
"Superior no univ. completa (026)",2453,1491,265,558,28,73,38
"Superior univ. incompleta (027)",521,243,76,145,13,35,9
"Superior univ. completa (028)",1468,1103,77,227,18,31,12
,,,,,,,
"URBANA (030)",39923,10123,13868,13459,609,1239,625
"Sin nivel (031)",520,22,226,214,9,43,6
"Educación inicial (032)",29,2,16,10,,,1
"Primaria (033)",5962,382,2337,2641,98,355,149
"Secundaria (034)",18416,2741,7675,6786,254,594,366
"Superior no univ. incompleta (035)",3114,894,1050,1010,41,76,43
"Superior no univ. completa (036)",6360,2906,1797,1458,82,80,37
"Superior univ. incompleta (037)",1704,696,375,531,45,47,10
"Superior univ. completa (038)",3818,2480,392,809,80,44,13
"Hombres (040)",27584,6020,11188,9357,435,515,69
"Sin nivel (041)",233,15,115,98,1,4,
"Educación inicial (042)",15,1,9,5,,,
"Primaria (043)",3803,241,1689,1647,65,151,10
"Secundaria (044)",13760,1874,6353,5009,194,281,49
"Superior no univ. incompleta (045)",2111,520,848,687,25,26,5
"Superior no univ. completa (046)",4045,1487,1554,927,55,21,1
"Superior univ. incompleta (047)",1207,462,300,391,33,18,3
"Superior univ. completa (048)",2410,1420,320,593,62,14,1
"Mujeres (050)",12339,4103,2680,4102,174,724,556
"Sin nivel (051)",287,7,111,116,8,39,6
"Educación inicial (052)",14,1,7,5,,,1
"Primaria (053)",2159,141,648,994,33,204,139
"Secundaria (054)",4656,867,1322,1777,60,313,317
"Superior no univ. incompleta (055)",1003,374,202,323,16,50,38
"Superior no univ. completa (056)",2315,1419,243,531,27,59,36
"Superior univ. incompleta (057)",497,234,75,140,12,29,7
"Superior univ. completa (058)",1408,1060,72,216,18,30,12
,,,,,,,
"RURAL (060)",5792,554,2382,2220,77,523,36
"Sin nivel (061)",201,3,86,80,4,27,1
"Educación inicial (062)",4,,2,1,,1,
"Primaria (063)",1621,35,684,736,26,132,8
"Secundaria (064)",2854,162,1330,1020,31,288,23
"Superior no univ. incompleta (065)",255,37,92,95,8,23,
"Superior no univ. completa (066)",509,176,139,161,4,27,2
"Superior univ. incompleta (067)",107,29,18,45,3,10,2
"Superior univ. completa (068)",241,112,31,82,1,15,
"Hombres (070)",4548,394,1880,1882,68,312,12
"Sin nivel (071)",97,3,44,43,3,4,
"Educación inicial (072)",2,,1,,,1,
"Primaria (073)",1263,31,504,627,26,70,5
"Secundaria (074)",2349,142,1096,884,27,193,7
"Superior no univ. incompleta (075)",202,25,75,83,6,13,
"Superior no univ. completa (076)",371,104,117,134,3,13,
"Superior univ. incompleta (077)",83,20,17,40,2,4,
"Superior univ. completa (078)",181,69,26,71,1,14,
"Mujeres (080)",1244,160,502,338,9,211,24
"Sin nivel (081)",104,,42,37,1,23,1
"Educación inicial (082)",2,,1,1,,,
"Primaria (083)",358,4,180,109,,62,3
"Secundaria (084)",505,20,234,136,4,95,16
"Superior no univ. incompleta (085)",53,12,17,12,2,10,
"Superior no univ. completa (086)",138,72,22,27,1,14,2
"Superior univ. incompleta (087)",24,9,1,5,1,6,2
"Superior univ. completa (088)",60,43,5,11,,1,
