"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SUCRE (000)",3514,3403,17,499,495,475,881,605,331,100,111,14604
"De 12 a 14 años (001)",14,5,1,3,1,,,,,,9,5
"De 15 a 19 años (002)",104,94,1,74,12,3,4,,,,10,123
"De 20 a 24 años (003)",273,244,3,129,83,22,7,,,,29,392
"De 25 a 29 años (004)",342,323,1,92,125,65,38,2,,,19,709
"De 30 a 34 años (005)",348,337,3,42,89,74,112,14,3,,11,1039
"De 35 a 39 años (006)",342,329,2,26,42,62,135,45,17,,13,1319
"De 40 a 44 años (007)",341,339,,20,26,53,116,76,41,7,2,1673
"De 45 a 49 años (008)",266,263,,23,16,43,74,67,28,12,3,1312
"De 50 y más años (009)",1484,1469,6,90,101,153,395,401,242,81,15,8032
"Sin nivel (010)",1057,1040,4,60,79,108,288,282,172,47,17,5627
"De 15 a 19 años (012)",2,2,,,1,,1,,,,,6
"De 20 a 24 años (013)",7,7,1,3,2,,1,,,,,11
"De 25 a 29 años (014)",9,8,,1,4,1,2,,,,1,20
"De 30 a 34 años (015)",14,12,,1,3,2,5,1,,,2,42
"De 35 a 39 años (016)",35,30,,2,2,4,10,5,7,,5,151
"De 40 a 44 años (017)",55,55,,2,7,6,17,11,10,2,,290
"De 45 a 49 años (018)",61,61,,3,3,7,19,16,8,5,,338
"De 50 y más años (019)",874,865,3,48,57,88,233,249,147,40,9,4769
"Educacion Inicial (020)",8,8,,1,3,,4,,,,,25
"De 20 a 24 años (023)",3,3,,,2,,1,,,,,8
"De 25 a 29 años (024)",2,2,,,1,,1,,,,,7
"De 30 a 34 años (025)",1,1,,1,,,,,,,,1
"De 35 a 39 años (026)",2,2,,,,,2,,,,,9
