"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARAÑON (000)",6180,5509,171,82,418
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",12,,,1,11
"Profes., científicos e intelectuales (002)",450,105,60,51,234
"Técnicos de nivel medio y trab. asimilados (003)",59,17,2,3,37
"Jefes y empleados de oficina (004)",68,7,1,7,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",166,160,3,,3
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3486,3459,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",60,48,8,,4
"Obreros construc.,conf.,papel, fab., instr. (008)",95,54,13,5,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1546,1460,50,10,26
"Otra (010)",20,,,,20
"Ocupación no especificada (011)",218,199,7,5,7
"Hombres (012)",5300,4819,142,63,276
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",10,,,1,9
"Profes., científicos e intelectuales (014)",278,56,43,37,142
"Técnicos de nivel medio y trab. asimilados (015)",37,14,1,3,19
"Jefes y empleados de oficina (016)",42,5,,3,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",88,86,1,,1
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3287,3261,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",57,46,8,,3
"Obreros construc.,conf.,papel, fab., instr. (020)",93,53,13,5,22
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1261,1185,46,9,21
"Otra (022)",20,,,,20
"Ocupación no especificada (023)",127,113,4,5,5
"Mujeres (024)",880,690,29,19,142
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",2,,,,2
"Profes., científicos e intelectuales (026)",172,49,17,14,92
"Técnicos de nivel medio y trab. asimilados (027)",22,3,1,,18
"Jefes y empleados de oficina (028)",26,2,1,4,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",78,74,2,,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",199,198,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",3,2,,,1
"Obreros construc.,conf.,papel, fab., instr. (032)",2,1,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",285,275,4,1,5
"Ocupación no especificada (035)",91,86,3,,2
,,,,,
