"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CELENDIN (000)",24922,54,1780,304,300,1480,9933,1365,1119,6387,29,776,1395
"Agric., ganadería, caza y silvicultura (001)",14506,,5,9,,,9933,1,3,4555,,,
"Explotación de minas y canteras (003)",41,,1,1,3,,,14,1,21,,,
"Industrias manufactureras (004)",1508,1,3,8,2,6,,1191,294,3,,,
"Suministro de electricidad, gas y agua (005)",19,,1,1,5,,,8,1,3,,,
"Construcción (006)",772,,23,14,3,,,19,385,328,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1589,1,12,60,3,1143,,123,7,240,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",112,,1,2,,13,,90,5,1,,,
"Comercio al por mayor (009)",57,1,1,7,1,45,,,1,1,,,
"Comercio al por menor (010)",1420,,10,51,2,1085,,33,1,238,,,
"Hoteles y restaurantes (011)",393,2,,13,3,290,,1,,84,,,
"Trans., almac. y comunicaciones (012)",508,,1,13,23,,,1,405,65,,,
"Intermediación financiera (013)",17,2,1,2,11,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",137,,40,24,35,8,,1,2,27,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",369,37,27,22,121,8,,5,14,106,29,,
"Enseñanza (016)",1608,11,1568,3,22,,,,1,3,,,
"Servicios sociales y de salud (017)",169,,77,78,6,3,,1,2,2,,,
"Otras activ. serv.comun.soc y personales (018)",357,,11,50,14,22,,,4,256,,,
"Hogares privados con servicio doméstico (019)",693,,,1,,,,,,692,,,
"Actividad economica no especificada (021)",841,,10,5,49,,,,,1,,776,
"Desocupado (022)",1395,,,,,,,,,,,,1395
"Hombres (023)",18926,45,889,202,157,545,9586,561,827,4751,28,303,1032
"Agric., ganadería, caza y silvicultura (024)",13538,,5,9,,,9586,1,3,3934,,,
"Explotación de minas y canteras (026)",40,,1,1,2,,,14,1,21,,,
"Industrias manufactureras (027)",419,1,2,3,2,2,,394,13,2,,,
"Suministro de electricidad, gas y agua (028)",15,,1,1,2,,,8,1,2,,,
"Construcción (029)",765,,22,13,3,,,19,384,324,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",760,,5,28,,475,,117,7,128,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",103,,1,2,,9,,85,5,1,,,
"Comercio al por mayor (032)",36,,1,3,,30,,,1,1,,,
"Comercio al por menor (033)",621,,3,23,,436,,32,1,126,,,
"Hoteles y restaurantes (034)",72,1,,8,3,40,,1,,19,,,
"Trans., almac. y comunicaciones (035)",471,,1,10,13,,,1,398,48,,,
"Intermediación financiera (036)",15,2,1,2,9,,,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",89,,30,20,15,8,,1,1,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",284,35,21,18,74,7,,4,12,85,28,,
"Enseñanza (039)",770,6,752,2,6,,,,1,3,,,
"Servicios sociales y de salud (040)",74,,33,36,,1,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (041)",217,,6,46,6,12,,,4,143,,,
"Hogares privados con servicio doméstico (042)",26,,,,,,,,,26,,,
"Actividad economica no especificada (044)",339,,9,5,22,,,,,,,303,
"Desocupado (045)",1032,,,,,,,,,,,,1032
"Mujeres (046)",5996,9,891,102,143,935,347,804,292,1636,1,473,363
"Agric., ganadería, caza y silvicultura (047)",968,,,,,,347,,,621,,,
"Explotación de minas y canteras (049)",1,,,,1,,,,,,,,
"Industrias manufactureras (050)",1089,,1,5,,4,,797,281,1,,,
"Suministro de electricidad, gas y agua (051)",4,,,,3,,,,,1,,,
"Construcción (052)",7,,1,1,,,,,1,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",829,1,7,32,3,668,,6,,112,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",9,,,,,4,,5,,,,,
"Comercio al por mayor (055)",21,1,,4,1,15,,,,,,,
"Comercio al por menor (056)",799,,7,28,2,649,,1,,112,,,
"Hoteles y restaurantes (057)",321,1,,5,,250,,,,65,,,
"Trans., almac. y comunicaciones (058)",37,,,3,10,,,,7,17,,,
"Intermediación financiera (059)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",48,,10,4,20,,,,1,13,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",85,2,6,4,47,1,,1,2,21,1,,
"Enseñanza (062)",838,5,816,1,16,,,,,,,,
"Servicios sociales y de salud (063)",95,,44,42,6,2,,,,1,,,
"Otras activ. serv.comun.soc y personales (064)",140,,5,4,8,10,,,,113,,,
"Hogares privados con servicio doméstico (065)",667,,,1,,,,,,666,,,
"Actividad economica no especificada (067)",502,,1,,27,,,,,1,,473,
"Desocupado (068)",363,,,,,,,,,,,,363
,,,,,,,,,,,,,
"URBANA (069)",7560,40,1494,249,272,1152,886,668,702,1409,28,212,448
"Agric., ganadería, caza y silvicultura (070)",1313,,4,4,,,886,,1,418,,,
"Explotación de minas y canteras (072)",14,,1,1,3,,,5,1,3,,,
"Industrias manufactureras (073)",598,1,2,8,2,4,,520,60,1,,,
"Suministro de electricidad, gas y agua (074)",12,,1,,5,,,4,,2,,,
"Construcción (075)",474,,23,13,2,,,17,273,146,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1320,1,12,51,3,952,,113,6,182,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",101,,1,1,,12,,82,5,,,,
"Comercio al por mayor (078)",45,1,1,7,1,33,,,1,1,,,
"Comercio al por menor (079)",1174,,10,43,2,907,,31,,181,,,
"Hoteles y restaurantes (080)",231,2,,13,2,155,,1,,58,,,
"Trans., almac. y comunicaciones (081)",424,,,12,21,,,1,342,48,,,
"Intermediación financiera (082)",16,2,1,1,11,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",127,,38,24,32,8,,1,1,23,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",286,25,26,18,106,8,,5,11,59,28,,
"Enseñanza (085)",1339,9,1305,2,20,,,,1,2,,,
"Servicios sociales y de salud (086)",130,,61,55,6,3,,1,2,2,,,
"Otras activ. serv.comun.soc y personales (087)",240,,11,41,11,22,,,4,151,,,
"Hogares privados con servicio doméstico (088)",313,,,1,,,,,,312,,,
"Actividad economica no especificada (090)",275,,9,5,48,,,,,1,,212,
"Desocupado (091)",448,,,,,,,,,,,,448
"Hombres (092)",4619,32,733,165,136,438,837,417,637,786,27,95,316
"Agric., ganadería, caza y silvicultura (093)",1218,,4,4,,,837,,1,372,,,
"Explotación de minas y canteras (095)",13,,1,1,2,,,5,1,3,,,
"Industrias manufactureras (096)",291,1,1,3,2,2,,276,5,1,,,
"Suministro de electricidad, gas y agua (097)",9,,1,,2,,,4,,2,,,
"Construcción (098)",467,,22,12,2,,,17,272,142,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",604,,5,25,,376,,107,6,85,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",92,,1,1,,8,,77,5,,,,
"Comercio al por mayor (101)",26,,1,3,,20,,,1,1,,,
"Comercio al por menor (102)",486,,3,21,,348,,30,,84,,,
"Hoteles y restaurantes (103)",56,1,,8,2,32,,1,,12,,,
"Trans., almac. y comunicaciones (104)",391,,,9,12,,,1,336,33,,,
"Intermediación financiera (105)",14,2,1,1,9,,,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",81,,29,20,12,8,,1,,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",210,23,20,15,61,7,,4,9,44,27,,
"Enseñanza (108)",620,5,606,1,5,,,,1,2,,,
"Servicios sociales y de salud (109)",58,,29,24,,1,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (110)",133,,6,37,5,12,,,4,69,,,
"Hogares privados con servicio doméstico (111)",8,,,,,,,,,8,,,
"Actividad economica no especificada (113)",130,,8,5,22,,,,,,,95,
"Desocupado (114)",316,,,,,,,,,,,,316
"Mujeres (115)",2941,8,761,84,136,714,49,251,65,623,1,117,132
"Agric., ganadería, caza y silvicultura (116)",95,,,,,,49,,,46,,,
"Explotación de minas y canteras (118)",1,,,,1,,,,,,,,
"Industrias manufactureras (119)",307,,1,5,,2,,244,55,,,,
"Suministro de electricidad, gas y agua (120)",3,,,,3,,,,,,,,
"Construcción (121)",7,,1,1,,,,,1,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",716,1,7,26,3,576,,6,,97,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",9,,,,,4,,5,,,,,
"Comercio al por mayor (124)",19,1,,4,1,13,,,,,,,
"Comercio al por menor (125)",688,,7,22,2,559,,1,,97,,,
"Hoteles y restaurantes (126)",175,1,,5,,123,,,,46,,,
"Trans., almac. y comunicaciones (127)",33,,,3,9,,,,6,15,,,
"Intermediación financiera (128)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",46,,9,4,20,,,,1,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",76,2,6,3,45,1,,1,2,15,1,,
"Enseñanza (131)",719,4,699,1,15,,,,,,,,
"Servicios sociales y de salud (132)",72,,32,31,6,2,,,,1,,,
"Otras activ. serv.comun.soc y personales (133)",107,,5,4,6,10,,,,82,,,
"Hogares privados con servicio doméstico (134)",305,,,1,,,,,,304,,,
"Actividad economica no especificada (136)",145,,1,,26,,,,,1,,117,
"Desocupado (137)",132,,,,,,,,,,,,132
,,,,,,,,,,,,,
"RURAL (138)",17362,14,286,55,28,328,9047,697,417,4978,1,564,947
"Agric., ganadería, caza y silvicultura (139)",13193,,1,5,,,9047,1,2,4137,,,
"Explotación de minas y canteras (141)",27,,,,,,,9,,18,,,
"Industrias manufactureras (142)",910,,1,,,2,,671,234,2,,,
"Suministro de electricidad, gas y agua (143)",7,,,1,,,,4,1,1,,,
"Construcción (144)",298,,,1,1,,,2,112,182,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",269,,,9,,191,,10,1,58,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",11,,,1,,1,,8,,1,,,
"Comercio al por mayor (147)",12,,,,,12,,,,,,,
"Comercio al por menor (148)",246,,,8,,178,,2,1,57,,,
"Hoteles y restaurantes (149)",162,,,,1,135,,,,26,,,
