"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANUCO (000)",94695,20760,12456,43549,1826,8128,2669,5307
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",198,177,,,21,,,
"Profes., científicos e intelectuales (002)",10512,9055,,1301,130,25,1,
"Técnicos de nivel medio y trab. asimilados (003)",3498,2063,,1213,190,31,1,
"Jefes y empleados de oficina (004)",3073,3006,,35,,32,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13408,3112,122,8439,385,1348,2,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",18485,,1,17796,688,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5451,,1453,3624,221,153,,
"Obreros construc.,conf.,papel, fab., instr. (008)",8738,836,2137,5581,120,63,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",24223,1717,8563,5004,42,6233,2664,
"Otra (010)",451,451,,,,,,
"Ocupación no especificada (011)",1351,343,180,556,29,243,,
"Desocupado (012)",5307,,,,,,,5307
"Hombres (013)",64069,11310,10889,32148,1379,4768,196,3379
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",132,119,,,13,,,
"Profes., científicos e intelectuales (015)",5392,4365,,920,99,8,,
"Técnicos de nivel medio y trab. asimilados (016)",2393,1288,,953,134,18,,
"Jefes y empleados de oficina (017)",1460,1431,,16,,13,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",5867,1815,53,3500,216,282,1,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",16844,,1,16258,585,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",4530,,1321,2918,194,97,,
"Obreros construc.,conf.,papel, fab., instr. (021)",8513,822,2096,5425,110,59,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",14560,872,7297,1925,12,4260,194,
"Otra (023)",412,412,,,,,,
"Ocupación no especificada (024)",587,186,121,233,16,31,,
"Desocupado (025)",3379,,,,,,,3379
"Mujeres (026)",30626,9450,1567,11401,447,3360,2473,1928
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",66,58,,,8,,,
"Profes., científicos e intelectuales (028)",5120,4690,,381,31,17,1,
"Técnicos de nivel medio y trab. asimilados (029)",1105,775,,260,56,13,1,
"Jefes y empleados de oficina (030)",1613,1575,,19,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",7541,1297,69,4939,169,1066,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1641,,,1538,103,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",921,,132,706,27,56,,
"Obreros construc.,conf.,papel, fab., instr. (034)",225,14,41,156,10,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",9663,845,1266,3079,30,1973,2470,
"Otra (036)",39,39,,,,,,
"Ocupación no especificada (037)",764,157,59,323,13,212,,
"Desocupado (038)",1928,,,,,,,1928
,,,,,,,,
"URBANA (039)",61193,19996,6656,24908,1195,2582,2229,3627
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",185,164,,,21,,,
"Profes., científicos e intelectuales (041)",10224,8797,,1276,127,23,1,
"Técnicos de nivel medio y trab. asimilados (042)",3395,1999,,1179,187,29,1,
"Jefes y empleados de oficina (043)",2986,2920,,34,,32,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",12397,2955,110,7695,375,1260,2,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2538,,1,2435,102,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",4480,,1309,2827,212,132,,
"Obreros construc.,conf.,papel, fab., instr. (047)",7404,767,1781,4705,107,43,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",12546,1626,3294,4393,39,970,2224,
"Otra (049)",445,445,,,,,,
"Ocupación no especificada (050)",966,323,161,364,25,93,,
"Desocupado (051)",3627,,,,,,,3627
"Hombres (052)",36905,10871,5796,16041,853,1008,151,2185
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",123,110,,,13,,,
"Profes., científicos e intelectuales (054)",5248,4241,,904,96,7,,
"Técnicos de nivel medio y trab. asimilados (055)",2326,1251,,926,133,16,,
"Jefes y empleados de oficina (056)",1416,1387,,16,,13,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",5485,1724,50,3240,212,258,1,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2170,,1,2083,86,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",3841,,1188,2373,190,90,,
"Obreros construc.,conf.,papel, fab., instr. (060)",7208,753,1742,4574,98,40,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",5994,814,2706,1751,11,563,149,
"Otra (062)",407,407,,,,,,
"Ocupación no especificada (063)",502,184,109,174,14,21,,
"Desocupado (064)",2185,,,,,,,2185
"Mujeres (065)",24288,9125,860,8867,342,1574,2078,1442
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",62,54,,,8,,,
"Profes., científicos e intelectuales (067)",4976,4556,,372,31,16,1,
"Técnicos de nivel medio y trab. asimilados (068)",1069,748,,253,54,13,1,
"Jefes y empleados de oficina (069)",1570,1533,,18,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",6912,1231,60,4455,163,1002,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",368,,,352,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",639,,121,454,22,42,,
"Obreros construc.,conf.,papel, fab., instr. (073)",196,14,39,131,9,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",6552,812,588,2642,28,407,2075,
"Otra (075)",38,38,,,,,,
"Ocupación no especificada (076)",464,139,52,190,11,72,,
"Desocupado (077)",1442,,,,,,,1442
,,,,,,,,
"RURAL (078)",33502,764,5800,18641,631,5546,440,1680
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",13,13,,,,,,
"Profes., científicos e intelectuales (080)",288,258,,25,3,2,,
"Técnicos de nivel medio y trab. asimilados (081)",103,64,,34,3,2,,
"Jefes y empleados de oficina (082)",87,86,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1011,157,12,744,10,88,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",15947,,,15361,586,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",971,,144,797,9,21,,
"Obreros construc.,conf.,papel, fab., instr. (086)",1334,69,356,876,13,20,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",11677,91,5269,611,3,5263,440,
"Otra (088)",6,6,,,,,,
"Ocupación no especificada (089)",385,20,19,192,4,150,,
"Desocupado (090)",1680,,,,,,,1680
"Hombres (091)",27164,439,5093,16107,526,3760,45,1194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,9,,,,,,
