"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1419,,,,,524,442,401,52
"Superior univ. incompleto (037)",318,,,,27,104,98,79,10
"Superior univ. completo (038)",806,,,,,144,296,324,42
"Hombres (040)",8881,465,1090,1332,964,1434,1310,1747,539
"Sin nivel (041)",878,465,126,14,12,26,62,94,79
"Educación inicial (042)",260,,250,6,,3,1,,
"Primaria (043)",3210,,714,855,104,255,315,637,330
"Secundaria (044)",2619,,,457,759,519,391,441,52
"Superior no univ. incompleto (045)",529,,,,79,225,113,99,13
"Superior no univ. completo (046)",782,,,,,281,229,237,35
"Superior univ. incompleto (047)",167,,,,10,54,48,49,6
"Superior univ. completo (048)",436,,,,,71,151,190,24
"Mujeres (050)",9724,486,1143,1335,1058,1559,1461,1953,729
"Sin nivel (051)",1899,486,148,20,39,70,209,501,426
"Educación inicial (052)",255,,246,4,1,2,2,,
"Primaria (053)",3659,,749,860,193,418,422,787,230
"Secundaria (054)",2242,,,451,677,477,324,290,23
"Superior no univ. incompleto (055)",511,,,,131,226,96,47,11
"Superior no univ. completo (056)",637,,,,,243,213,164,17
"Superior univ. incompleto (057)",151,,,,17,50,50,30,4
"Superior univ. completo (058)",370,,,,,73,145,134,18
,,,,,,,,,
"RURAL (060)",35347,2128,4900,4967,3529,5615,4840,6586,2782
"Sin nivel (061)",8335,2128,1171,71,154,436,822,1943,1610
"Educación inicial (062)",675,,655,9,1,6,4,,
"Primaria (063)",19546,,3074,4051,1779,3185,2649,3684,1124
"Secundaria (064)",4801,,,836,1516,1186,700,540,23
"Superior no univ. incompleto (065)",500,,,,71,227,129,68,5
"Superior no univ. completo (066)",889,,,,,401,302,178,8
"Superior univ. incompleto (067)",182,,,,8,52,65,57,
"Superior univ. completo (068)",419,,,,,122,169,116,12
"Hombres (070)",18678,1077,2445,2577,1837,3141,2762,3499,1340
"Sin nivel (071)",3034,1077,579,35,47,112,242,494,448
"Educación inicial (072)",327,,315,6,,3,3,,
"Primaria (073)",10355,,1551,2076,814,1544,1347,2174,849
"Secundaria (074)",3264,,,460,918,851,574,443,18
"Superior no univ. incompleto (075)",397,,,,52,161,118,61,5
"Superior no univ. completo (076)",786,,,,,335,275,168,8
"Superior univ. incompleto (077)",158,,,,6,39,61,52,
"Superior univ. completo (078)",357,,,,,96,142,107,12
"Mujeres (080)",16669,1051,2455,2390,1692,2474,2078,3087,1442
"Sin nivel (081)",5301,1051,592,36,107,324,580,1449,1162
"Educación inicial (082)",348,,340,3,1,3,1,,
"Primaria (083)",9191,,1523,1975,965,1641,1302,1510,275
"Secundaria (084)",1537,,,376,598,335,126,97,5
"Superior no univ. incompleto (085)",103,,,,19,66,11,7,
"Superior no univ. completo (086)",103,,,,,66,27,10,
"Superior univ. incompleto (087)",24,,,,2,13,4,5,
"Superior univ. completo (088)",62,,,,,26,27,9,
