"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANGARAES (000)",19003,18215,5752,1832,1828,1449,2598,2071,1404,1281,788,60979
"De 12 a 14 años (001)",2280,2254,2239,11,4,,,,,,26,19
"De 15 a 19 años (002)",2690,2612,2270,290,42,6,4,,,,78,408
"De 20 a 24 años (003)",2123,1852,582,604,440,170,45,11,,,271,2247
"De 25 a 29 años (004)",1857,1653,139,322,446,360,328,51,7,,204,4055
"De 30 a 34 años (005)",1676,1605,74,193,298,246,520,217,48,9,71,5719
"De 35 a 39 años (006)",1422,1372,49,84,172,173,394,322,146,32,50,6317
"De 40 a 44 años (007)",1405,1383,53,58,105,119,307,345,241,155,22,7915
"De 45 a 49 años (008)",1196,1178,34,49,72,84,239,246,230,224,18,7572
"De 50 y más años (009)",4354,4306,312,221,249,291,761,879,732,861,48,26727
"Sin nivel (010)",5731,5619,400,348,384,405,1078,1173,883,948,112,32988
"De 12 a 14 años (011)",29,29,24,4,1,,,,,,,6
"De 15 a 19 años (012)",55,54,40,8,2,3,1,,,,1,25
"De 20 a 24 años (013)",132,119,19,43,35,15,3,4,,,13,196
"De 25 a 29 años (014)",258,236,11,31,43,62,69,18,2,,22,726
"De 30 a 34 años (015)",389,376,17,23,32,42,144,90,22,6,13,1689
"De 35 a 39 años (016)",391,376,8,22,41,31,97,112,53,12,15,1931
"De 40 a 44 años (017)",575,563,23,24,27,36,105,153,112,83,12,3488
"De 45 a 49 años (018)",619,612,18,23,30,30,108,124,135,144,7,4244
"De 50 y más años (019)",3283,3254,240,170,173,186,551,672,559,703,29,20683
"Educacion Inicial (020)",53,50,10,4,7,7,9,11,2,,3,165
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
"De 15 a 19 años (022)",3,3,3,,,,,,,,,
