"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia NAZCA (000)",45039,6500,7867,9464,8013,5731,7464
"Conviviente (001)",12919,159,2007,4638,3401,1587,1127
"Separado(a) (002)",1882,16,160,382,479,397,448
"Casado(a) (003)",11649,16,270,1600,2878,2871,4014
"Viudo(a) (004)",1600,,8,33,100,175,1284
"Divorciado(a) (005)",243,,4,19,49,65,106
"Soltero(a) (006)",16746,6309,5418,2792,1106,636,485
"Hombres (008)",23020,3330,3985,4775,4081,2918,3931
"Conviviente (009)",6378,81,708,2198,1821,904,666
"Separado(a) (010)",666,6,28,106,158,162,206
"Casado(a) (011)",5972,7,77,703,1392,1419,2374
"Viudo(a) (012)",447,,4,6,26,41,370
"Divorciado(a) (013)",112,,2,5,15,34,56
"Soltero(a) (014)",9445,3236,3166,1757,669,358,259
"Mujeres (016)",22019,3170,3882,4689,3932,2813,3533
"Conviviente (017)",6541,78,1299,2440,1580,683,461
"Separado(a) (018)",1216,10,132,276,321,235,242
"Casado(a) (019)",5677,9,193,897,1486,1452,1640
"Viudo(a) (020)",1153,,4,27,74,134,914
"Divorciado(a) (021)",131,,2,14,34,31,50
"Soltero(a) (022)",7301,3073,2252,1035,437,278,226
,,,,,,,
"URBANA (024)",39406,5699,6920,8392,7115,5031,6249
"Conviviente (025)",11098,138,1752,4077,2913,1332,886
"Separado(a) (026)",1687,14,143,350,438,363,379
"Casado(a) (027)",10279,14,248,1454,2636,2554,3373
"Viudo(a) (028)",1367,,7,29,88,153,1090
"Divorciado(a) (029)",232,,4,19,49,62,98
"Soltero(a) (030)",14743,5533,4766,2463,991,567,423
"Hombres (032)",19907,2872,3460,4208,3591,2541,3235
"Conviviente (033)",5463,71,625,1937,1549,760,521
"Separado(a) (034)",573,4,24,100,140,143,162
"Casado(a) (035)",5245,6,69,636,1285,1261,1988
"Viudo(a) (036)",368,,3,5,22,35,303
"Divorciado(a) (037)",104,,2,5,15,33,49
"Soltero(a) (038)",8154,2791,2737,1525,580,309,212
"Mujeres (040)",19499,2827,3460,4184,3524,2490,3014
"Conviviente (041)",5635,67,1127,2140,1364,572,365
"Separado(a) (042)",1114,10,119,250,298,220,217
"Casado(a) (043)",5034,8,179,818,1351,1293,1385
"Viudo(a) (044)",999,,4,24,66,118,787
"Divorciado(a) (045)",128,,2,14,34,29,49
"Soltero(a) (046)",6589,2742,2029,938,411,258,211
,,,,,,,
"RURAL (048)",5633,801,947,1072,898,700,1215
"Conviviente (049)",1821,21,255,561,488,255,241
"Separado(a) (050)",195,2,17,32,41,34,69
"Casado(a) (051)",1370,2,22,146,242,317,641
"Viudo(a) (052)",233,,1,4,12,22,194
"Divorciado(a) (053)",11,,,,,3,8
"Soltero(a) (054)",2003,776,652,329,115,69,62
"Hombres (056)",3113,458,525,567,490,377,696
"Conviviente (057)",915,10,83,261,272,144,145
"Separado(a) (058)",93,2,4,6,18,19,44
"Casado(a) (059)",727,1,8,67,107,158,386
"Viudo(a) (060)",79,,1,1,4,6,67
"Divorciado(a) (061)",8,,,,,1,7
"Soltero(a) (062)",1291,445,429,232,89,49,47
"Mujeres (064)",2520,343,422,505,408,323,519
"Conviviente (065)",906,11,172,300,216,111,96
"Separado(a) (066)",102,,13,26,23,15,25
"Casado(a) (067)",643,1,14,79,135,159,255
"Viudo(a) (068)",154,,,3,8,16,127
"Divorciado(a) (069)",3,,,,,2,1
"Soltero(a) (070)",712,331,223,97,26,20,15
