"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",145,120,9,11,5
"Mujeres (044)",6605,5153,410,307,735
"Agric., ganadería, caza y silvicultura (045)",1868,1689,118,43,18
"Explotación de minas y canteras (047)",4,1,,,3
"Industrias manufactureras (048)",192,160,9,15,8
"Suministro de electricidad, gas y agua (049)",3,1,,2,
"Construcción (050)",27,15,1,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1358,1305,44,5,4
"Venta, mant.y rep. veh.autom y motoc. (052)",29,28,,,1
"Comercio al por mayor (053)",68,56,8,1,3
"Comercio al por menor (054)",1261,1221,36,4,
"Hoteles y restaurantes (055)",694,638,47,7,2
"Trans., almac. y comunicaciones (056)",62,48,6,7,1
"Intermediación financiera (057)",16,3,3,6,4
"Activid.inmobil., empres. y alquileres (058)",96,67,4,15,10
"Admin.pub. y defensa; p. segur soc.afil (059)",261,,,,261
"Enseñanza (060)",813,217,136,176,284
"Servicios sociales y de salud (061)",185,38,11,4,132
"Otras activ. serv.comun.soc y personales (062)",189,165,13,6,5
"Hogares privados con servicio doméstico (063)",492,492,,,
"Actividad economica no especificada (065)",345,314,18,11,2
,,,,,
"URBANA (066)",16453,12499,1268,816,1870
"Agric., ganadería, caza y silvicultura (067)",5641,5080,427,110,24
"Pesca (068)",4,4,,,
"Explotación de minas y canteras (069)",49,2,,3,44
"Industrias manufactureras (070)",723,627,48,30,18
"Suministro de electricidad, gas y agua (071)",28,7,,18,3
"Construcción (072)",714,536,84,75,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2855,2665,132,48,10
"Venta, mant.y rep. veh.autom y motoc. (074)",314,286,19,4,5
"Comercio al por mayor (075)",168,126,23,14,5
"Comercio al por menor (076)",2373,2253,90,30,
"Hoteles y restaurantes (077)",837,756,66,11,4
"Trans., almac. y comunicaciones (078)",1475,1243,108,54,70
"Intermediación financiera (079)",36,4,8,11,13
"Activid.inmobil., empres. y alquileres (080)",366,223,35,49,59
"Admin.pub. y defensa; p. segur soc.afil (081)",904,,,,904
"Enseñanza (082)",1350,250,266,346,488
"Servicios sociales y de salud (083)",278,64,19,11,184
"Otras activ. serv.comun.soc y personales (084)",394,288,50,32,24
"Hogares privados con servicio doméstico (085)",459,459,,,
"Actividad economica no especificada (087)",340,291,25,18,6
"Hombres (088)",11933,9149,968,548,1268
"Agric., ganadería, caza y silvicultura (089)",5178,4679,389,90,20
"Pesca (090)",4,4,,,
"Explotación de minas y canteras (091)",46,1,,3,42
"Industrias manufactureras (092)",568,500,41,17,10
"Suministro de electricidad, gas y agua (093)",26,7,,16,3
"Construcción (094)",689,523,83,65,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1636,1496,90,44,6
"Venta, mant.y rep. veh.autom y motoc. (096)",285,258,19,4,4
"Comercio al por mayor (097)",107,76,16,13,2
"Comercio al por menor (098)",1244,1162,55,27,
"Hoteles y restaurantes (099)",211,182,23,4,2
"Trans., almac. y comunicaciones (100)",1413,1195,102,47,69
"Intermediación financiera (101)",22,3,5,5,9
"Activid.inmobil., empres. y alquileres (102)",275,161,31,34,49
"Admin.pub. y defensa; p. segur soc.afil (103)",666,,,,666
"Enseñanza (104)",707,103,150,181,273
"Servicios sociales y de salud (105)",125,32,8,7,78
"Otras activ. serv.comun.soc y personales (106)",224,142,37,26,19
"Hogares privados con servicio doméstico (107)",31,31,,,
"Actividad economica no especificada (109)",112,90,9,9,4
"Mujeres (110)",4520,3350,300,268,602
"Agric., ganadería, caza y silvicultura (111)",463,401,38,20,4
"Explotación de minas y canteras (113)",3,1,,,2
"Industrias manufactureras (114)",155,127,7,13,8
"Suministro de electricidad, gas y agua (115)",2,,,2,
"Construcción (116)",25,13,1,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1219,1169,42,4,4
"Venta, mant.y rep. veh.autom y motoc. (118)",29,28,,,1
"Comercio al por mayor (119)",61,50,7,1,3
"Comercio al por menor (120)",1129,1091,35,3,
"Hoteles y restaurantes (121)",626,574,43,7,2
"Trans., almac. y comunicaciones (122)",62,48,6,7,1
"Intermediación financiera (123)",14,1,3,6,4
"Activid.inmobil., empres. y alquileres (124)",91,62,4,15,10
"Admin.pub. y defensa; p. segur soc.afil (125)",238,,,,238
"Enseñanza (126)",643,147,116,165,215
"Servicios sociales y de salud (127)",153,32,11,4,106
"Otras activ. serv.comun.soc y personales (128)",170,146,13,6,5
"Hogares privados con servicio doméstico (129)",428,428,,,
"Actividad economica no especificada (131)",228,201,16,9,2
,,,,,
"RURAL (132)",19116,17406,1077,337,296
"Agric., ganadería, caza y silvicultura (133)",17490,16247,933,268,42
"Pesca (134)",1,1,,,
"Explotación de minas y canteras (135)",1,,,,1
"Industrias manufactureras (136)",117,103,9,5,
"Suministro de electricidad, gas y agua (137)",2,2,,,
"Construcción (138)",133,93,22,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",316,300,12,4,
"Venta, mant.y rep. veh.autom y motoc. (140)",23,18,5,,
"Comercio al por mayor (141)",26,22,4,,
"Comercio al por menor (142)",267,260,3,4,
"Hoteles y restaurantes (143)",80,75,5,,
"Trans., almac. y comunicaciones (144)",217,184,12,16,5
"Intermediación financiera (145)",2,2,,,
"Activid.inmobil., empres. y alquileres (146)",27,17,5,1,4
"Admin.pub. y defensa; p. segur soc.afil (147)",64,,,,64
"Enseñanza (148)",357,124,72,26,135
"Servicios sociales y de salud (149)",49,13,,,36
"Otras activ. serv.comun.soc y personales (150)",40,32,5,,3
"Hogares privados con servicio doméstico (151)",70,70,,,
"Actividad economica no especificada (153)",150,143,2,4,1
"Hombres (154)",17031,15603,967,298,163
"Agric., ganadería, caza y silvicultura (155)",16085,14959,853,245,28
"Pesca (156)",1,1,,,
"Industrias manufactureras (158)",80,70,7,3,
"Suministro de electricidad, gas y agua (159)",1,1,,,
"Construcción (160)",131,91,22,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",177,164,10,3,
"Venta, mant.y rep. veh.autom y motoc. (162)",23,18,5,,
"Comercio al por mayor (163)",19,16,3,,
"Comercio al por menor (164)",135,130,2,3,
"Hoteles y restaurantes (165)",12,11,1,,
"Trans., almac. y comunicaciones (166)",217,184,12,16,5
"Activid.inmobil., empres. y alquileres (168)",22,12,5,1,4
"Admin.pub. y defensa; p. segur soc.afil (169)",41,,,,41
"Enseñanza (170)",187,54,52,15,66
"Servicios sociales y de salud (171)",17,7,,,10
"Otras activ. serv.comun.soc y personales (172)",21,13,5,,3
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",33,30,,2,1
"Mujeres (176)",2085,1803,110,39,133
"Agric., ganadería, caza y silvicultura (177)",1405,1288,80,23,14
"Explotación de minas y canteras (179)",1,,,,1
"Industrias manufactureras (180)",37,33,2,2,
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",2,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",139,136,2,1,
"Comercio al por mayor (185)",7,6,1,,
"Comercio al por menor (186)",132,130,1,1,
"Hoteles y restaurantes (187)",68,64,4,,
"Intermediación financiera (189)",2,2,,,
"Activid.inmobil., empres. y alquileres (190)",5,5,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",23,,,,23
"Enseñanza (192)",170,70,20,11,69
"Servicios sociales y de salud (193)",32,6,,,26
"Otras activ. serv.comun.soc y personales (194)",19,19,,,
"Hogares privados con servicio doméstico (195)",64,64,,,
"Actividad economica no especificada (197)",117,113,2,2,
