"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAYLAS (000)",16579,2273,3052,7839,255,2241,212,707
"Agric., ganadería, caza y silvicultura (001)",8708,67,1594,5029,156,1862,,
"Explotación de minas y canteras (003)",244,25,203,11,2,3,,
"Industrias manufactureras (004)",511,20,181,271,22,17,,
"Suministro de electricidad, gas y agua (005)",73,38,33,2,,,,
"Construcción (006)",833,25,612,176,6,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1646,140,49,1266,31,160,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",140,11,38,77,9,5,,
"Comercio al por mayor (009)",87,29,4,43,2,9,,
"Comercio al por menor (010)",1419,100,7,1146,20,146,,
"Hoteles y restaurantes (011)",511,104,32,313,15,47,,
"Trans., almac. y comunicaciones (012)",676,125,78,453,8,12,,
"Intermediación financiera (013)",36,35,,1,,,,
"Activid.inmobil., empres. y alquileres (014)",286,198,15,63,9,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",605,459,146,,,,,
"Enseñanza (016)",834,771,,61,1,1,,
"Servicios sociales y de salud (017)",212,189,3,20,,,,
"Otras activ. serv.comun.soc y personales (018)",213,50,33,103,1,26,,
"Hogares privados con servicio doméstico (019)",212,,,,,,212,
"Actividad economica no especificada (021)",272,27,73,70,4,98,,
"Desocupado (022)",707,,,,,,,707
"Hombres (023)",12100,1295,2499,6266,216,1263,4,557
"Agric., ganadería, caza y silvicultura (024)",7174,53,1208,4648,142,1123,,
"Explotación de minas y canteras (026)",233,20,198,10,2,3,,
"Industrias manufactureras (027)",422,12,154,224,18,14,,
"Suministro de electricidad, gas y agua (028)",69,35,32,2,,,,
"Construcción (029)",811,22,594,176,6,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",745,77,49,553,22,44,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",131,8,38,72,9,4,,
"Comercio al por mayor (032)",56,19,4,30,2,1,,
"Comercio al por menor (033)",558,50,7,451,11,39,,
"Hoteles y restaurantes (034)",126,42,11,54,7,12,,
"Trans., almac. y comunicaciones (035)",642,102,74,450,6,10,,
"Intermediación financiera (036)",17,16,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",230,154,14,53,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",426,317,109,,,,,
"Enseñanza (039)",362,344,,17,1,,,
"Servicios sociales y de salud (040)",82,65,,17,,,,
"Otras activ. serv.comun.soc y personales (041)",117,26,25,45,1,20,,
"Hogares privados con servicio doméstico (042)",4,,,,,,4,
"Actividad economica no especificada (044)",83,10,31,16,2,24,,
"Desocupado (045)",557,,,,,,,557
"Mujeres (046)",4479,978,553,1573,39,978,208,150
"Agric., ganadería, caza y silvicultura (047)",1534,14,386,381,14,739,,
"Explotación de minas y canteras (049)",11,5,5,1,,,,
"Industrias manufactureras (050)",89,8,27,47,4,3,,
"Suministro de electricidad, gas y agua (051)",4,3,1,,,,,
"Construcción (052)",22,3,18,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",901,63,,713,9,116,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",9,3,,5,,1,,
"Comercio al por mayor (055)",31,10,,13,,8,,
"Comercio al por menor (056)",861,50,,695,9,107,,
"Hoteles y restaurantes (057)",385,62,21,259,8,35,,
"Trans., almac. y comunicaciones (058)",34,23,4,3,2,2,,
"Intermediación financiera (059)",19,19,,,,,,
"Activid.inmobil., empres. y alquileres (060)",56,44,1,10,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",179,142,37,,,,,
"Enseñanza (062)",472,427,,44,,1,,
"Servicios sociales y de salud (063)",130,124,3,3,,,,
"Otras activ. serv.comun.soc y personales (064)",96,24,8,58,,6,,
"Hogares privados con servicio doméstico (065)",208,,,,,,208,
"Actividad economica no especificada (067)",189,17,42,54,2,74,,
,,,,,,,,
"URBANA (068)",6935,1909,1190,2817,90,399,163,367
"Agric., ganadería, caza y silvicultura (069)",1354,55,478,607,15,199,,
"Explotación de minas y canteras (071)",101,21,69,6,2,3,,
"Industrias manufactureras (072)",338,14,109,192,15,8,,
"Suministro de electricidad, gas y agua (073)",67,37,29,1,,,,
"Construcción (074)",443,21,284,132,4,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",1316,113,40,1010,25,128,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",123,9,30,70,9,5,,
"Comercio al por mayor (077)",51,14,4,30,,3,,
"Comercio al por menor (078)",1142,90,6,910,16,120,,
"Hoteles y restaurantes (079)",408,85,21,261,12,29,,
"Trans., almac. y comunicaciones (080)",525,104,50,360,3,8,,
"Intermediación financiera (081)",33,32,,1,,,,
"Activid.inmobil., empres. y alquileres (082)",231,155,8,58,9,1,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",473,400,73,,,,,
"Enseñanza (084)",723,668,,53,1,1,,
"Servicios sociales y de salud (085)",167,151,3,13,,,,
"Otras activ. serv.comun.soc y personales (086)",144,39,14,83,,8,,
"Hogares privados con servicio doméstico (087)",163,,,,,,163,
"Actividad economica no especificada (089)",82,14,12,40,4,12,,
"Desocupado (090)",367,,,,,,,367
"Hombres (091)",4293,1058,943,1783,69,185,2,253
"Agric., ganadería, caza y silvicultura (092)",1016,41,323,527,13,112,,
"Explotación de minas y canteras (094)",94,17,67,5,2,3,,
"Industrias manufactureras (095)",273,6,90,159,13,5,,
"Suministro de electricidad, gas y agua (096)",64,35,28,1,,,,
"Construcción (097)",432,18,276,132,4,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",589,59,40,437,17,36,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",115,7,30,65,9,4,,
"Comercio al por mayor (100)",35,9,4,21,,1,,
"Comercio al por menor (101)",439,43,6,351,8,31,,
"Hoteles y restaurantes (102)",111,36,10,49,6,10,,
"Trans., almac. y comunicaciones (103)",497,83,48,357,2,7,,
"Intermediación financiera (104)",15,14,,1,,,,
"Activid.inmobil., empres. y alquileres (105)",184,119,7,49,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",316,275,41,,,,,
"Enseñanza (107)",299,284,,14,1,,,
"Servicios sociales y de salud (108)",57,47,,10,,,,
"Otras activ. serv.comun.soc y personales (109)",67,20,10,32,,5,,
"Hogares privados con servicio doméstico (110)",2,,,,,,2,
"Actividad economica no especificada (112)",24,4,3,10,2,5,,
"Desocupado (113)",253,,,,,,,253
"Mujeres (114)",2642,851,247,1034,21,214,161,114
"Agric., ganadería, caza y silvicultura (115)",338,14,155,80,2,87,,
"Explotación de minas y canteras (117)",7,4,2,1,,,,
"Industrias manufactureras (118)",65,8,19,33,2,3,,
"Suministro de electricidad, gas y agua (119)",3,2,1,,,,,
"Construcción (120)",11,3,8,,,,,
