"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia UTCUBAMBA (000)",35569,2381,33,17995,10293,957,1821,536,1553
"Agric., ganadería, caza y silvicultura (001)",23131,1941,23,14674,6021,170,151,77,74
"Pesca (002)",5,,,3,2,,,,
"Explotación de minas y canteras (003)",50,,,7,13,10,12,3,5
"Industrias manufactureras (004)",840,45,,269,368,49,60,9,40
"Suministro de electricidad, gas y agua (005)",30,,,7,8,3,8,2,2
"Construcción (006)",847,28,1,363,351,39,27,9,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3171,126,4,1092,1290,201,253,85,120
"Venta, mant.y rep. veh.autom.y motoc. (008)",337,2,,72,164,31,39,6,23
"Comercio al por mayor (009)",194,4,,50,82,11,21,9,17
"Comercio al por menor (010)",2640,120,4,970,1044,159,193,70,80
"Hoteles y restaurantes (011)",917,65,1,377,369,35,33,21,16
"Trans., almac. y comunicaciones (012)",1692,22,1,452,941,99,98,31,48
"Intermediación financiera (013)",38,,,,7,4,10,4,13
"Activid.inmobil., empres. y de alquiler (014)",393,4,,39,122,50,57,31,90
"Admin.pub. y defensa; p. segur.soc.afil (015)",968,20,,95,217,79,313,62,182
"Enseñanza (016)",1707,,,2,57,111,666,125,746
"Servicios sociales y de salud (017)",327,6,,20,24,27,73,26,151
"Otras activ. serv.comun.soc y personales (018)",434,27,2,127,166,32,22,33,25
"Hogares privados con servicio doméstico (019)",529,43,,256,193,21,8,6,2
"Actividad economica no especificada (021)",490,54,1,212,144,27,30,12,10
"Hombres (022)",28964,1708,22,15406,8681,653,1102,378,1014
"Agric., ganadería, caza y silvicultura (023)",21263,1558,17,13513,5721,162,147,74,71
"Pesca (024)",5,,,3,2,,,,
"Explotación de minas y canteras (025)",46,,,6,13,10,12,3,2
"Industrias manufactureras (026)",648,41,,198,286,39,44,9,31
"Suministro de electricidad, gas y agua (027)",27,,,6,8,2,7,2,2
"Construcción (028)",820,28,1,351,339,38,27,8,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1813,27,3,600,800,109,136,59,79
"Venta, mant.y rep. veh.autom.y motoc. (030)",308,1,,65,156,27,32,6,21
"Comercio al por mayor (031)",126,2,,31,60,6,9,6,12
"Comercio al por menor (032)",1379,24,3,504,584,76,95,47,46
"Hoteles y restaurantes (033)",223,14,,69,106,8,10,9,7
"Trans., almac. y comunicaciones (034)",1630,22,1,448,921,92,79,28,39
"Intermediación financiera (035)",22,,,,4,3,3,3,9
"Activid.inmobil., empres. y de alquiler (036)",297,3,,33,102,37,34,22,66
"Admin.pub. y defensa; p. segur.soc.afil (037)",707,1,,53,167,60,219,48,159
"Enseñanza (038)",894,,,2,23,46,335,68,420
"Servicios sociales y de salud (039)",142,,,3,14,14,24,12,75
"Otras activ. serv.comun.soc y personales (040)",245,10,,52,105,21,13,25,19
"Hogares privados con servicio doméstico (041)",37,2,,14,19,,1,,1
"Actividad economica no especificada (043)",145,2,,55,51,12,11,8,6
"Mujeres (044)",6605,673,11,2589,1612,304,719,158,539
