"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAYTARA (000)",8037,28129,24471,,376,87,1.3
"De 12 a 14 años (001)",686,5,5,,1,100,20
"De 15 a 19 años (002)",869,147,144,46,98,31.3,
"De 20 a 24 años (003)",786,852,829,94,97.3,11,
"De 25 a 29 años (004)",663,1236,1182,85,95.6,6.9,
"De 30 a 34 años (005)",687,2049,1943,71,94.8,3.5,
"De 35 a 39 años (006)",648,2455,2295,56,93.5,2.3,
"De 40 a 44 años (007)",584,2751,2496,21,90.7,0.8,
"De 45 a 49 años (008)",526,2859,2534,2,88.6,0.1,
"De 50 y más años (009)",2588,15775,13043,,82.7,,
"Sin nivel (010)",1472,9042,7249,35,80.2,0.4,
"De 12 a 14 años (011)",4,,,,,,
"De 15 a 19 años (012)",13,,,,,,
"De 20 a 24 años (013)",35,51,47,4,92.2,7.8,
"De 25 a 29 años (014)",32,87,83,5,95.4,5.7,
"De 30 a 34 años (015)",61,257,233,6,90.7,2.3,
"De 35 a 39 años (016)",66,363,314,11,86.5,3,
"De 40 a 44 años (017)",101,600,503,8,83.8,1.3,
"De 45 a 49 años (018)",90,652,529,1,81.1,0.2,
"De 50 y más años (019)",1070,7032,5540,,78.8,,
"Educacion Inicial (020)",12,44,41,1,93.2,2.3,
"De 20 a 24 años (023)",1,3,3,1,100,33.3,
"De 25 a 29 años (024)",4,16,16,,100,,
"De 30 a 34 años (025)",2,3,3,,100,,
"De 35 a 39 años (026)",5,22,19,,86.4,,
"Primaria (030)",3534,14196,12553,170,88.4,1.2,
"De 12 a 14 años (031)",434,5,5,1,100,20,
"De 15 a 19 años (032)",241,75,72,20,96,26.7,
"De 20 a 24 años (033)",251,359,346,33,96.4,9.2,
"De 25 a 29 años (034)",218,574,538,37,93.7,6.4,
"De 30 a 34 años (035)",289,1061,997,45,94,4.2,
"De 35 a 39 años (036)",283,1247,1164,25,93.3,2,
"De 40 a 44 años (037)",280,1476,1349,8,91.4,0.5,
"De 45 a 49 años (038)",275,1672,1502,1,89.8,0.1,
"De 50 y más años (039)",1263,7727,6580,,85.2,,
"Secundaria (040)",2241,3761,3577,134,95.1,3.6,
"De 12 a 14 años (041)",248,,,,,,
"De 15 a 19 años (042)",590,70,70,25,100,35.7,
