"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",57,,,1,14,27,8,7
"De 50 y más años (049)",514,11,71,116,118,43,,155
"Divorciado(a) (050)",139,,4,10,28,37,22,38
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",2,,,,,,,2
"De 25 a 29 años (054)",5,,,,,,3,2
"De 30 a 34 años (055)",11,,,,,5,3,3
"De 35 a 39 años (056)",21,,,,,5,12,4
"De 40 a 44 años (057)",16,,,,2,8,1,5
"De 45 a 49 años (058)",20,,,,5,9,3,3
"De 50 y más años (059)",63,,4,10,21,10,,18
"Soltero(a) (060)",1935,,2,16,65,214,632,1006
"De 12 a 14 años (061)",12,,,,,,6,6
"De 15 a 19 años (062)",179,,,,,,105,74
"De 20 a 24 años (063)",587,,,,,1,212,374
"De 25 a 29 años (064)",439,,,,,23,158,258
"De 30 a 34 años (065)",235,,,,,54,79,102
"De 35 a 39 años (066)",185,,,,6,58,49,72
"De 40 a 44 años (067)",112,,,,15,43,19,35
"De 45 a 49 años (068)",82,,,4,15,26,4,33
"De 50 y más años (069)",104,,2,12,29,9,,52
,,,,,,,,
"URBANA (080)",16109,13,134,395,1263,3123,6919,4262
"De 12 a 14 años (081)",46,,,,,,6,40
"De 15 a 19 años (082)",752,,,,,,434,318
"De 20 a 24 años (083)",2375,,,,,8,1387,980
"De 25 a 29 años (084)",2696,,,,,148,1745,803
"De 30 a 34 años (085)",2435,,,,1,386,1514,534
"De 35 a 39 años (086)",2211,,,,34,642,1117,418
"De 40 a 44 años (087)",1773,,,,142,771,538,322
"De 45 a 49 años (088)",1302,,,9,262,660,152,219
"De 50 y más años (089)",2519,13,134,386,824,508,26,628
"Conviviente (090)",8964,,14,65,379,1543,4771,2192
"De 12 a 14 años (091)",33,,,,,,1,32
"De 15 a 19 años (092)",525,,,,,,308,217
"De 20 a 24 años (093)",1597,,,,,4,1043,550
"De 25 a 29 años (094)",1852,,,,,93,1287,472
"De 30 a 34 años (095)",1614,,,,1,243,1067,303
"De 35 a 39 años (096)",1259,,,,16,351,673,219
"De 40 a 44 años (097)",896,,,,58,387,301,150
"De 45 a 49 años (098)",547,,,3,103,271,79,91
"De 50 y más años (099)",641,,14,62,201,194,12,158
"Separado(a) (100)",989,2,4,34,107,236,353,253
"De 12 a 14 años (101)",1,,,,,,1,
"De 15 a 19 años (102)",42,,,,,,28,14
"De 20 a 24 años (103)",117,,,,,2,70,45
"De 25 a 29 años (104)",149,,,,,15,92,42
"De 30 a 34 años (105)",137,,,,,30,66,41
"De 35 a 39 años (106)",143,,,,2,61,55,25
"De 40 a 44 años (107)",117,,,,15,44,32,26
"De 45 a 49 años (108)",97,,,1,24,49,8,15
"De 50 y más años (109)",186,2,4,33,66,35,1,45
"Casado(a) (110)",3665,1,49,175,561,1016,1133,730
"De 12 a 14 años (111)",1,,,,,,,1
"De 15 a 19 años (112)",24,,,,,,6,18
"De 20 a 24 años (113)",127,,,,,1,76,50
"De 25 a 29 años (114)",277,,,,,19,203,55
"De 30 a 34 años (115)",439,,,,,55,294,90
"De 35 a 39 años (116)",583,,,,10,155,315,103
"De 40 a 44 años (117)",605,,,,48,277,175,105
"De 45 a 49 años (118)",515,,,1,103,282,51,78
"De 50 y más años (119)",1094,1,49,174,400,227,13,230
"Viudo(a) (120)",598,10,61,96,125,92,55,159
"De 12 a 14 años (121)",1,,,,,,,1
"De 15 a 19 años (122)",1,,,,,,1,
"De 20 a 24 años (123)",4,,,,,,3,1
"De 25 a 29 años (124)",10,,,,,,7,3
"De 30 a 34 años (125)",21,,,,,4,9,8
"De 35 a 39 años (126)",37,,,,,14,18,5
"De 40 a 44 años (127)",32,,,,4,15,10,3
"De 45 a 49 años (128)",50,,,1,13,24,7,5
"De 50 y más años (129)",442,10,61,95,108,35,,133
"Divorciado(a) (130)",130,,4,10,27,33,22,34
"De 15 a 19 años (132)",1,,,,,,,1
"De 20 a 24 años (133)",1,,,,,,,1
"De 25 a 29 años (134)",5,,,,,,3,2
"De 30 a 34 años (135)",10,,,,,4,3,3
"De 35 a 39 años (136)",20,,,,,5,12,3
"De 40 a 44 años (137)",16,,,,2,8,1,5
"De 45 a 49 años (138)",18,,,,4,8,3,3
"De 50 y más años (139)",59,,4,10,21,8,,16
"Soltero(a) (140)",1763,,2,15,64,203,585,894
"De 12 a 14 años (141)",10,,,,,,4,6
"De 15 a 19 años (142)",159,,,,,,91,68
"De 20 a 24 años (143)",529,,,,,1,195,333
"De 25 a 29 años (144)",403,,,,,21,153,229
"De 30 a 34 años (145)",214,,,,,50,75,89
"De 35 a 39 años (146)",169,,,,6,56,44,63
"De 40 a 44 años (147)",107,,,,15,40,19,33
"De 45 a 49 años (148)",75,,,3,15,26,4,27
"De 50 y más años (149)",97,,2,12,28,9,,46
,,,,,,,,
"RURAL (160)",2823,1,25,73,211,497,1341,675
"De 12 a 14 años (161)",11,,,,,,6,5
"De 15 a 19 años (162)",193,,,,,,128,65
"De 20 a 24 años (163)",482,,,,,,326,156
"De 25 a 29 años (164)",484,,,,,26,329,129
"De 30 a 34 años (165)",366,,,,,54,244,68
"De 35 a 39 años (166)",331,,,,4,88,178,61
"De 40 a 44 años (167)",262,,,,22,105,98,37
"De 45 a 49 años (168)",215,,,1,26,119,28,41
"De 50 y más años (169)",479,1,25,72,159,105,4,113
"Conviviente (170)",1887,,7,21,90,294,1061,414
"De 12 a 14 años (171)",7,,,,,,3,4
"De 15 a 19 años (172)",157,,,,,,103,54
"De 20 a 24 años (173)",372,,,,,,273,99
"De 25 a 29 años (174)",385,,,,,17,285,83
"De 30 a 34 años (175)",269,,,,,41,182,46
"De 35 a 39 años (176)",225,,,,2,55,130,38
"De 40 a 44 años (177)",160,,,,13,61,62,24
"De 45 a 49 años (178)",125,,,,15,74,20,16
"De 50 y más años (179)",187,,7,21,60,46,3,50
"Separado(a) (180)",146,,,1,9,19,82,35
"De 12 a 14 años (181)",2,,,,,,1,1
"De 15 a 19 años (182)",12,,,,,,9,3
"De 20 a 24 años (183)",38,,,,,,24,14
"De 25 a 29 años (184)",19,,,,,1,13,5
"De 30 a 34 años (185)",25,,,,,1,21,3
"De 35 a 39 años (186)",14,,,,1,3,7,3
"De 40 a 44 años (187)",14,,,,2,4,7,1
"De 45 a 49 años (188)",7,,,,,5,,2
"De 50 y más años (189)",15,,,1,6,5,,3
"Casado(a) (190)",514,,8,29,99,154,142,82
"De 15 a 19 años (192)",3,,,,,,1,2
"De 20 a 24 años (193)",12,,,,,,11,1
"De 25 a 29 años (194)",40,,,,,6,24,10
"De 30 a 34 años (195)",47,,,,,7,35,5
"De 35 a 39 años (196)",72,,,,1,25,36,10
"De 40 a 44 años (197)",79,,,,7,36,27,9
"De 45 a 49 años (198)",67,,,,9,36,7,15
"De 50 y más años (199)",194,,8,29,82,44,1,30
"Viudo(a) (200)",95,1,10,21,11,15,9,28
"De 15 a 19 años (202)",1,,,,,,1,
"De 20 a 24 años (203)",1,,,,,,1,
"De 25 a 29 años (204)",4,,,,,,2,2
"De 30 a 34 años (205)",3,,,,,,2,1
"De 35 a 39 años (206)",3,,,,,3,,
"De 40 a 44 años (207)",4,,,,,1,2,1
"De 45 a 49 años (208)",7,,,,1,3,1,2
"De 50 y más años (209)",72,1,10,21,10,8,,22
"Divorciado(a) (210)",9,,,,1,4,,4
"De 20 a 24 años (213)",1,,,,,,,1
"De 30 a 34 años (215)",1,,,,,1,,
"De 35 a 39 años (216)",1,,,,,,,1
"De 45 a 49 años (218)",2,,,,1,1,,
"De 50 y más años (219)",4,,,,,2,,2
"Soltero(a) (220)",172,,,1,1,11,47,112
"De 12 a 14 años (221)",2,,,,,,2,
"De 15 a 19 años (222)",20,,,,,,14,6
"De 20 a 24 años (223)",58,,,,,,17,41
"De 25 a 29 años (224)",36,,,,,2,5,29
"De 30 a 34 años (225)",21,,,,,4,4,13
"De 35 a 39 años (226)",16,,,,,2,5,9
"De 40 a 44 años (227)",5,,,,,3,,2
"De 45 a 49 años (228)",7,,,1,,,,6
"De 50 y más años (229)",7,,,,1,,,6
