"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VIRU (000)",27010,25679,7813,4521,3756,2657,3278,1909,1087,658,1331,63277
"De 12 a 14 años (001)",2591,2571,2547,21,3,,,,,,20,27
"De 15 a 19 años (002)",4085,3949,3146,689,92,17,5,,,,136,944
"De 20 a 24 años (003)",4394,3903,1266,1704,725,174,27,7,,,491,3837
"De 25 a 29 años (004)",3523,3240,384,1030,1078,501,234,13,,,283,5753
"De 30 a 34 años (005)",2689,2546,138,456,764,603,501,70,10,4,143,6534
"De 35 a 39 años (006)",2288,2206,93,218,449,554,636,205,44,7,82,7286
"De 40 a 44 años (007)",1835,1786,79,136,253,324,564,299,105,26,49,7172
"De 45 a 49 años (008)",1398,1365,35,99,141,169,418,301,147,55,33,6529
"De 50 y más años (009)",4207,4113,125,168,251,315,893,1014,781,566,94,25195
"Sin nivel (010)",4173,4028,327,342,422,443,827,771,503,393,145,19888
"De 12 a 14 años (011)",73,73,71,2,,,,,,,,2
"De 15 a 19 años (012)",175,166,104,50,11,1,,,,,9,75
"De 20 a 24 años (013)",273,238,51,97,57,29,3,1,,,35,317
"De 25 a 29 años (014)",213,200,13,42,70,44,29,2,,,13,452
"De 30 a 34 años (015)",375,348,11,38,83,93,102,15,5,1,27,1076
"De 35 a 39 años (016)",400,386,14,22,61,77,129,64,14,5,14,1526
"De 40 a 44 años (017)",402,392,13,16,40,54,116,105,37,11,10,1870
"De 45 a 49 años (018)",366,363,8,16,22,35,101,101,54,26,3,2005
"De 50 y más años (019)",1896,1862,42,59,78,110,347,483,393,350,34,12565
"Educacion Inicial (020)",60,56,22,5,14,5,10,,,,4,89
"De 12 a 14 años (021)",14,14,14,,,,,,,,,
"De 15 a 19 años (022)",3,3,3,,,,,,,,,
