"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Activid.inmobil., empres. y alquileres (014)",344277,1372,92827,92986,55681,35624,,3314,5276,57197,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",121092,910,17437,9843,29173,3905,,271,2418,9345,47790,
"Enseñanza (016)",186980,2858,167893,3726,8371,,,96,355,3681,,
"Servicios sociales y de salud (017)",111187,24,53288,40246,8073,4369,,506,447,4234,,
"Otras activ. serv.comun.soc y personales (018)",161053,458,16375,28436,17014,25848,1,2284,1501,69136,,
"Hogares privados con servicio doméstico (019)",153095,,64,1228,,730,,,82,150991,,
"Organiz. y organos extraterritoriales (020)",451,,182,30,213,,,,8,18,,
"Actividad economica no especificada (021)",145316,87,4168,8208,19453,9,,10,131,1368,,111882
"Hombres (022)",1940806,7156,209926,194883,125432,299884,14094,316386,366318,294726,42382,69619
"Agric., ganadería, caza y silvicultura (023)",24912,62,1058,909,384,8,13010,169,280,9032,,
"Pesca (024)",3452,39,429,212,174,,1083,40,63,1412,,
"Explotación de minas y canteras (025)",9948,173,3351,1442,1114,14,,2547,396,911,,
"Industrias manufactureras (026)",309298,801,10565,21736,11154,840,,213250,36864,14088,,
"Suministro de electricidad, gas y agua (027)",7044,26,944,1269,773,,,1277,932,1823,,
"Construcción (028)",185786,283,9187,9932,1675,,,17756,113333,33620,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",423454,1434,11871,35078,10637,214996,,72460,10720,66258,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",80271,181,2400,5143,1309,11551,,52828,4528,2331,,
"Comercio al por mayor (031)",34214,663,2564,6595,3164,16676,,222,1012,3318,,
"Comercio al por menor (032)",308969,590,6907,23340,6164,186769,,19410,5180,60609,,
"Hoteles y restaurantes (033)",70719,191,1798,5114,3974,40843,,365,296,18138,,
"Trans., almac. y comunicaciones (034)",291989,474,5928,13965,25445,774,,2696,194292,48415,,
"Intermediación financiera (035)",22537,426,4158,5356,11703,10,,51,78,755,,
"Activid.inmobil., empres. y alquileres (036)",225735,1031,59635,58522,25097,34101,,3096,4776,39477,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",86042,629,9685,5892,15703,3569,,246,1975,5961,42382,
"Enseñanza (038)",65398,1204,57321,1767,2443,,,88,318,2257,,
"Servicios sociales y de salud (039)",36191,12,20916,9713,2449,567,,380,427,1727,,
"Otras activ. serv.comun.soc y personales (040)",87465,305,10398,19132,7191,4138,1,1958,1364,42978,,
"Hogares privados con servicio doméstico (041)",7090,,5,26,,20,,,82,6957,,
"Organiz. y organos extraterritoriales (042)",270,,116,19,116,,,,8,11,,
"Actividad economica no especificada (043)",83476,66,2561,4799,5400,4,,7,114,906,,69619
"Mujeres (044)",1334167,3719,214410,146685,135801,334747,3350,102317,23626,321841,5408,42263
"Agric., ganadería, caza y silvicultura (045)",7779,12,324,403,298,2,3288,17,9,3426,,
"Pesca (046)",517,3,149,89,115,,62,1,,98,,
"Explotación de minas y canteras (047)",2124,22,752,457,631,5,,156,8,93,,
"Industrias manufactureras (048)",148812,224,5373,14806,7944,999,,98046,14988,6432,,
"Suministro de electricidad, gas y agua (049)",1070,3,253,237,401,,,32,24,120,,
"Construcción (050)",8278,52,1993,1443,1074,,,322,2051,1343,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",359440,507,6993,26192,13326,242402,,2748,321,66951,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8963,37,460,1244,1261,4239,,1277,98,347,,
"Comercio al por mayor (053)",22742,253,1813,6511,2986,10612,,23,48,496,,
"Comercio al por menor (054)",327735,217,4720,18437,9079,227551,,1448,175,66108,,
"Hoteles y restaurantes (055)",111864,96,1373,4930,6419,61676,,103,21,37246,,
"Trans., almac. y comunicaciones (056)",42522,168,2978,7919,14583,1575,,178,5038,10083,,
"Intermediación financiera (057)",19977,170,2625,5376,11431,2,,8,12,353,,
"Activid.inmobil., empres. y alquileres (058)",118542,341,33192,34464,30584,1523,,218,500,17720,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",35050,281,7752,3951,13470,336,,25,443,3384,5408,
"Enseñanza (060)",121582,1654,110572,1959,5928,,,8,37,1424,,
"Servicios sociales y de salud (061)",74996,12,32372,30533,5624,3802,,126,20,2507,,
"Otras activ. serv.comun.soc y personales (062)",73588,153,5977,9304,9823,21710,,326,137,26158,,
"Hogares privados con servicio doméstico (063)",146005,,59,1202,,710,,,,144034,,
"Organiz. y organos extraterritoriales (064)",181,,66,11,97,,,,,7,,
"Actividad economica no especificada (065)",61840,21,1607,3409,14053,5,,3,17,462,,42263
,,,,,,,,,,,,
"URBANA (066)",3270800,10873,424229,341475,261183,634285,16458,418455,389422,614847,47778,111795
"Agric., ganadería, caza y silvicultura (067)",30468,72,1375,1299,681,9,15313,183,284,11252,,
"Pesca (068)",3965,42,576,301,289,,1144,41,63,1509,,
"Explotación de minas y canteras (069)",12041,195,4103,1898,1745,19,,2682,402,997,,
"Industrias manufactureras (070)",457830,1025,15935,36525,19093,1839,,311113,51807,20493,,
"Suministro de electricidad, gas y agua (071)",8103,29,1196,1506,1171,,,1309,955,1937,,
"Construcción (072)",193826,335,11177,11371,2749,,,18077,115209,34908,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",782474,1941,18857,61252,23958,457161,,75171,11026,133108,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",89196,218,2860,6384,2569,15789,,54075,4623,2678,,
"Comercio al por mayor (075)",56932,916,4377,13104,6148,27278,,245,1057,3807,,
"Comercio al por menor (076)",636346,807,11620,41764,15241,414094,,20851,5346,126623,,
"Hoteles y restaurantes (077)",182458,287,3171,10039,10389,102446,,467,317,55342,,
"Trans., almac. y comunicaciones (078)",334203,642,8906,21881,40020,2348,,2874,199064,58468,,
"Intermediación financiera (079)",42512,596,6783,10732,23132,12,,59,90,1108,,
"Activid.inmobil., empres. y alquileres (080)",344167,1372,92812,92976,55673,35607,,3312,5271,57144,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",121047,910,17435,9842,29167,3902,,271,2410,9332,47778,
"Enseñanza (082)",186926,2858,167843,3725,8371,,,96,355,3678,,
"Servicios sociales y de salud (083)",111158,24,53275,40237,8070,4366,,506,447,4233,,
"Otras activ. serv.comun.soc y personales (084)",160948,458,16372,28426,17011,25838,1,2284,1501,69057,,
"Hogares privados con servicio doméstico (085)",152997,,64,1227,,729,,,82,150895,,
"Organiz. y organos extraterritoriales (086)",451,,182,30,213,,,,8,18,,
"Actividad economica no especificada (087)",145226,87,4167,8208,19451,9,,10,131,1368,,111795
"Hombres (088)",1937835,7155,209884,194824,125406,299749,13251,316200,365817,293614,42371,69564
"Agric., ganadería, caza y silvicultura (089)",23225,61,1052,897,383,7,12167,166,275,8217,,
"Pesca (090)",3449,39,427,212,174,,1083,40,63,1411,,
"Explotación de minas y canteras (091)",9922,173,3351,1441,1114,14,,2531,394,904,,
"Industrias manufactureras (092)",309101,801,10563,21729,11150,840,,213123,36826,14069,,
"Suministro de electricidad, gas y agua (093)",7035,26,944,1269,771,,,1277,931,1817,,
"Construcción (094)",185556,283,9184,9928,1675,,,17755,113163,33568,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",423251,1434,11866,35066,10635,214903,,72424,10706,66217,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",80235,181,2400,5140,1309,11550,,52799,4525,2331,,
"Comercio al por mayor (097)",34195,663,2564,6593,3162,16669,,222,1009,3313,,
"Comercio al por menor (098)",308821,590,6902,23333,6164,186684,,19403,5172,60573,,
"Hoteles y restaurantes (099)",70681,191,1798,5112,3971,40825,,364,296,18124,,
"Trans., almac. y comunicaciones (100)",291695,474,5928,13962,25442,774,,2696,194031,48388,,
"Intermediación financiera (101)",22537,426,4158,5356,11703,10,,51,78,755,,
"Activid.inmobil., empres. y alquileres (102)",225653,1031,59631,58517,25092,34084,,3094,4771,39433,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",86010,629,9685,5891,15699,3566,,246,1970,5953,42371,
"Enseñanza (104)",65382,1204,57309,1766,2443,,,88,318,2254,,
"Servicios sociales y de salud (105)",36182,12,20912,9709,2449,567,,380,427,1726,,
"Otras activ. serv.comun.soc y personales (106)",87386,305,10395,19125,7189,4136,1,1958,1364,42913,,
"Hogares privados con servicio doméstico (107)",7080,,5,26,,19,,,82,6948,,
"Organiz. y organos extraterritoriales (108)",270,,116,19,116,,,,8,11,,
"Actividad economica no especificada (109)",83420,66,2560,4799,5400,4,,7,114,906,,69564
"Mujeres (110)",1332965,3718,214345,146651,135777,334536,3207,102255,23605,321233,5407,42231
"Agric., ganadería, caza y silvicultura (111)",7243,11,323,402,298,2,3146,17,9,3035,,
"Pesca (112)",516,3,149,89,115,,61,1,,98,,
"Explotación de minas y canteras (113)",2119,22,752,457,631,5,,151,8,93,,
"Industrias manufactureras (114)",148729,224,5372,14796,7943,999,,97990,14981,6424,,
"Suministro de electricidad, gas y agua (115)",1068,3,252,237,400,,,32,24,120,,
"Construcción (116)",8270,52,1993,1443,1074,,,322,2046,1340,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",359223,507,6991,26186,13323,242258,,2747,320,66891,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",8961,37,460,1244,1260,4239,,1276,98,347,,
"Comercio al por mayor (119)",22737,253,1813,6511,2986,10609,,23,48,494,,
"Comercio al por menor (120)",327525,217,4718,18431,9077,227410,,1448,174,66050,,
"Hoteles y restaurantes (121)",111777,96,1373,4927,6418,61621,,103,21,37218,,
"Trans., almac. y comunicaciones (122)",42508,168,2978,7919,14578,1574,,178,5033,10080,,
"Intermediación financiera (123)",19975,170,2625,5376,11429,2,,8,12,353,,
"Activid.inmobil., empres. y alquileres (124)",118514,341,33181,34459,30581,1523,,218,500,17711,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",35037,281,7750,3951,13468,336,,25,440,3379,5407,
"Enseñanza (126)",121544,1654,110534,1959,5928,,,8,37,1424,,
"Servicios sociales y de salud (127)",74976,12,32363,30528,5621,3799,,126,20,2507,,
"Otras activ. serv.comun.soc y personales (128)",73562,153,5977,9301,9822,21702,,326,137,26144,,
"Hogares privados con servicio doméstico (129)",145917,,59,1201,,710,,,,143947,,
"Organiz. y organos extraterritoriales (130)",181,,66,11,97,,,,,7,,
"Actividad economica no especificada (131)",61806,21,1607,3409,14051,5,,3,17,462,,42231
,,,,,,,,,,,,
"RURAL (132)",4173,2,107,93,50,346,986,248,522,1720,12,87
"Agric., ganadería, caza y silvicultura (133)",2223,2,7,13,1,1,985,3,5,1206,,
"Pesca (134)",4,,2,,,,1,,,1,,
"Explotación de minas y canteras (135)",31,,,1,,,,21,2,7,,
"Industrias manufactureras (136)",280,,3,17,5,,,183,45,27,,
"Suministro de electricidad, gas y agua (137)",11,,1,,3,,,,1,6,,
"Construcción (138)",238,,3,4,,,,1,175,55,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",420,,7,18,5,237,,37,15,101,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",38,,,3,1,1,,30,3,,,
"Comercio al por mayor (141)",24,,,2,2,10,,,3,7,,
"Comercio al por menor (142)",358,,7,13,2,226,,7,9,94,,
"Hoteles y restaurantes (143)",125,,,5,4,73,,1,,42,,
"Trans., almac. y comunicaciones (144)",308,,,3,8,1,,,266,30,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",110,,15,10,8,17,,2,5,53,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",45,,2,1,6,3,,,8,13,12,
"Enseñanza (148)",54,,50,1,,,,,,3,,
"Servicios sociales y de salud (149)",29,,13,9,3,3,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",105,,3,10,3,10,,,,79,,
"Hogares privados con servicio doméstico (151)",98,,,1,,1,,,,96,,
"Actividad economica no especificada (153)",90,,1,,2,,,,,,,87
"Hombres (154)",2971,1,42,59,26,135,843,186,501,1112,11,55
"Agric., ganadería, caza y silvicultura (155)",1687,1,6,12,1,1,843,3,5,815,,
"Pesca (156)",3,,2,,,,,,,1,,
"Explotación de minas y canteras (157)",26,,,1,,,,16,2,7,,
"Industrias manufactureras (158)",197,,2,7,4,,,127,38,19,,
"Suministro de electricidad, gas y agua (159)",9,,,,2,,,,1,6,,
"Construcción (160)",230,,3,4,,,,1,170,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",203,,5,12,2,93,,36,14,41,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",36,,,3,,1,,29,3,,,
"Comercio al por mayor (163)",19,,,2,2,7,,,3,5,,
"Comercio al por menor (164)",148,,5,7,,85,,7,8,36,,
"Hoteles y restaurantes (165)",38,,,2,3,18,,1,,14,,
"Trans., almac. y comunicaciones (166)",294,,,3,3,,,,261,27,,
"Activid.inmobil., empres. y alquileres (168)",82,,4,5,5,17,,2,5,44,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",32,,,1,4,3,,,5,8,11,
"Enseñanza (170)",16,,12,1,,,,,,3,,
"Servicios sociales y de salud (171)",9,,4,4,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",79,,3,7,2,2,,,,65,,
"Hogares privados con servicio doméstico (173)",10,,,,,1,,,,9,,
"Actividad economica no especificada (175)",56,,1,,,,,,,,,55
"Mujeres (176)",1202,1,65,34,24,211,143,62,21,608,1,32
"Agric., ganadería, caza y silvicultura (177)",536,1,1,1,,,142,,,391,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",5,,,,,,,5,,,,
"Industrias manufactureras (180)",83,,1,10,1,,,56,7,8,,
"Suministro de electricidad, gas y agua (181)",2,,1,,1,,,,,,,
"Construcción (182)",8,,,,,,,,5,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",217,,2,6,3,144,,1,1,60,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,1,,,1,,,,
"Comercio al por mayor (185)",5,,,,,3,,,,2,,
"Comercio al por menor (186)",210,,2,6,2,141,,,1,58,,
"Hoteles y restaurantes (187)",87,,,3,1,55,,,,28,,
"Trans., almac. y comunicaciones (188)",14,,,,5,1,,,5,3,,
"Intermediación financiera (189)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",28,,11,5,3,,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",13,,2,,2,,,,3,5,1,
"Enseñanza (192)",38,,38,,,,,,,,,
"Servicios sociales y de salud (193)",20,,9,5,3,3,,,,,,
"Otras activ. serv.comun.soc y personales (194)",26,,,3,1,8,,,,14,,
"Hogares privados con servicio doméstico (195)",88,,,1,,,,,,87,,
"Actividad economica no especificada (197)",34,,,,2,,,,,,,32
