"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANTA (000)",144012,41618,37199,54262,2838,4931,3164
"Sin nivel (001)",4901,379,1510,2414,97,280,221
"Educación inicial (002)",132,18,36,46,1,23,8
"Primaria (003)",26634,2439,8789,12358,589,1579,880
"Secundaria (004)",54457,11025,17766,21354,942,1944,1426
"Superior no univ. incompleta (005)",9531,3104,2243,3576,161,241,206
"Superior no univ. completa (006)",14532,6104,2996,4743,275,273,141
"Superior univ. incompleta (007)",11262,4805,1872,3862,255,309,159
"Superior univ. completa (008)",22563,13744,1987,5909,518,282,123
"Hombres (010)",95127,22953,31383,36151,2101,2414,125
"Sin nivel (011)",2252,165,920,1031,68,61,7
"Educación inicial (012)",82,10,27,27,1,17,
"Primaria (013)",18132,1485,7179,8201,470,772,25
"Secundaria (014)",39188,7016,15274,14995,722,1116,65
"Superior no univ. incompleta (015)",6358,1751,1961,2420,100,116,10
"Superior no univ. completa (016)",8948,3045,2673,2956,184,87,3
"Superior univ. incompleta (017)",7232,2656,1618,2635,179,137,7
"Superior univ. completa (018)",12935,6825,1731,3886,377,108,8
"Mujeres (020)",48885,18665,5816,18111,737,2517,3039
"Sin nivel (021)",2649,214,590,1383,29,219,214
"Educación inicial (022)",50,8,9,19,,6,8
"Primaria (023)",8502,954,1610,4157,119,807,855
"Secundaria (024)",15269,4009,2492,6359,220,828,1361
"Superior no univ. incompleta (025)",3173,1353,282,1156,61,125,196
"Superior no univ. completa (026)",5584,3059,323,1787,91,186,138
"Superior univ. incompleta (027)",4030,2149,254,1227,76,172,152
"Superior univ. completa (028)",9628,6919,256,2023,141,174,115
,,,,,,,
"URBANA (030)",134795,41281,33850,50409,2459,3720,3076
"Sin nivel (031)",4026,367,1202,1987,72,189,209
"Educación inicial (032)",113,18,31,43,,13,8
"Primaria (033)",22154,2384,7216,10370,388,965,831
"Secundaria (034)",51235,10896,16455,20164,811,1507,1402
"Superior no univ. incompleta (035)",9388,3081,2194,3525,156,228,204
"Superior no univ. completa (036)",14348,6066,2949,4665,271,256,141
"Superior univ. incompleta (037)",11144,4783,1834,3829,251,289,158
"Superior univ. completa (038)",22387,13686,1969,5826,510,273,123
"Hombres (040)",87531,22745,28539,32813,1753,1558,123
"Sin nivel (041)",1667,156,724,697,47,36,7
"Educación inicial (042)",65,10,23,24,,8,
"Primaria (043)",14426,1451,5840,6447,284,381,23
"Secundaria (044)",36373,6924,14103,13945,600,736,65
"Superior no univ. incompleta (045)",6249,1743,1917,2379,96,104,10
"Superior no univ. completa (046)",8804,3022,2629,2896,181,73,3
"Superior univ. incompleta (047)",7145,2647,1587,2608,175,121,7
"Superior univ. completa (048)",12802,6792,1716,3817,370,99,8
"Mujeres (050)",47264,18536,5311,17596,706,2162,2953
"Sin nivel (051)",2359,211,478,1290,25,153,202
"Educación inicial (052)",48,8,8,19,,5,8
"Primaria (053)",7728,933,1376,3923,104,584,808
"Secundaria (054)",14862,3972,2352,6219,211,771,1337
"Superior no univ. incompleta (055)",3139,1338,277,1146,60,124,194
"Superior no univ. completa (056)",5544,3044,320,1769,90,183,138
"Superior univ. incompleta (057)",3999,2136,247,1221,76,168,151
"Superior univ. completa (058)",9585,6894,253,2009,140,174,115
,,,,,,,
"RURAL (060)",9217,337,3349,3853,379,1211,88
"Sin nivel (061)",875,12,308,427,25,91,12
"Educación inicial (062)",19,,5,3,1,10,
"Primaria (063)",4480,55,1573,1988,201,614,49
"Secundaria (064)",3222,129,1311,1190,131,437,24
"Superior no univ. incompleta (065)",143,23,49,51,5,13,2
"Superior no univ. completa (066)",184,38,47,78,4,17,
"Superior univ. incompleta (067)",118,22,38,33,4,20,1
"Superior univ. completa (068)",176,58,18,83,8,9,
"Hombres (070)",7596,208,2844,3338,348,856,2
"Sin nivel (071)",585,9,196,334,21,25,
"Educación inicial (072)",17,,4,3,1,9,
"Primaria (073)",3706,34,1339,1754,186,391,2
"Secundaria (074)",2815,92,1171,1050,122,380,
"Superior no univ. incompleta (075)",109,8,44,41,4,12,
"Superior no univ. completa (076)",144,23,44,60,3,14,
"Superior univ. incompleta (077)",87,9,31,27,4,16,
"Superior univ. completa (078)",133,33,15,69,7,9,
"Mujeres (080)",1621,129,505,515,31,355,86
"Sin nivel (081)",290,3,112,93,4,66,12
"Educación inicial (082)",2,,1,,,1,
"Primaria (083)",774,21,234,234,15,223,47
"Secundaria (084)",407,37,140,140,9,57,24
"Superior no univ. incompleta (085)",34,15,5,10,1,1,2
"Superior no univ. completa (086)",40,15,3,18,1,3,
"Superior univ. incompleta (087)",31,13,7,6,,4,1
"Superior univ. completa (088)",43,25,3,14,1,,
