"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAURA (000)",77761,50520,8949,8120,10172
"Hombres (001)",51264,33035,6336,5445,6448
"Mujeres (002)",26497,17485,2613,2675,3724
"De 06 a 14 años (003)",680,544,92,29,15
"Hombres (004)",479,372,68,24,15
"Mujeres (005)",201,172,24,5,
"De 15 a 29 años (006)",24922,15500,3679,2944,2799
"Hombres (007)",16690,10318,2632,1965,1775
"Mujeres (008)",8232,5182,1047,979,1024
"De 30 a 44 años (009)",28201,17344,3193,3321,4343
"Hombres (010)",17835,10865,2171,2180,2619
"Mujeres (011)",10366,6479,1022,1141,1724
"De 45 a 64 años (012)",20021,13700,1753,1692,2876
"Hombres (013)",13303,8953,1267,1160,1923
"Mujeres (014)",6718,4747,486,532,953
"De 65 y más años (015)",3937,3432,232,134,139
"Hombres (016)",2957,2527,198,116,116
"Mujeres (017)",980,905,34,18,23
,,,,,
"URBANA (018)",67509,43061,7678,7141,9629
"Hombres (019)",43245,27162,5375,4676,6032
"Mujeres (020)",24264,15899,2303,2465,3597
"De 06 a 14 años (021)",563,447,79,22,15
"Hombres (022)",388,297,59,17,15
"Mujeres (023)",175,150,20,5,
"De 15 a 29 años (024)",21329,13123,3123,2522,2561
"Hombres (025)",13886,8442,2201,1639,1604
"Mujeres (026)",7443,4681,922,883,957
"De 30 a 44 años (027)",24938,15051,2780,2960,4147
"Hombres (028)",15372,9135,1874,1894,2469
"Mujeres (029)",9566,5916,906,1066,1678
"De 45 a 64 años (030)",17488,11696,1499,1522,2771
"Hombres (031)",11275,7341,1075,1029,1830
"Mujeres (032)",6213,4355,424,493,941
"De 65 y más años (033)",3191,2744,197,115,135
"Hombres (034)",2324,1947,166,97,114
"Mujeres (035)",867,797,31,18,21
,,,,,
"RURAL (036)",10252,7459,1271,979,543
"Hombres (037)",8019,5873,961,769,416
"Mujeres (038)",2233,1586,310,210,127
"De 06 a 14 años (039)",117,97,13,7,
"Hombres (040)",91,75,9,7,
"Mujeres (041)",26,22,4,,
"De 15 a 29 años (042)",3593,2377,556,422,238
"Hombres (043)",2804,1876,431,326,171
"Mujeres (044)",789,501,125,96,67
"De 30 a 44 años (045)",3263,2293,413,361,196
"Hombres (046)",2463,1730,297,286,150
"Mujeres (047)",800,563,116,75,46
"De 45 a 64 años (048)",2533,2004,254,170,105
"Hombres (049)",2028,1612,192,131,93
"Mujeres (050)",505,392,62,39,12
"De 65 y más años (051)",746,688,35,19,4
"Hombres (052)",633,580,32,19,2
"Mujeres (053)",113,108,3,,2
