"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CANAS (000)",38293,19170,19123,6156,3082,3074,32137,16088,16049
"Menores de 1 año (001)",717,368,349,114,50,64,603,318,285
"Menores de 1 mes (002)",64,38,26,13,7,6,51,31,20
"De 1 a 11 meses (003)",653,330,323,101,43,58,552,287,265
"De 1 a 4 años (004)",3822,1944,1878,521,259,262,3301,1685,1616
"1 año (005)",836,430,406,109,56,53,727,374,353
"2 años (006)",952,466,486,138,67,71,814,399,415
"3 años (007)",979,491,488,136,70,66,843,421,422
"4 años (008)",1055,557,498,138,66,72,917,491,426
"De 5 a 9 años (009)",5358,2778,2580,760,385,375,4598,2393,2205
"5 años (010)",1063,553,510,139,68,71,924,485,439
"6 años (011)",954,497,457,149,82,67,805,415,390
"7 años (012)",1186,613,573,162,75,87,1024,538,486
"8 años (013)",1113,573,540,150,80,70,963,493,470
"9 años (014)",1042,542,500,160,80,80,882,462,420
"De 10 a 14 años (015)",5313,2797,2516,802,424,378,4511,2373,2138
"10 años (016)",1084,566,518,166,102,64,918,464,454
"11 años (017)",953,498,455,150,75,75,803,423,380
"12 años (018)",1215,660,555,171,91,80,1044,569,475
"13 años (019)",1079,543,536,178,88,90,901,455,446
"14 años (020)",982,530,452,137,68,69,845,462,383
"De 15 a 19 años (021)",3613,1893,1720,650,353,297,2963,1540,1423
"15 años (022)",896,472,424,169,87,82,727,385,342
"16 años (023)",765,387,378,138,76,62,627,311,316
"17 años (024)",804,438,366,149,84,65,655,354,301
"18 años (025)",652,373,279,119,73,46,533,300,233
"19 años (026)",496,223,273,75,33,42,421,190,231
"De 20 a 24 años (027)",2398,1172,1226,475,230,245,1923,942,981
"20 años (028)",559,285,274,109,52,57,450,233,217
"21 años (029)",405,193,212,77,39,38,328,154,174
"22 años (030)",485,237,248,90,44,46,395,193,202
"23 años (031)",464,232,232,93,49,44,371,183,188
"24 años (032)",485,225,260,106,46,60,379,179,200
"De 25 a 29 años (033)",2245,1128,1117,453,229,224,1792,899,893
"25 años (034)",501,255,246,112,60,52,389,195,194
"26 años (035)",450,222,228,105,54,51,345,168,177
"27 años (036)",460,234,226,80,46,34,380,188,192
"28 años (037)",444,229,215,81,37,44,363,192,171
"29 años (038)",390,188,202,75,32,43,315,156,159
"De 30 a 34 años (039)",2099,1029,1070,368,183,185,1731,846,885
"30 años (040)",531,239,292,88,45,43,443,194,249
"31 años (041)",349,177,172,59,31,28,290,146,144
"32 años (042)",411,203,208,69,33,36,342,170,172
"33 años (043)",412,214,198,75,42,33,337,172,165
"34 años (044)",396,196,200,77,32,45,319,164,155
"De 35 a 39 años (045)",2169,993,1176,459,206,253,1710,787,923
