"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SANTA CRUZ (000)",41392,1839,4809,6079,4146,5712,5536,9144,4127
"Sabe leer y escribir (001)",33078,,3259,5991,4051,5395,5039,7298,2045
"No sabe leer y escribir (002)",8314,1839,1550,88,95,317,497,1846,2082
"Hombres (004)",20758,959,2446,3132,2282,2855,2630,4415,2039
"Sabe leer y escribir (005)",17687,,1635,3088,2246,2737,2499,4050,1432
"No sabe leer y escribir (006)",3071,959,811,44,36,118,131,365,607
"Mujeres (008)",20634,880,2363,2947,1864,2857,2906,4729,2088
"Sabe leer y escribir (009)",15391,,1624,2903,1805,2658,2540,3248,613
"No sabe leer y escribir (010)",5243,880,739,44,59,199,366,1481,1475
,,,,,,,,,
"URBANA (012)",8728,361,900,1154,828,1269,1412,2049,755
"Sabe leer y escribir (013)",7692,,659,1141,823,1244,1370,1894,561
"No sabe leer y escribir (014)",1036,361,241,13,5,25,42,155,194
"Hombres (016)",4323,179,446,595,416,593,671,1053,370
"Sabe leer y escribir (017)",3924,,324,588,415,583,663,1028,323
"No sabe leer y escribir (018)",399,179,122,7,1,10,8,25,47
"Mujeres (020)",4405,182,454,559,412,676,741,996,385
"Sabe leer y escribir (021)",3768,,335,553,408,661,707,866,238
"No sabe leer y escribir (022)",637,182,119,6,4,15,34,130,147
,,,,,,,,,
"RURAL (024)",32664,1478,3909,4925,3318,4443,4124,7095,3372
"Sabe leer y escribir (025)",25386,,2600,4850,3228,4151,3669,5404,1484
"No sabe leer y escribir (026)",7278,1478,1309,75,90,292,455,1691,1888
"Hombres (028)",16435,780,2000,2537,1866,2262,1959,3362,1669
"Sabe leer y escribir (029)",13763,,1311,2500,1831,2154,1836,3022,1109
"No sabe leer y escribir (030)",2672,780,689,37,35,108,123,340,560
"Mujeres (032)",16229,698,1909,2388,1452,2181,2165,3733,1703
"Sabe leer y escribir (033)",11623,,1289,2350,1397,1997,1833,2382,375
"No sabe leer y escribir (034)",4606,698,620,38,55,184,332,1351,1328
