"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",515,486,24,3,2
,,,,,
"URBANA (036)",15840,13050,1310,695,785
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",49,,3,8,38
"Profes., científicos e intelectuales (038)",842,195,160,337,150
"Técnicos de nivel medio y trab. asimilados (039)",263,113,27,29,94
"Jefes y empleados de oficina (040)",393,46,23,62,262
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1476,1375,68,16,17
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5734,5323,404,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",507,454,32,9,12
"Obreros construc.,conf.,papel, fab., instr. (044)",905,684,114,56,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5145,4415,455,162,113
"Otra (046)",42,,,,42
"Ocupación no especificada (047)",484,445,24,9,6
"Hombres (048)",10696,8714,984,476,522
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",41,,2,7,32
"Profes., científicos e intelectuales (050)",466,91,99,192,84
"Técnicos de nivel medio y trab. asimilados (051)",177,81,21,27,48
"Jefes y empleados de oficina (052)",195,18,13,32,132
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",629,572,36,10,11
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5035,4687,342,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",392,345,30,6,11
"Obreros construc.,conf.,papel, fab., instr. (056)",893,673,113,56,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2715,2161,315,132,107
"Otra (058)",42,,,,42
"Ocupación no especificada (059)",111,86,13,8,4
"Mujeres (060)",5144,4336,326,219,263
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,,1,1,6
"Profes., científicos e intelectuales (062)",376,104,61,145,66
"Técnicos de nivel medio y trab. asimilados (063)",86,32,6,2,46
"Jefes y empleados de oficina (064)",198,28,10,30,130
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",847,803,32,6,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",699,636,62,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",115,109,2,3,1
"Obreros construc.,conf.,papel, fab., instr. (068)",12,11,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2430,2254,140,30,6
"Ocupación no especificada (071)",373,359,11,1,2
,,,,,
"RURAL (072)",16826,15616,1031,144,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,,,2
"Profes., científicos e intelectuales (074)",115,66,29,18,2
"Técnicos de nivel medio y trab. asimilados (075)",28,19,,2,7
"Jefes y empleados de oficina (076)",16,6,1,2,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",232,223,5,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8844,8469,371,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",53,42,8,2,1
"Obreros construc.,conf.,papel, fab., instr. (080)",117,106,7,3,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7248,6533,595,108,12
"Ocupación no especificada (083)",171,152,15,3,1
"Hombres (084)",12984,12075,782,99,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",61,29,19,11,2
"Técnicos de nivel medio y trab. asimilados (087)",23,16,,2,5
"Jefes y empleados de oficina (088)",11,4,1,2,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",104,99,2,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",8055,7720,331,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",46,35,8,2,1
"Obreros construc.,conf.,papel, fab., instr. (092)",114,103,7,3,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4539,4044,412,72,11
"Ocupación no especificada (095)",29,25,2,1,1
"Mujeres (096)",3842,3541,249,45,7
"Profes., científicos e intelectuales (098)",54,37,10,7,
"Técnicos de nivel medio y trab. asimilados (099)",5,3,,,2
"Jefes y empleados de oficina (100)",5,2,,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",128,124,3,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",789,749,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",7,7,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2709,2489,183,36,1
"Ocupación no especificada (107)",142,127,13,2,
