"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia FERREÑAFE (000)",27466,33,2072,861,611,2670,4620,1443,2265,12016,174,701
"Agric., ganadería, caza y silvicultura (001)",14016,,16,16,4,,4616,,36,9328,,
"Pesca (002)",10,,1,,1,,4,,,4,,
"Explotación de minas y canteras (003)",73,,,2,2,,,11,,58,,
"Industrias manufactureras (004)",1152,1,9,29,13,2,,1001,66,31,,
"Suministro de electricidad, gas y agua (005)",61,,4,5,7,,,14,10,21,,
"Construcción (006)",1146,,32,26,4,,,75,664,345,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3187,,20,93,22,2162,,320,27,543,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",330,,5,12,7,48,,223,25,10,,
"Comercio al por mayor (009)",166,,1,16,4,134,,,,11,,
"Comercio al por menor (010)",2691,,14,65,11,1980,,97,2,522,,
"Hoteles y restaurantes (011)",537,,1,18,3,312,,,,203,,
"Trans., almac. y comunicaciones (012)",1806,,8,31,57,5,,9,1414,282,,
"Intermediación financiera (013)",52,,3,13,35,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",528,1,115,155,74,61,,6,12,104,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",739,16,47,67,262,15,,3,25,130,174,
"Enseñanza (016)",1715,15,1619,24,30,,,,1,26,,
"Servicios sociales y de salud (017)",464,,140,240,30,29,,2,4,19,,
"Otras activ. serv.comun.soc y personales (018)",533,,47,115,15,84,,2,5,265,,
"Hogares privados con servicio doméstico (019)",663,,,7,,,,,,656,,
"Actividad economica no especificada (021)",784,,10,20,52,,,,,1,,701
"Hombres (022)",20298,27,1059,524,307,1136,4204,1113,2228,9178,171,351
"Agric., ganadería, caza y silvicultura (023)",12047,,16,13,1,,4200,,36,7781,,
"Pesca (024)",8,,1,,,,4,,,3,,
"Explotación de minas y canteras (025)",72,,,2,2,,,11,,57,,
"Industrias manufactureras (026)",783,,6,20,5,1,,678,47,26,,
"Suministro de electricidad, gas y agua (027)",58,,4,4,5,,,14,10,21,,
"Construcción (028)",1128,,32,23,4,,,74,654,341,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1692,,16,62,6,963,,315,27,303,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",314,,4,10,2,42,,223,25,8,,
"Comercio al por mayor (031)",104,,1,5,2,86,,,,10,,
"Comercio al por menor (032)",1274,,11,47,2,835,,92,2,285,,
"Hoteles y restaurantes (033)",130,,,12,1,65,,,,52,,
"Trans., almac. y comunicaciones (034)",1702,,7,20,31,1,,8,1407,228,,
"Intermediación financiera (035)",32,,3,8,20,,,,1,,,
"Activid.inmobil., empres. y alquileres (036)",396,1,92,119,32,61,,6,12,73,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",552,15,33,42,155,13,,3,24,96,171,
"Enseñanza (038)",804,11,752,13,13,,,,1,14,,
"Servicios sociales y de salud (039)",155,,48,75,9,8,,2,4,9,,
"Otras activ. serv.comun.soc y personales (040)",326,,43,96,7,24,,2,5,149,,
"Hogares privados con servicio doméstico (041)",26,,,1,,,,,,25,,
"Actividad economica no especificada (043)",387,,6,14,16,,,,,,,351
"Mujeres (044)",7168,6,1013,337,304,1534,416,330,37,2838,3,350
"Agric., ganadería, caza y silvicultura (045)",1969,,,3,3,,416,,,1547,,
"Pesca (046)",2,,,,1,,,,,1,,
"Explotación de minas y canteras (047)",1,,,,,,,,,1,,
"Industrias manufactureras (048)",369,1,3,9,8,1,,323,19,5,,
"Suministro de electricidad, gas y agua (049)",3,,,1,2,,,,,,,
"Construcción (050)",18,,,3,,,,1,10,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1495,,4,31,16,1199,,5,,240,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",16,,1,2,5,6,,,,2,,
"Comercio al por mayor (053)",62,,,11,2,48,,,,1,,
"Comercio al por menor (054)",1417,,3,18,9,1145,,5,,237,,
"Hoteles y restaurantes (055)",407,,1,6,2,247,,,,151,,
"Trans., almac. y comunicaciones (056)",104,,1,11,26,4,,1,7,54,,
"Intermediación financiera (057)",20,,,5,15,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",132,,23,36,42,,,,,31,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",187,1,14,25,107,2,,,1,34,3,
"Enseñanza (060)",911,4,867,11,17,,,,,12,,
"Servicios sociales y de salud (061)",309,,92,165,21,21,,,,10,,
"Otras activ. serv.comun.soc y personales (062)",207,,4,19,8,60,,,,116,,
"Hogares privados con servicio doméstico (063)",637,,,6,,,,,,631,,
"Actividad economica no especificada (065)",397,,4,6,36,,,,,1,,350
,,,,,,,,,,,,
"URBANA (066)",16005,28,1764,779,578,2406,1005,1192,1975,5744,168,366
"Agric., ganadería, caza y silvicultura (067)",4474,,16,9,4,,1004,,32,3409,,
"Pesca (068)",5,,1,,1,,1,,,2,,
"Explotación de minas y canteras (069)",17,,,2,2,,,4,,9,,
"Industrias manufactureras (070)",925,1,8,28,13,1,,784,63,27,,
"Suministro de electricidad, gas y agua (071)",57,,4,5,7,,,13,10,18,,
"Construcción (072)",1014,,29,25,4,,,75,561,320,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2869,,20,81,22,1936,,295,24,491,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",301,,5,11,7,40,,206,22,10,,
"Comercio al por mayor (075)",150,,1,13,4,121,,,,11,,
"Comercio al por menor (076)",2418,,14,57,11,1775,,89,2,470,,
"Hoteles y restaurantes (077)",504,,1,17,3,292,,,,191,,
"Trans., almac. y comunicaciones (078)",1598,,8,31,51,1,,8,1241,258,,
"Intermediación financiera (079)",52,,3,13,35,,,,1,,,
"Activid.inmobil., empres. y alquileres (080)",493,1,110,148,70,56,,6,11,91,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",697,13,45,64,244,15,,3,22,123,168,
"Enseñanza (082)",1424,13,1333,23,30,,,,1,24,,
"Servicios sociales y de salud (083)",418,,133,205,29,27,,2,4,18,,
