"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",126,3,38,28,44,13
"Secundaria (034)",122,2,71,35,13,1
"Superior no univ. incompleta (035)",10,,4,5,,1
"Superior no univ. completa (036)",28,,19,7,2,
"Superior univ. incompleta (037)",4,,1,3,,
"Superior univ. completa (038)",16,,7,9,,
"No PEA (040)",13693,5060,3182,1642,1853,1956
"Sin nivel (041)",2558,119,78,286,796,1279
"Educación inicial (042)",346,328,10,8,,
"Primaria (043)",7119,3993,805,877,852,592
"Secundaria (044)",3196,620,1985,387,160,44
"Superior no univ. incompleta (045)",206,,170,22,11,3
"Superior no univ. completa (046)",118,,43,41,16,18
"Superior univ. incompleta (047)",92,,84,2,2,4
"Superior univ. completa (048)",58,,7,19,16,16
,,,,,,
"URBANA (060)",16703,3984,4076,3444,3049,2150
"Sin nivel (061)",2378,72,70,300,799,1137
"Educación inicial (062)",229,211,9,9,,
"Primaria (063)",7597,3133,863,1297,1446,858
"Secundaria (064)",4640,568,2420,1068,493,91
"Superior no univ. incompleta (065)",452,,252,140,47,13
"Superior no univ. completa (066)",751,,268,344,118,21
"Superior univ. incompleta (067)",162,,99,40,18,5
"Superior univ. completa (068)",494,,95,246,128,25
"PEA (070)",6747,214,1690,2276,1789,778
"Sin nivel (071)",726,4,24,109,308,281
"Educación inicial (072)",3,1,,2,,
"Primaria (073)",2494,169,361,714,835,415
"Secundaria (074)",2075,40,851,752,376,56
"Superior no univ. incompleta (075)",282,,115,120,37,10
"Superior no univ. completa (076)",647,,229,308,104,6
"Superior univ. incompleta (077)",77,,21,39,16,1
"Superior univ. completa (078)",443,,89,232,113,9
"Ocupada (080)",6511,212,1584,2201,1748,766
"Sin nivel (081)",719,3,21,108,306,281
"Educación inicial (082)",3,1,,2,,
"Primaria (083)",2427,169,348,694,811,405
"Secundaria (084)",1967,39,789,721,363,55
"Superior no univ. incompleta (085)",273,,111,116,37,9
"Superior no univ. completa (086)",621,,212,301,102,6
"Superior univ. incompleta (087)",74,,21,36,16,1
"Superior univ. completa (088)",427,,82,223,113,9
"Desocupada (090)",236,2,106,75,41,12
"Sin nivel (091)",7,1,3,1,2,
"Primaria (093)",67,,13,20,24,10
"Secundaria (094)",108,1,62,31,13,1
"Superior no univ. incompleta (095)",9,,4,4,,1
"Superior no univ. completa (096)",26,,17,7,2,
"Superior univ. incompleta (097)",3,,,3,,
"Superior univ. completa (098)",16,,7,9,,
"No PEA (100)",9956,3770,2386,1168,1260,1372
"Sin nivel (101)",1652,68,46,191,491,856
"Educación inicial (102)",226,210,9,7,,
"Primaria (103)",5103,2964,502,583,611,443
"Secundaria (104)",2565,528,1569,316,117,35
"Superior no univ. incompleta (105)",170,,137,20,10,3
"Superior no univ. completa (106)",104,,39,36,14,15
"Superior univ. incompleta (107)",85,,78,1,2,4
"Superior univ. completa (108)",51,,6,14,15,16
,,,,,,
"RURAL (120)",5635,1331,1240,1002,1107,955
"Sin nivel (121)",1270,57,49,136,434,594
"Educación inicial (122)",123,119,1,3,,
"Primaria (123)",2949,1060,470,559,526,334
"Secundaria (124)",1092,95,631,225,117,24
"Superior no univ. incompleta (125)",53,,40,8,5,
"Superior no univ. completa (126)",81,,29,35,14,3
"Superior univ. incompleta (127)",19,,11,4,4,
"Superior univ. completa (128)",48,,9,32,7,
"PEA (130)",1898,41,444,528,514,371
"Sin nivel (131)",364,6,17,41,129,171
"Educación inicial (132)",3,1,,2,,
"Primaria (133)",933,31,167,265,285,185
"Secundaria (134)",461,3,215,154,74,15
"Superior no univ. incompleta (135)",17,,7,6,4,
"Superior no univ. completa (136)",67,,25,30,12,
"Superior univ. incompleta (137)",12,,5,3,4,
"Superior univ. completa (138)",41,,8,27,6,
"Ocupada (140)",1816,37,405,514,493,367
"Sin nivel (141)",359,6,15,40,128,170
"Educación inicial (142)",3,1,,2,,
"Primaria (143)",874,28,142,257,265,182
"Secundaria (144)",447,2,206,150,74,15
"Superior no univ. incompleta (145)",16,,7,5,4,
"Superior no univ. completa (146)",65,,23,30,12,
"Superior univ. incompleta (147)",11,,4,3,4,
"Superior univ. completa (148)",41,,8,27,6,
"Desocupada (150)",82,4,39,14,21,4
"Sin nivel (151)",5,,2,1,1,1
"Primaria (153)",59,3,25,8,20,3
"Secundaria (154)",14,1,9,4,,
"Superior no univ. incompleta (155)",1,,,1,,
"Superior no univ. completa (156)",2,,2,,,
"Superior univ. incompleta (157)",1,,1,,,
"No PEA (160)",3737,1290,796,474,593,584
"Sin nivel (161)",906,51,32,95,305,423
"Educación inicial (162)",120,118,1,1,,
"Primaria (163)",2016,1029,303,294,241,149
"Secundaria (164)",631,92,416,71,43,9
"Superior no univ. incompleta (165)",36,,33,2,1,
"Superior no univ. completa (166)",14,,4,5,2,3
"Superior univ. incompleta (167)",7,,6,1,,
"Superior univ. completa (168)",7,,1,5,1,
