"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",35416,8583,86,18246,4104,651,1946,448,1352
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",61,,,7,12,3,19,5,15
"Profes., científicos e intelectuales (002)",1726,,,,52,70,753,115,736
"Técnicos de nivel medio ytrab.asimilados (003)",444,4,,17,65,77,181,34,66
"Jefes y empleados de oficina (004)",391,2,,6,100,38,146,27,72
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2165,423,5,717,502,110,234,68,106
"Agricult.trabaj. calif.agrop. y pesquros (006)",14295,4425,19,8752,783,67,131,31,87
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",2092,367,2,974,489,54,127,26,53
"Obreros. construc., conf., papel, fab., instr (008)",1615,143,3,626,550,85,103,44,61
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",11675,2890,51,6800,1451,119,195,77,92
"Otra (010)",93,,,,8,3,31,5,46
"Ocupación no especificada (011)",859,329,6,347,92,25,26,16,18
"Hombres (012)",27964,6182,54,15650,3394,448,1110,295,831
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",50,,,7,10,3,12,4,14
"Profes., científicos e intelectuales (014)",812,,,,13,30,343,50,376
"Técnicos de nivel medio ytrab.asimilados (015)",308,,,14,55,64,109,27,39
"Jefes y empleados de oficina (016)",199,1,,6,69,15,59,12,37
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",835,64,,281,247,51,93,40,59
"Agricult.trabaj. calif.agrop. y pesquros (018)",13869,4179,19,8594,770,65,128,30,84
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1671,213,2,776,452,47,116,22,43
"Obreros. construc., conf., papel, fab., instr (020)",1572,126,3,612,543,83,100,44,61
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",8295,1547,29,5248,1165,78,112,54,62
"Otra (022)",93,,,,8,3,31,5,46
"Ocupación no especificada (023)",260,52,1,112,62,9,7,7,10
"Mujeres (024)",7452,2401,32,2596,710,203,836,153,521
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",11,,,,2,,7,1,1
"Profes., científicos e intelectuales (026)",914,,,,39,40,410,65,360
"Técnicos de nivel medio ytrab.asimilados (027)",136,4,,3,10,13,72,7,27
"Jefes y empleados de oficina (028)",192,1,,,31,23,87,15,35
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1330,359,5,436,255,59,141,28,47
"Agricult.trabaj. calif.agrop. y pesquros (030)",426,246,,158,13,2,3,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",421,154,,198,37,7,11,4,10
"Obreros. construc., conf., papel, fab., instr (032)",43,17,,14,7,2,3,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",3380,1343,22,1552,286,41,83,23,30
"Ocupación no especificada (035)",599,277,5,235,30,16,19,9,8
,,,,,,,,,
"URBANA (036)",10916,1242,25,3349,2431,556,1675,404,1234
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",47,,,4,9,2,14,5,13
