"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia MOYOBAMBA (000)",115389,112892,1944,553
"Hombres (001)",59829,58709,817,303
"Mujeres (002)",55560,54183,1127,250
"Menores de 1 año (003)",2684,2173,372,139
"Hombres (004)",1386,1110,191,85
"Mujeres (005)",1298,1063,181,54
"De 1 a 5 años (006)",13787,12484,941,362
"Hombres (007)",7120,6458,467,195
"Mujeres (008)",6667,6026,474,167
"De 6 a 14 años (009)",25831,25706,98,27
"Hombres (010)",13189,13127,46,16
"Mujeres (011)",12642,12579,52,11
"De 15 a 29 años (012)",32400,32312,82,6
"Hombres (013)",16634,16604,27,3
"Mujeres (014)",15766,15708,55,3
"De 30 a 44 años (015)",22302,22219,76,7
"Hombres (016)",11655,11637,15,3
"Mujeres (017)",10647,10582,61,4
"De 45 a 64 años (018)",13727,13587,134,6
"Hombres (019)",7524,7498,26,
"Mujeres (020)",6203,6089,108,6
"De 65 a más años (021)",4658,4411,241,6
"Hombres (022)",2321,2275,45,1
"Mujeres (023)",2337,2136,196,5
,,,,
"URBANA (024)",68406,67393,713,300
"Hombres (025)",34452,34011,283,158
"Mujeres (026)",33954,33382,430,142
"Menores de 1 año (027)",1330,1126,145,59
"Hombres (028)",689,578,77,34
"Mujeres (029)",641,548,68,25
"De 1 a 5 años (030)",6991,6427,339,225
"Hombres (031)",3600,3312,169,119
"Mujeres (032)",3391,3115,170,106
"De 6 a 14 años (033)",14204,14184,12,8
"Hombres (034)",7191,7183,4,4
"Mujeres (035)",7013,7001,8,4
"De 15 a 29 años (036)",18896,18882,13,1
"Hombres (037)",9257,9256,1,
"Mujeres (038)",9639,9626,12,1
"De 30 a 44 años (039)",14385,14357,26,2
"Hombres (040)",7143,7138,4,1
"Mujeres (041)",7242,7219,22,1
"De 45 a 64 años (042)",9243,9189,51,3
"Hombres (043)",4987,4976,11,
"Mujeres (044)",4256,4213,40,3
"De 65 a más años (045)",3357,3228,127,2
"Hombres (046)",1585,1568,17,
"Mujeres (047)",1772,1660,110,2
,,,,
"RURAL (048)",46983,45499,1231,253
"Hombres (049)",25377,24698,534,145
"Mujeres (050)",21606,20801,697,108
"Menores de 1 año (051)",1354,1047,227,80
"Hombres (052)",697,532,114,51
"Mujeres (053)",657,515,113,29
"De 1 a 5 años (054)",6796,6057,602,137
"Hombres (055)",3520,3146,298,76
"Mujeres (056)",3276,2911,304,61
"De 6 a 14 años (057)",11627,11522,86,19
"Hombres (058)",5998,5944,42,12
"Mujeres (059)",5629,5578,44,7
"De 15 a 29 años (060)",13504,13430,69,5
"Hombres (061)",7377,7348,26,3
"Mujeres (062)",6127,6082,43,2
"De 30 a 44 años (063)",7917,7862,50,5
"Hombres (064)",4512,4499,11,2
"Mujeres (065)",3405,3363,39,3
"De 45 a 64 años (066)",4484,4398,83,3
"Hombres (067)",2537,2522,15,
"Mujeres (068)",1947,1876,68,3
"De 65 a más años (069)",1301,1183,114,4
"Hombres (070)",736,707,28,1
"Mujeres (071)",565,476,86,3
