"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2154,2023,71,13,47
"Otra (034)",8,,,,8
"Ocupación no especificada (035)",210,197,6,4,3
,,,,,
"URBANA (036)",13012,8725,961,635,2691
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",68,4,5,2,57
"Profes., científicos e intelectuales (038)",2028,361,234,262,1171
"Técnicos de nivel medio y trab. asimilados (039)",734,283,57,55,339
"Jefes y empleados de oficina (040)",932,159,95,83,595
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1897,1695,98,36,68
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2139,2056,82,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",839,741,56,24,18
"Obreros construc.,conf.,papel, fab., instr. (044)",1172,849,150,90,83
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2820,2404,171,74,171
"Otra (046)",176,,,,176
"Ocupación no especificada (047)",207,173,13,8,13
"Hombres (048)",7806,5246,665,407,1488
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",52,2,4,2,44
"Profes., científicos e intelectuales (050)",1041,196,136,134,575
"Técnicos de nivel medio y trab. asimilados (051)",395,175,35,37,148
"Jefes y empleados de oficina (052)",385,55,33,31,266
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",707,571,52,27,57
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1840,1772,67,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",647,560,53,19,15
"Obreros construc.,conf.,papel, fab., instr. (056)",1151,834,147,89,81
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1360,1042,131,63,124
"Otra (058)",168,,,,168
"Ocupación no especificada (059)",60,39,7,4,10
"Mujeres (060)",5206,3479,296,228,1203
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,2,1,,13
"Profes., científicos e intelectuales (062)",987,165,98,128,596
"Técnicos de nivel medio y trab. asimilados (063)",339,108,22,18,191
"Jefes y empleados de oficina (064)",547,104,62,52,329
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1190,1124,46,9,11
"Agricult.trabaj.calif.agrop.y pesqueros (066)",299,284,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",192,181,3,5,3
"Obreros construc.,conf.,papel, fab., instr. (068)",21,15,3,1,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1460,1362,40,11,47
"Otra (070)",8,,,,8
"Ocupación no especificada (071)",147,134,6,4,3
,,,,,
"RURAL (072)",5797,5391,211,31,164
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,1,,5
"Profes., científicos e intelectuales (074)",144,34,16,6,88
"Técnicos de nivel medio y trab. asimilados (075)",40,18,2,2,18
"Jefes y empleados de oficina (076)",39,5,3,,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",192,181,8,,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3058,2984,71,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",114,98,10,4,2
"Obreros construc.,conf.,papel, fab., instr. (080)",97,74,17,1,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2033,1925,83,15,10
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",72,72,,,
"Hombres (084)",4407,4133,154,24,96
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,,1,,5
"Profes., científicos e intelectuales (086)",68,16,9,3,40
"Técnicos de nivel medio y trab. asimilados (087)",24,12,1,2,9
"Jefes y empleados de oficina (088)",24,2,2,,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,57,3,,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2701,2640,59,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",76,61,10,3,2
"Obreros construc.,conf.,papel, fab., instr. (092)",95,72,17,1,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1339,1264,52,13,10
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",9,9,,,
"Mujeres (096)",1390,1258,57,7,68
"Profes., científicos e intelectuales (098)",76,18,7,3,48
"Técnicos de nivel medio y trab. asimilados (099)",16,6,1,,9
"Jefes y empleados de oficina (100)",15,3,1,,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",129,124,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",357,344,12,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",38,37,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",694,661,31,2,
"Ocupación no especificada (107)",63,63,,,
