"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",273,1584,1488,4,93.9,0.3,
"De 50 y más años (039)",986,6549,5683,,86.8,,
"Viudo(a) (040)",735,4760,3831,3,80.5,0.1,
"De 15 a 19 años (042)",1,1,1,,100,,
"De 20 a 24 años (043)",2,2,2,,100,,
"De 25 a 29 años (044)",7,14,13,1,92.9,7.1,
"De 30 a 34 años (045)",14,44,44,2,100,4.5,
"De 35 a 39 años (046)",20,79,72,,91.1,,
"De 40 a 44 años (047)",34,156,140,,89.7,,
"De 45 a 49 años (048)",32,216,176,,81.5,,
"De 50 y más años (049)",625,4248,3383,,79.6,,
"Divorciado(a) (050)",21,87,73,1,83.9,1.1,
"De 20 a 24 años (053)",2,3,3,1,100,33.3,
"De 30 a 34 años (055)",2,5,5,,100,,
"De 35 a 39 años (056)",4,8,8,,100,,
"De 40 a 44 años (057)",2,10,9,,90,,
"De 45 a 49 años (058)",2,7,6,,85.7,,
"De 50 y más años (059)",9,54,42,,77.8,,
"Soltero(a) (060)",3623,800,778,36,97.3,4.5,
"De 12 a 14 años (061)",1340,2,2,1,100,50,
"De 15 a 19 años (062)",1172,42,42,12,100,28.6,
"De 20 a 24 años (063)",413,108,106,16,98.1,14.8,
"De 25 a 29 años (064)",198,95,93,5,97.9,5.3,
"De 30 a 34 años (065)",135,113,111,2,98.2,1.8,
"De 35 a 39 años (066)",94,99,96,,97,,
"De 40 a 44 años (067)",62,67,67,,100,,
"De 45 a 49 años (068)",53,60,57,,95,,
"De 50 y más años (069)",156,214,204,,95.3,,
,,,,,,,
"URBANA (080)",1870,4918,4510,79,91.7,1.6,
"De 12 a 14 años (081)",193,,,,,,
"De 15 a 19 años (082)",216,29,29,11,100,37.9,
"De 20 a 24 años (083)",177,154,152,16,98.7,10.4,
"De 25 a 29 años (084)",191,316,311,17,98.4,5.4,
"De 30 a 34 años (085)",208,465,454,21,97.6,4.5,
"De 35 a 39 años (086)",175,536,516,10,96.3,1.9,
"De 40 a 44 años (087)",145,524,493,4,94.1,0.8,
"De 45 a 49 años (088)",135,580,538,,92.8,,
"De 50 y más años (089)",430,2314,2017,,87.2,,
"Conviviente (090)",537,1700,1581,50,93,2.9,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",34,18,18,6,100,33.3,
"De 20 a 24 años (093)",77,100,98,12,98,12,
"De 25 a 29 años (094)",86,189,187,14,98.9,7.4,
"De 30 a 34 años (095)",81,216,210,13,97.2,6,
"De 35 a 39 años (096)",59,210,197,2,93.8,1,
"De 40 a 44 años (097)",54,216,205,3,94.9,1.4,
"De 45 a 49 años (098)",49,238,212,,89.1,,
"De 50 y más años (099)",96,513,454,,88.5,,
"Separado(a) (100)",130,356,329,1,92.4,0.3,
"De 15 a 19 años (102)",4,3,3,,100,,
"De 20 a 24 años (103)",12,16,16,,100,,
"De 25 a 29 años (104)",14,17,17,,100,,
"De 30 a 34 años (105)",19,43,41,,95.3,,
"De 35 a 39 años (106)",27,67,65,1,97,1.5,
"De 40 a 44 años (107)",11,28,27,,96.4,,
"De 45 a 49 años (108)",12,46,44,,95.7,,
"De 50 y más años (109)",31,136,116,,85.3,,
"Casado(a) (110)",476,1972,1848,19,93.7,1,
"De 15 a 19 años (112)",2,1,1,1,100,100,
"De 20 a 24 años (113)",17,26,26,2,100,7.7,
"De 25 a 29 años (114)",45,90,87,1,96.7,1.1,
"De 30 a 34 años (115)",61,158,155,7,98.1,4.4,
"De 35 a 39 años (116)",56,206,202,7,98.1,3.4,
"De 40 a 44 años (117)",61,238,221,1,92.9,0.4,
"De 45 a 49 años (118)",57,257,248,,96.5,,
"De 50 y más años (119)",177,996,908,,91.2,,
"Viudo(a) (120)",115,682,552,1,80.9,0.1,
"De 15 a 19 años (122)",1,1,1,,100,,
"De 25 a 29 años (124)",1,1,1,,100,,
"De 30 a 34 años (125)",6,19,19,1,100,5.3,
"De 35 a 39 años (126)",6,17,16,,94.1,,
"De 40 a 44 años (127)",4,13,12,,92.3,,
"De 45 a 49 años (128)",5,24,21,,87.5,,
"De 50 y más años (129)",92,607,482,,79.4,,
"Divorciado(a) (130)",7,23,18,,78.3,,
"De 35 a 39 años (136)",3,6,6,,100,,
"De 40 a 44 años (137)",1,5,4,,80,,
"De 45 a 49 años (138)",1,5,4,,80,,
"De 50 y más años (139)",2,7,4,,57.1,,
"Soltero(a) (140)",605,185,182,8,98.4,4.3,
"De 12 a 14 años (141)",192,,,,,,
"De 15 a 19 años (142)",175,6,6,4,100,66.7,
"De 20 a 24 años (143)",71,12,12,2,100,16.7,
"De 25 a 29 años (144)",45,19,19,2,100,10.5,
"De 30 a 34 años (145)",41,29,29,,100,,
"De 35 a 39 años (146)",24,30,30,,100,,
"De 40 a 44 años (147)",14,24,24,,100,,
"De 45 a 49 años (148)",11,10,9,,90,,
"De 50 y más años (149)",32,55,53,,96.4,,
,,,,,,,
"RURAL (160)",9447,29638,26568,631,89.6,2.1,
"De 12 a 14 años (161)",1159,3,2,1,66.7,33.3,
"De 15 a 19 años (162)",1290,259,254,77,98.1,29.7,
"De 20 a 24 años (163)",1076,1293,1251,178,96.8,13.8,
"De 25 a 29 años (164)",875,1955,1883,139,96.3,7.1,
"De 30 a 34 años (165)",818,2493,2401,108,96.3,4.3,
"De 35 a 39 años (166)",860,3563,3391,85,95.2,2.4,
"De 40 a 44 años (167)",697,3245,3046,35,93.9,1.1,
"De 45 a 49 años (168)",536,3084,2826,8,91.6,0.3,
"De 50 y más años (169)",2136,13743,11514,,83.8,,
"Conviviente (170)",3335,13001,11913,442,91.6,3.4,
"De 12 a 14 años (171)",9,1,,,,,
"De 15 a 19 años (172)",243,170,165,55,97.1,32.4,
"De 20 a 24 años (173)",534,885,860,122,97.2,13.8,
"De 25 a 29 años (174)",501,1319,1277,106,96.8,8,
"De 30 a 34 años (175)",456,1538,1490,73,96.9,4.7,
"De 35 a 39 años (176)",448,1972,1880,59,95.3,3,
"De 40 a 44 años (177)",327,1673,1569,24,93.8,1.4,
"De 45 a 49 años (178)",228,1416,1292,3,91.2,0.2,
"De 50 y más años (179)",589,4027,3380,,83.9,,
"Separado(a) (180)",345,951,883,29,92.8,3,
"De 15 a 19 años (182)",22,23,23,7,100,30.4,
"De 20 a 24 años (183)",59,79,76,12,96.2,15.2,
"De 25 a 29 años (184)",46,78,77,3,98.7,3.8,
"De 30 a 34 años (185)",44,86,85,4,98.8,4.7,
"De 35 a 39 años (186)",37,102,100,2,98,2,
"De 40 a 44 años (187)",41,170,164,,96.5,,
"De 45 a 49 años (188)",22,97,89,1,91.8,1,
"De 50 y más años (189)",74,316,269,,85.1,,
"Casado(a) (190)",2115,10929,9842,129,90.1,1.2,
"De 12 a 14 años (191)",2,,,,,,
"De 15 a 19 años (192)",28,30,30,7,100,23.3,
"De 20 a 24 años (193)",137,228,216,29,94.7,12.7,
"De 25 a 29 años (194)",169,469,443,26,94.5,5.5,
"De 30 a 34 años (195)",214,755,714,28,94.6,3.7,
"De 35 a 39 años (196)",290,1356,1287,24,94.9,1.8,
"De 40 a 44 años (197)",250,1211,1137,11,93.9,0.9,
"De 45 a 49 años (198)",216,1327,1240,4,93.4,0.3,
"De 50 y más años (199)",809,5553,4775,,86,,
"Viudo(a) (200)",620,4078,3279,2,80.4,,
"De 20 a 24 años (203)",2,2,2,,100,,
"De 25 a 29 años (204)",6,13,12,1,92.3,7.7,
"De 30 a 34 años (205)",8,25,25,1,100,4,
"De 35 a 39 años (206)",14,62,56,,90.3,,
"De 40 a 44 años (207)",30,143,128,,89.5,,
"De 45 a 49 años (208)",27,192,155,,80.7,,
"De 50 y más años (209)",533,3641,2901,,79.7,,
"Divorciado(a) (210)",14,64,55,1,85.9,1.6,
"De 20 a 24 años (213)",2,3,3,1,100,33.3,
"De 30 a 34 años (215)",2,5,5,,100,,
"De 35 a 39 años (216)",1,2,2,,100,,
"De 40 a 44 años (217)",1,5,5,,100,,
"De 45 a 49 años (218)",1,2,2,,100,,
"De 50 y más años (219)",7,47,38,,80.9,,
"Soltero(a) (220)",3018,615,596,28,96.9,4.6,
"De 12 a 14 años (221)",1148,2,2,1,100,50,
"De 15 a 19 años (222)",997,36,36,8,100,22.2,
"De 20 a 24 años (223)",342,96,94,14,97.9,14.6,
"De 25 a 29 años (224)",153,76,74,3,97.4,3.9,
"De 30 a 34 años (225)",94,84,82,2,97.6,2.4,
"De 35 a 39 años (226)",70,69,66,,95.7,,
"De 40 a 44 años (227)",48,43,43,,100,,
"De 45 a 49 años (228)",42,50,48,,96,,
"De 50 y más años (229)",124,159,151,,95,,
