"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",217,,,13,48,48,87,10,11
"Jefes y empleados de oficina (040)",306,,,2,80,50,127,12,35
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",708,56,1,206,215,64,103,16,47
"Agricult.trabaj. calif.agrop. y pesquros (042)",447,35,1,239,105,13,27,5,22
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",876,38,1,239,354,70,125,24,25
"Obreros. construc., conf., papel, fab., instr (044)",425,26,1,106,177,32,52,11,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1266,139,2,457,439,70,108,13,38
"Otra (046)",18,,,,,4,10,1,3
"Ocupación no especificada (047)",193,25,,67,52,21,17,4,7
"Hombres (048)",3651,142,5,970,1162,293,602,112,365
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",20,,,1,3,4,3,2,7
"Profes., científicos e intelectuales (050)",429,,,,7,22,142,43,215
"Técnicos de nivel medio ytrab.asimilados (051)",151,,,8,38,33,60,7,5
"Jefes y empleados de oficina (052)",167,,,1,54,27,55,9,21
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",279,6,,81,94,28,42,3,25
"Agricult.trabaj. calif.agrop. y pesquros (054)",429,32,1,228,102,13,27,4,22
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",802,25,1,216,332,68,116,22,22
"Obreros. construc., conf., papel, fab., instr (056)",408,22,1,104,172,30,48,11,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",855,51,2,299,331,53,89,8,22
"Otra (058)",18,,,,,4,10,1,3
"Ocupación no especificada (059)",93,6,,32,29,11,10,2,3
"Mujeres (060)",1610,177,1,363,327,118,330,60,234
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",11,,,3,1,,3,2,2
"Profes., científicos e intelectuales (062)",345,,,,8,13,128,29,167
"Técnicos de nivel medio ytrab.asimilados (063)",66,,,5,10,15,27,3,6
"Jefes y empleados de oficina (064)",139,,,1,26,23,72,3,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",429,50,1,125,121,36,61,13,22
"Agricult.trabaj. calif.agrop. y pesquros (066)",18,3,,11,3,,,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",74,13,,23,22,2,9,2,3
"Obreros. construc., conf., papel, fab., instr (068)",17,4,,2,5,2,4,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",411,88,,158,108,17,19,5,16
"Ocupación no especificada (071)",100,19,,35,23,10,7,2,4
,,,,,,,,,
"RURAL (072)",10160,1177,3,5507,1835,310,782,149,397
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",15,2,,7,2,,1,,3
"Profes., científicos e intelectuales (074)",199,,,,8,9,44,18,120
"Técnicos de nivel medio ytrab.asimilados (075)",261,,,6,22,31,112,21,69
"Jefes y empleados de oficina (076)",148,,,1,35,8,43,7,54
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",229,27,,94,64,14,21,3,6
"Agricult.trabaj. calif.agrop. y pesquros (078)",4822,720,1,3438,570,34,37,9,13
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1038,43,1,247,264,79,294,35,75
"Obreros. construc., conf., papel, fab., instr (080)",744,17,,156,291,72,140,35,33
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2363,266,1,1391,543,53,66,21,22
"Otra (082)",4,,,,1,1,2,,
"Ocupación no especificada (083)",337,102,,167,35,9,22,,2
"Hombres (084)",9036,876,3,4943,1713,288,726,140,347
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",14,2,,7,1,,1,,3
"Profes., científicos e intelectuales (086)",134,,,,1,4,28,12,89
"Técnicos de nivel medio ytrab.asimilados (087)",241,,,5,21,30,105,19,61
"Jefes y empleados de oficina (088)",131,,,,29,8,36,7,51
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",128,7,,46,39,11,17,3,5
"Agricult.trabaj. calif.agrop. y pesquros (090)",4652,655,1,3340,565,33,36,9,13
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",946,30,1,214,249,71,277,34,70
"Obreros. construc., conf., papel, fab., instr (092)",741,17,,154,291,72,139,35,33
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1923,145,1,1126,494,50,64,21,22
"Otra (094)",4,,,,1,1,2,,
"Ocupación no especificada (095)",122,20,,51,22,8,21,,
"Mujeres (096)",1124,301,,564,122,22,56,9,50
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,1,,,,
"Profes., científicos e intelectuales (098)",65,,,,7,5,16,6,31
"Técnicos de nivel medio ytrab.asimilados (099)",20,,,1,1,1,7,2,8
"Jefes y empleados de oficina (100)",17,,,1,6,,7,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",101,20,,48,25,3,4,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",170,65,,98,5,1,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",92,13,,33,15,8,17,1,5
"Obreros. construc., conf., papel, fab., instr (104)",3,,,2,,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",440,121,,265,49,3,2,,
"Ocupación no especificada (107)",215,82,,116,13,1,1,,2
