"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PICOTA (000)",35061,1923,4212,4514,3786,6017,5263,7502,1844
"Sin nivel (001)",3961,1923,585,43,62,175,246,588,339
"Educación inicial (002)",895,,850,15,6,14,10,,
"Primaria (003)",18287,,2777,3256,1186,2468,2618,4630,1352
"Secundaria (004)",9842,,,1200,2410,2638,1761,1723,110
"Superior no univ. incompleto (005)",597,,,,83,261,131,110,12
"Superior no univ. completo (006)",870,,,,,291,317,245,17
"Superior univ. incompleto (007)",236,,,,39,74,54,68,1
"Superior univ. completo (008)",373,,,,,96,126,138,13
"Hombres (010)",18658,1001,2157,2365,1971,3073,2843,4323,925
"Sin nivel (011)",1797,1001,310,25,34,57,92,180,98
"Educación inicial (012)",453,,434,6,3,5,5,,
"Primaria (013)",9502,,1413,1694,602,1185,1350,2535,723
"Secundaria (014)",5668,,,640,1279,1437,1005,1230,77
"Superior no univ. incompleto (015)",333,,,,34,132,83,75,9
"Superior no univ. completo (016)",514,,,,,147,200,158,9
"Superior univ. incompleto (017)",153,,,,19,51,33,49,1
"Superior univ. completo (018)",238,,,,,59,75,96,8
"Mujeres (020)",16403,922,2055,2149,1815,2944,2420,3179,919
"Sin nivel (021)",2164,922,275,18,28,118,154,408,241
"Educación inicial (022)",442,,416,9,3,9,5,,
"Primaria (023)",8785,,1364,1562,584,1283,1268,2095,629
"Secundaria (024)",4174,,,560,1131,1201,756,493,33
"Superior no univ. incompleto (025)",264,,,,49,129,48,35,3
"Superior no univ. completo (026)",356,,,,,144,117,87,8
"Superior univ. incompleto (027)",83,,,,20,23,21,19,
"Superior univ. completo (028)",135,,,,,37,51,42,5
,,,,,,,,,
"URBANA (030)",22032,1057,2394,2810,2401,3556,3458,5077,1279
"Sin nivel (031)",1890,1057,259,21,20,60,79,221,173
"Educación inicial (032)",635,,601,12,5,10,7,,
"Primaria (033)",10212,,1534,1843,455,1024,1443,2944,969
"Secundaria (034)",7429,,,934,1810,1830,1365,1395,95
"Superior no univ. incompleto (035)",526,,,,75,223,115,101,12
"Superior no univ. completo (036)",790,,,,,260,286,227,17
"Superior univ. incompleto (037)",209,,,,36,62,47,63,1
"Superior univ. completo (038)",341,,,,,87,116,126,12
"Hombres (040)",11515,551,1233,1471,1203,1731,1782,2922,622
"Sin nivel (041)",870,551,132,16,11,20,38,67,35
"Educación inicial (042)",323,,309,5,3,1,5,,
"Primaria (043)",5090,,792,962,221,432,661,1529,493
"Secundaria (044)",4123,,,488,919,941,733,975,67
"Superior no univ. incompleto (045)",289,,,,31,110,71,68,9
"Superior no univ. completo (046)",465,,,,,130,178,148,9
"Superior univ. incompleto (047)",134,,,,18,43,27,45,1
"Superior univ. completo (048)",221,,,,,54,69,90,8
"Mujeres (050)",10517,506,1161,1339,1198,1825,1676,2155,657
"Sin nivel (051)",1020,506,127,5,9,40,41,154,138
"Educación inicial (052)",312,,292,7,2,9,2,,
"Primaria (053)",5122,,742,881,234,592,782,1415,476
"Secundaria (054)",3306,,,446,891,889,632,420,28
"Superior no univ. incompleto (055)",237,,,,44,113,44,33,3
"Superior no univ. completo (056)",325,,,,,130,108,79,8
"Superior univ. incompleto (057)",75,,,,18,19,20,18,
"Superior univ. completo (058)",120,,,,,33,47,36,4
,,,,,,,,,
"RURAL (060)",13029,866,1818,1704,1385,2461,1805,2425,565
"Sin nivel (061)",2071,866,326,22,42,115,167,367,166
"Educación inicial (062)",260,,249,3,1,4,3,,
"Primaria (063)",8075,,1243,1413,731,1444,1175,1686,383
"Secundaria (064)",2413,,,266,600,808,396,328,15
"Superior no univ. incompleto (065)",71,,,,8,38,16,9,
"Superior no univ. completo (066)",80,,,,,31,31,18,
"Superior univ. incompleto (067)",27,,,,3,12,7,5,
"Superior univ. completo (068)",32,,,,,9,10,12,1
"Hombres (070)",7143,450,924,894,768,1342,1061,1401,303
"Sin nivel (071)",927,450,178,9,23,37,54,113,63
"Educación inicial (072)",130,,125,1,,4,,,
"Primaria (073)",4412,,621,732,381,753,689,1006,230
"Secundaria (074)",1545,,,152,360,496,272,255,10
"Superior no univ. incompleto (075)",44,,,,3,22,12,7,
"Superior no univ. completo (076)",49,,,,,17,22,10,
"Superior univ. incompleto (077)",19,,,,1,8,6,4,
"Superior univ. completo (078)",17,,,,,5,6,6,
"Mujeres (080)",5886,416,894,810,617,1119,744,1024,262
"Sin nivel (081)",1144,416,148,13,19,78,113,254,103
"Educación inicial (082)",130,,124,2,1,,3,,
"Primaria (083)",3663,,622,681,350,691,486,680,153
"Secundaria (084)",868,,,114,240,312,124,73,5
"Superior no univ. incompleto (085)",27,,,,5,16,4,2,
"Superior no univ. completo (086)",31,,,,,14,9,8,
"Superior univ. incompleto (087)",8,,,,2,4,1,1,
"Superior univ. completo (088)",15,,,,,4,4,6,1
