"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia EL COLLAO (000)",77567,3205,8115,8828,7936,13337,10391,18208,7547
"Sabe leer y escribir (001)",64498,,6640,8801,7904,13212,10089,14489,3363
"No sabe leer y escribir (002)",13069,3205,1475,27,32,125,302,3719,4184
"Hombres (004)",39387,1660,4149,4597,4183,6745,5108,9202,3743
"Sabe leer y escribir (005)",35064,,3341,4580,4168,6700,5048,8611,2616
"No sabe leer y escribir (006)",4323,1660,808,17,15,45,60,591,1127
"Mujeres (008)",38180,1545,3966,4231,3753,6592,5283,9006,3804
"Sabe leer y escribir (009)",29434,,3299,4221,3736,6512,5041,5878,747
"No sabe leer y escribir (010)",8746,1545,667,10,17,80,242,3128,3057
,,,,,,,,,
"URBANA (012)",24305,934,2509,2832,2970,4744,3872,5311,1133
"Sabe leer y escribir (013)",21873,,2067,2828,2968,4715,3805,4766,724
"No sabe leer y escribir (014)",2432,934,442,4,2,29,67,545,409
"Hombres (016)",12506,477,1300,1461,1542,2392,1869,2877,588
"Sabe leer y escribir (017)",11557,,1038,1458,1541,2382,1850,2787,501
"No sabe leer y escribir (018)",949,477,262,3,1,10,19,90,87
"Mujeres (020)",11799,457,1209,1371,1428,2352,2003,2434,545
"Sabe leer y escribir (021)",10316,,1029,1370,1427,2333,1955,1979,223
"No sabe leer y escribir (022)",1483,457,180,1,1,19,48,455,322
,,,,,,,,,
"RURAL (024)",53262,2271,5606,5996,4966,8593,6519,12897,6414
"Sabe leer y escribir (025)",42625,,4573,5973,4936,8497,6284,9723,2639
"No sabe leer y escribir (026)",10637,2271,1033,23,30,96,235,3174,3775
"Hombres (028)",26881,1183,2849,3136,2641,4353,3239,6325,3155
"Sabe leer y escribir (029)",23507,,2303,3122,2627,4318,3198,5824,2115
"No sabe leer y escribir (030)",3374,1183,546,14,14,35,41,501,1040
"Mujeres (032)",26381,1088,2757,2860,2325,4240,3280,6572,3259
"Sabe leer y escribir (033)",19118,,2270,2851,2309,4179,3086,3899,524
"No sabe leer y escribir (034)",7263,1088,487,9,16,61,194,2673,2735
